Speaker,Spanish (ES)
,La tragedia del primer crepúsculo fue descubierta a las 6 de la mañana del día siguiente.
,"Gohda, que se había levantado para preparar el desayuno, fue a ver a los hermanos adultos, que habían permanecido en el comedor desde la noche anterior debido a la conferencia familiar."
Ushiromiya Battler,"""Habla de cuando descubriste el crimen."""
Gohda Toshiro,"""{p:42:El comedor estaba cerrado}. Por supuesto, hay una cerradura en las puertas del comedor, pero normalmente permanecían sin cerrar. Llamé a la puerta, pero no hubo respuesta..."""
Kumasawa Chiyo,"""{p:42:Fue entonces cuando llegué}. Le recomendé que intentara desbloquear la puerta, por si acaso."""
Gohda Toshiro,"""Cuando {p:42:abrí la puerta con una llave maestra}, una visión aterradora me esperaba dentro..."""
Kumasawa Chiyo,"""{p:42:Eva‐sama, Hideyoshi‐sama, Rudolf‐sama, Kyrie‐sama, Rosa‐sama, y Genji‐san, seis personas en total, yacían allí, cubiertas de sangre...}"""
Ushiromiya Krauss,"""Siguió un gran tumulto. {p:42:Todos nos reunimos en el comedor}."""
Ushiromiya Natsuhi,"""No quiero recordarlo... La visión de todos los niños sollozando agachados sobre los cadáveres de sus propios padres..."""
Ushiromiya Jessica,"""Había una posibilidad de que aún estuvieran vivos... Todos los sacudían desesperadamente."""
Shannon,"""Pero fue inútil... {p:42:La muerte de cada padre fue confirmada por su propio hijo}..."""
Kanon,"""{p:42:El Doctor Nanjo y yo confirmamos que Genji-sama estaba muerto}."""
Nanjo Terumasa,"""Fue una manera tan terrible de ser asesinado... {p:42:Médico o no, nadie que examine un cuerpo llegará a la conclusión equivocada}."""
Ushiromiya Maria,"""Parece que {p:42:todas las víctimas murieron al instante}... Kiji{0}ji{0}jiji."""
Ushiromiya Krauss,"""{p:42:Tras inspeccionar el interior del comedor, determinamos que todas las puertas y ventanas habían sido cerradas con llave, por lo que se trataba de una habitación cerrada}."""
Ushiromiya Battler,"""Y {p:42:no se encontró nada sospechoso dentro del comedor}."""
Ushiromiya George,"""Por supuesto, {p:42:tampoco había nadie escondido en el comedor}."""
Ushiromiya Krauss,"""Naturalmente. Todos estamos aquí ahora mismo. {p:42:Está claro que nadie se está escondiendo}."""
Ushiromiya Jessica,"""Pero papá, si eso es cierto, no tiene sentido... ¡Seis personas fueron asesinadas, y el comedor es una habitación cerrada! ¡¿Cómo pudo alguien matarlos y escapar?!"""
Ushiromiya Natsuhi,"""... Prefiero no pensar en ello, pero quizás los sirvientes con sus llaves maestras sean los más sospechosos."""
Ushiromiya Krauss,"""Mataron a los seis, salieron y cerraron la puerta con sus llaves maestras... Es una teoría lógica."""
Gohda Toshiro,"""¡G-Ghh! ¡Eso es absurdo!"""
,"Como no había posibilidad de que el culpable se escondiera dentro del comedor, tenía sentido suponer que el culpable había cerrado la puerta tras cometer el asesinato y salir de la habitación."
,"Era natural que los sirvientes, con sus llaves maestras, cayeran bajo sospecha."
,"Y, por desgracia, ninguno de los sirvientes tenía coartada."
,"Por otra parte, no eran solo los sirvientes. Todos los demás carecían de coartada también."
Ushiromiya Battler,"""¿Hay alguna forma de cerrar desde fuera sin llave maestra?"""
{f:5:Bernkastel},"""No, no hay... Mmm, supongo que eso no es suficiente. Lo diré con la verdad roja."""
{f:5:Bernkastel},"{p:1:Todas las puertas solo pueden cerrarse o abrirse con una llave maestra.} {p:1:Por supuesto, es posible bloquear o desbloquear las puertas desde el interior de la habitación, incluso sin llave maestra}."
{f:5:Lambdadelta},"""Ahí lo tienes. ¿Alguna otra pregunta?"""
{f:5:Beatrice},"""¿No debería haber llaves para cada habitación además de las llaves maestras?"""
{f:5:Bernkastel},"""... Normalmente, existirían. Sin embargo, harían el juego más complicado, así que las he eliminado. Verdad roja. {p:1:En este juego, consideraremos que las llaves maestras son las únicas llaves que existen}."""
Ushiromiya Battler,"""En otras palabras, todas las cerraduras que aparecen en este juego solo pueden cerrarse o abrirse con llaves maestras."""
{f:5:Lambdadelta},"""Así será. Realmente es un juego sencillo."""
{f:5:Beatrice},"""En ese caso, ahora debemos comprobar el número de llaves maestras y quién las posee."""
{f:5:Bernkastel},"""{p:1:Hay cinco llaves maestras en total. Cada uno de los cinco sirvientes tiene una}. Las llaves serán gestionadas por un método en particular. {p:1:Los sirvientes llevan las llaves maestras consigo en todo momento, por lo que es imposible que sean robadas, entregadas o utilizadas por otra persona que no sean ellos mismos}."""
Ushiromiya Battler,"""¿Qué demonios? Ahora suenan menos como llaves y más como un sistema de huellas dactilares."""
{f:5:Beatrice},"""Es una metáfora interesante... En otras palabras, en el mundo de este juego, no son las llaves maestras, sino los mismos cinco sirvientes los que pueden cerrar o abrir puertas."""
Ushiromiya Krauss,"""Intentamos recuperar la llave maestra de Genji-san, pero no tuvimos suerte."""
Ushiromiya Natsuhi,"""Para evitar problemas más adelante, {p:42:destruimos la llave maestra de Genji}."""
,Este fue el crimen del primer crepúsculo.{n}La escena era la sala completamente cerrada del comedor.
,"Ninguno de los sirvientes con llaves maestras tiene coartada.{n}Por otra parte, nadie más tiene una coartada tampoco..."
,Todos volvieron al salón para discutir lo que debía hacerse a continuación.
,"Los teléfonos no funcionaban, así que no podían contactar con la policía."
,"¿Estaba el misterioso culpable escondido en algún lugar, planeando atacar a su próxima víctima en ese mismo momento?"
,"¿O estaba aquí con ellos, sacando mentalmente la lengua y probando su próxima presa?"
,"Nadie tenía coartada, y era posible que alguno de ellos fuera el culpable..."
,"Sin embargo, ese sentimiento de tensión no duró mucho."
,"Para mediodia, todos se cansaron de discutir, y decidieron tomarse un descanso."
,Krauss y Natsuhi anunciaron que querían hablar con el otro a solas y subieron al segundo piso.
,"Eso allanó el camino para que todos los demás empezaran a ir cada uno por su lado, algunos se separaron para ir al baño, otros para contemplar la interminable lluvia."
,"Sin embargo, por mucho tiempo que pasara, Krauss y Natsuhi eran los únicos que no regresaban."
,"Se hicieron llamadas a las habitaciones de Krauss y Natsuhi utilizando la extensión telefónica interna, pero no hubo respuesta."
,Podría haber pasado algo.
,"Todos se dirigieron juntos a las habitaciones de Krauss y Natsuhi... y en la habitación de Natsuhi, los encontraron a ambos tirados en el suelo."
Gohda Toshiro,"""¡{p:42:La habitación de la señora estaba cerrada}! ¡Es igual que el comedor!"""
Shannon,"""Después de obtener el permiso de todos, {p:42:abrí la puerta}..."""
Kanon,"""{p:42:Krauss-sama y Natsuhi-sama yacían tirados en el suelo dentro de la habitación}."""
Ushiromiya Battler,"""{p:42:El doctor Nanjo les tomó el pulso. Entonces, anunció que los dos habían muerto instantáneamente}."""
Nanjo Terumasa,"""Correcto. {p:42:Confirmé la muerte de ambos. No hay duda de que murieron instantáneamente}."""
Ushiromiya Jessica,"""¡Busqué por toda la habitación, en busca de una pista!... Al final, {p:42:descubrí que las ventanas y las puertas estaban todas cerradas, lo que la convertía en una habitación cerrada}."""
Kumasawa Chiyo,"""¡Otra habitación cerrada! ¡Y una vez más, los sirvientes que tenemos llaves maestras seremos sospechosos!..."""
Gohda Toshiro,"""¡Pero no tengan miedo!... Después de que la señora empezara a sospechar de nosotros, ¡empezamos a vigilarnos!"""
Shannon,"""{p:42:Los sirvientes estuvimos juntos todo el tiempo}."""
Kanon,"""{p:42:Todos nosotros podemos probar una coartada para los demás sirvientes}."""
Ushiromiya Battler,"""Eso sí que es interesante. Entonces, estás diciendo que esta habitación cerrada es aún más perfecta."""
{f:5:Bernkastel},"""... En el caso de la primera habitación cerrada, nadie tenía coartada. Así que, para esta habitación cerrada, todos ellos tienen una."""
{f:5:Beatrice},"""En este mundo, los propios sirvientes son llaves maestras vivientes. Mientras esos sirvientes tengan coartadas perfectas, cerrar la habitación de Natsuhi es imposible..."""
Ushiromiya George,"""Decidimos preservar la escena del crimen tal y como estaba."""
Ushiromiya Maria,"""¡{p:42:Pusimos cinta adhesiva por todo el exterior de las puertas y ventanas, sellándolas}!"""
Ushiromiya Jessica,"""¡Estoy segura de que el culpable dejó alguna pista en esta habitación! ¡{p:42:Nos aseguramos de que nadie pudiera entrar o salir hasta que llegara la policía}!"""
Ushiromiya Battler,"""Luego, hicimos lo mismo con la primera escena del crimen. {p:42:También sellamos el comedor de la misma manera}."""
Nanjo Terumasa,"""Llegamos a la conclusión de que toda la mansión debía conservarse. {p:42:Así que también sellamos la mansión, y todos nos refugiamos en la casa de huéspedes}."""
Ushiromiya Battler,"""¿Sellaron toda la mansión? ¿Cinta adhesiva en todas las ventanas? ¿Incluso usaron una escalera para las ventanas del tercer piso?"""
{f:5:Bernkastel},"""... Si no, el juego se complicaría, así que lo he simplificado. {p:1:Todas las ventanas tienen rejas de acero, por lo que es imposible entrar o salir por ellas}. Por lo tanto, {p:1:diremos que pueden sellar toda la mansión sellando las dos puertas, la delantera y la trasera}."""
Ushiromiya Battler,"""Entendido. Eso lo hace fácil."""
{f:5:Beatrice},"""¿Qué te parece?"""
Ushiromiya Battler,"""En realidad matar a las dos personas en la habitación de la tía Natsuhi sería fácil. Alguien solo tenía que llamar y conseguir que abrieran la puerta. Sin embargo, después no podrían cerrarla."""
{f:5:Beatrice},"""Solo los sirvientes pueden cerrar puertas, pero todos ellos tienen coartadas."""
Ushiromiya Battler,"""A menos que los sirvientes estén juntos en esto. Y lo que es más importante, el primer crepúsculo me hace sospechar."""
{f:5:Beatrice},"""¿Crees que uno de los seis que murieron en el comedor estaba realmente vivo y cometió el crimen?"""
Ushiromiya Battler,"""Es por Erika. No puedo evitar sospechar cuando la gente examina cadáveres."""
{f:5:Beatrice},"""Entonces, ¿crees que una de las primeras seis víctimas estaba viva?"""
Ushiromiya Battler,"""Así es. Y después, mataron a Krauss y a Natsuhi. Entonces, cerraron la puerta por dentro, se escondieron en la habitación y encontraron una buena oportunidad para escapar."""
{f:5:Beatrice},"""Mmm, esa teoría tiene sentido."""
{f:5:Bernkastel},"""... Lo diré en rojo. {p:1:El culpable del primer crepúsculo definitivamente asesinó a seis personas}."""
{f:5:Beatrice},"""Entonces voy a intentar con la verdad azul. Esta es la veradera naturaleza de esta habitación cerrada. {p:2:El culpable cerró la puerta por dentro y se escondió en la habitación de Natsuhi. Entonces, después de que todo el mundo se fue, encontraron una oportunidad para escapar}."""
{f:5:Bernkastel},"""... Claro, lo negaré en rojo. {p:1:El grupo selló la habitación en el momento en que salieron de ella. Ningún culpable se unió al grupo mientras se marchaban. Además, todos los sellos de la habitación de Natsuhi, el comedor y la propia mansión nunca se romperán}."""
{f:5:Lambdadelta},"""Jejejejejej. En otras palabras, no puedes usar ese truco en el que se esconden debajo de la cama y salen más tarde."""
Ushiromiya Battler,"""... Interesante. Bien hecho, {f:5:Bernkastel}."""
{f:5:Bernkastel},"""Gracias."""
,Este fue el crimen del segundo crepúsculo.{n}La escena era la habitación completamente cerrada de Natsuhi.
,"Esta vez, todos los sirvientes con llaves maestras tienen coartadas."
,"El grupo, al darse cuenta de los peligros de estar dentro de la mansión, se refugió en la casa de huéspedes..."
,Todos los que se refugiaron en la casa de huéspedes decidieron esconderse allí hasta que pasara el tifón.
,"Allí, si vigilaban a todos los demás, deberían ser capaces de prevenir nuevos crímenes tanto desde dentro como desde fuera."
,"Sin embargo, no pudieron hacerlo sin interrupciones hasta que pasó el tifón."
,"Una vez más, sus acciones dejaron al descubierto un punto débil y se enfrentaron a otra tragedia."
Ushiromiya Battler,"""¡Shannon-chan y Kanon-kun, que salieron a hacer un recado, aún no han vuelto!..."""
Ushiromiya Jessica,"""George nii-san se enfadó, así que {p:42:todos salimos a buscarlos}."""
Kumasawa Chiyo,"""Encontramos a Shannon-san tirada en el jardín de rosas. Oh, pobre, pobre Shannon-san..."""
Ushiromiya George,"""Recé por que siguiera viva. Sin embargo, {p:42:me vi obligado a reconocer que estaba muerta}..."""
Nanjo Terumasa,"""Por supuesto, {p:42:también la examiné y confirmé su muerte}."""
Gohda Toshiro,"""Cuando los dos se fueron, estábamos ocupados comprobando las cerraduras alrededor de la casa de huéspedes. ¡Así que, {p:42:ninguno de nosotros tiene coartada}!..."""
Ushiromiya George,"""¡¿Yo, matarla?! ¡¿Cómo podría haberla matado?!"""
Ushiromiya Maria,"""Sí. George onii‐chan no pudo haberla matado, uu."""
Ushiromiya Jessica,"""Más tarde, supimos que solo George nii-san tenía coartada. {p:42:Al menos con respecto a la muerte de Shannon, era imposible que George nii-san fuera el asesino}."""
Ushiromiya Battler,"""En otras palabras... {p:42:a excepción de George-aniki, cualquiera podría haberla matado}."""
Gohda Toshiro,"""Para evitar que el culpable la utilice para cualquier fin, {p:42:destruimos la llave maestra que Shannon-san tenía en ese momento}."""
{f:5:Bernkastel},"""... En el momento en que Shannon es asesinada, Kanon desaparece para siempre... {p:1:A partir de ahora, Kanon será tratado como si hubiera sido asesinado. Además, la llave maestra de Kanon se considera destruida}."""
{f:5:Lambdadelta},"""Bueno, sería de mal gusto entrar en ello, así que no lo haré, pero... Dado que Shannon está muerta, no esperaría otra cosa."""
{f:5:Beatrice},"""En otras palabras, ¿podemos decir que Shannon y Kanon fueron asesinados al mismo tiempo, aunque nos falte un cadáver?"""
{f:5:Bernkastel},"""Así es."""
Ushiromiya Battler,"""... Mmm. Parece que los crímenes avanzan."""
,Este fue el crimen del cuarto crepúsculo.
,El escenario era el jardín de rosas.
,No hay cerraduras ni puertas. No es una habitación cerrada.{n}Así que las llaves maestras ya no tienen nada que ver con esto.
,"Entonces, el ritmo de los crímenes comenzó a acelerarse..."
,El grupo se refugió en la casa de huéspedes.
,"Sellaron cuidadosamente todas las puertas y ventanas, y se encerraron en una habitación cerrada."
,"Sin embargo, ya se habían producido varios asesinatos en habitaciones cerradas."
,¿Encerrarse en una habitación cerrada con llave podría hacer algo más que invitar a otra tragedia?
,"Después de discutir acaloradamente en la habitación de los primos sobre la búsqueda del culpable, decidieron ir a la habitación de los sirvientes para comprobar los testimonios de Nanjo, Kumasawa y Gohda."
,Y allí... se enteraron de que otra tragedia había ocurrido una vez más.
Nanjo Terumasa,"""{p:42:A juzgar por estas heridas, Gohda-san y Kumasawa-san murieron instantáneamente}, supongo. Qué forma tan espantosa de morir..."""
Ushiromiya Jessica,"""¡Como si pudieran sobrevivir después de esto!... ¡{p:42:Gohda-san y Kumasawa-san están muertos}!"""
Ushiromiya Battler,"""Bueno, hemos estado ocupados, vigilando, cerrando y todo eso. Una vez más, {p:42:ninguno de nosotros tiene coartada}."""
Ushiromiya George,"""Eso no es verdad. Mira... Considerando la forma en que fueron asesinados, el culpable definitivamente se salpicaría de sangre."""
Ushiromiya Maria,"""Pero ni el doctor Nanjo ni ninguno de los primos tienen sangre."""
