Speaker,Spanish (ES)
Clair,"""... Con esto... Mi historia llega a su fin."""
{f:5:Bernkastel},"""Oh... ¿Eso es todo? ¿No es acaso lo que viene en esos dos años lo más interesante?"""
Willard H. Wright,"""No es necesario... Después de todo, en juegos anteriores ya hemos escuchado sobre tus conflictos internos y qué tanto sufriste, habiendo contado tanto, ya no hay necesidad de decir más."""
Ushiromiya Lion,"""... El tormento de los muebles con almas incompletas, ¿verdad?"""
Clair,"""Hubo un duelo. Y estaba a punto de resolverse... Pero el año 1986 fue demasiado cruel."""
Willard H. Wright,"""... Seguro que maldijiste tu destino."""
Clair,"""Sí... Si hubiera sido un año antes. O quizás un año después."""
Willard H. Wright,"""El resultado del duelo, aunque de una forma distinta, habría llegado a su conclusión."""
,Clair guardó silencio y bajó la mirada.
,"... Si tan solo hubiéramos tenido más tiempo. O quizá, si ni siquiera nos hubieran dado tiempo para dudar."
,Todo es... motivo de rencor. ¿Por qué? ¿Por qué tuvo que ser en 1986?
Clair,"""Yo... Decidí dejarlo en manos del destino."""
Ushiromiya Lion,"""... ¿En manos del destino?..."""
Clair,"""Como en el ritual en el que heredé todo del anterior líder de la familia... Yo también elegí entregarme al destino, al que llamamos milagro."""
,Quizá sería más correcto decir que me entregué a la ruleta.
,"Yo, nosotros... ni siquiera podíamos decidir nuestro propio destino... así que dejamos que el destino decida todo por nosotros."
,Quizá los esfuerzos de alguien se vean recompensados.{n}Quizá todos podrían unirse y encontrar la liberación.{n}O tal vez alguien podría amablemente detener esta insensatez.
Clair,"""... Sin importar qué destino señale la ruleta... Decidí seguirlo. No me resistiré al destino... Porque, incluso si luchara, el destino siempre ha sido cruel conmigo."""
,Clair bajó la mirada y dejó caer una lágrima...
,"Los {y:0:humanos}{n:0:humanos} dicen a la ligera que las posibilidades de las personas son infinitas.{n}Pero la Bruja Interminable... descubrió que, en realidad, todo es finito."
,"Por eso, intentó encontrar el infinito dentro de ese destino finito."
,Intentó hallar el infinito entregando su destino a Dios.
,Pero eso no significaba abandonar su destino.{n}Porque enfrentó la ruleta del destino con una voluntad absoluta.
,"Si nadie podía resolver el enigma del epitafio, entonces nadie podría escapar del destino absoluto."
,Así cerró la isla. Incluyéndose a sí misma.
,"Los días 4 y 5 del octubre de 1986 fueron sellados con una voluntad absoluta... Dentro de ese breve lapso de tiempo, en la isla, ella se entregó al destino que fuera escogido."
Clair,"""... Con esto. Esta vez, mi confesión realmente llega a su fin... Mis motivos para este incidente ya deberían ser claros... Si aún no lo comprenden, no diré nada más... Después de todo, nadie entendería mi corazón."""
Willard H. Wright,"""Es cierto... No hay necesidad de decir más."""
Clair,"""... Para alguien como yo, atrapada en el callejón sin salida del destino... Lion, ¿ves la gran esperanza que representas para mí?"""
Ushiromiya Lion,"""... Yo soy otra de tus posibles existencias."""
Clair,"""Que tú seas feliz me llena de envidia, pero más que nada, me deslumbra... y me alegra... El hecho de que una posibilidad como tú pudiera existir... Para mí... en este momento, eso es suficiente para sentirme salvada."""
Ushiromiya Lion,"""... Yo..."""
Clair,"""... Por favor, sé feliz por mí también. Me alegra haberte visto al final... Te doy las gracias. Lady {f:5:Bernkastel}."""
{f:5:Bernkastel},"""... Solo estoy oficiando tu funeral. No necesito tu gratitud... Bueno, terminemos de una vez. Los muertos deben ser enviados al reino de los muertos."""
Clair,"""... Sí... Después de todo, este es mi funeral. Es hora de que regrese al lugar al que pertenezco."""
Ushiromiya Lion,"""..."""
Clair,"""No pongas esa cara. Y, por favor, alégrate de no haber sido yo. Porque yo también me alegro de que tú no seas yo."""
Ushiromiya Lion,"""... Viviré... Por ti también..."""
Clair,"""Gracias... Sé feliz. Y encuentra a alguien maravilloso... Espero que nunca despiertes como una bruja, que vivas como un ser {y:0:Humano}{n:0:humano}... Y que, con tu única alma, ames profundamente a una sola persona... Eso es lo que deseo para tu vida."""
Ushiromiya Lion,"""... Sí..."""
Clair,"""Will‐san. Te agradezco, observador... No eres la persona que realmente quería que me entendiera, pero... salvaste mi corazón."""
Willard H. Wright,"""Yo... te entiendo. No ignoraré tu corazón."""
Clair,"""... Gracias... Quiero confiarte mi final a ti, el maravilloso observador que me entendió."""
Willard H. Wright,"""... ¿Está bien que sea yo?"""
Clair,"""Sí... Para mí, lo importante no es que sea alguien con quien tenga un vínculo, sino alguien que me haya comprendido."""
,... Aquel de quien deseaba comprensión... no pudo entenderme.{n}... Alguien con quien no comparto un vínculo me comprende.
,"No tiene nada de triste. Al contrario, agradezco el milagro de que alguien sin ningún vínculo me haya comprendido."
Clair,"""Eres un buen observador, y la única persona que me comprendió... Eso es suficiente para llamarlo un vínculo."""
Willard H. Wright,"""... Entendido."""
Clair,"""Te ofrezco mi corazón, a ti, el maravilloso observador sin nombre."""
Willard H. Wright,"""..."""
{f:5:Bernkastel},"""... Lion. Retrocede."""
Ushiromiya Lion,"""¿Eh? ¿Qué va a suceder?..."""
