Speaker,Spanish (ES)
,Un brisa árida soplaba en el jardín de rosas doradas...
,"Shannon y Kanon finalmente terminaron de dar 19 pasos, pero todavía estaban de espaldas el uno al otro."
,"... Cuando los demonios a cargo de la prueba dieran la señal, ambos se darían vuelta... y se decidiría todo esto."
,Cada uno tenía en sus manos las pistolas de duelo otorgadas por los demonios.
,Las balas... prometían una muerte certera sin importar en qué parte del cuerpo impactaran.
,Este duelo no terminaría... hasta que uno de ellos muriera...
Ushiromiya George,"""..."""
Ushiromiya Jessica,"""..."""
,George y Jessica... simplemente velaban en silencio por quienes amaban...
,Ya les habían confiado todos sus deseos... y sus destinos.
,Observar a sus amantes... era ahora la única manera en la que ellos podían demostrar su confianza.
Shannon,"""..."""
Kanon,"""..."""
,"Shannon y Kanon... se quedaron inmóviles, de espaldas el uno al otro."
,Actualmente ya han dejado atrás las emociones de todos esos días que habían compartido juntos.
,La próxima vez que crucen miradas el uno con el otro... No se les pedirá nada excepto apretar el gatillo.
,La única que aún no tenía la determinación o resolución suficiente respecto a este duelo... era Beato.
,"Mientras más cerca estaban del clímax, menos entendía."
,El amor entre George y Shannon no estaba interfiriendo en el camino de amor entre Jessica y Kanon o viceversa.
,... ¿Por qué estaban obligados a matarse el uno al otro cuando ambos bandos podían encontrar la felicidad?...
{f:5:Beatrice},"""... No lo comprendo... ¡Simplemente no puedo... comprenderlo!..."""
{f:5:Beatrice},"""... Hermana pequeña... No se nos permite hacer nada más que mirar..."""
{f:5:Beatrice},"""¡Zepar-san, Furfur-san!... ¡¿Por qué... por qué este duelo?! ¡Esto no es una prueba de amor! ¡Ustedes son realmente demonios! Tan solo quieren disfrutar viendo a una de las parejas quebrarse, ¡¡¿o no?!!..."""
Zepar,"""Silencio."""
Furfur,"""Te interpondrás en el camino de los amantes."""
{f:5:Beatrice},"""¡¡Ustedes son los únicos interponiéndose en su camino!! ¡Una pareja caerá! ¡¡El que ame a esa persona sufrirá!! Si tan solo ustedes dos no estuvieran alrededor, ¡¡nadie estaría triste!!"""
,"""""Eso no es verdad."""""
Zepar,"""Si nosotros no hubiéramos preparado este duelo—"""
Furfur,"""ambas parejas se hubieran quebrado. Este duelo es necesario."""
{f:5:Beatrice},"""Yo... ¡¡no he sido capaz de aceptar eso desde el comienzo!!... ¡¿Dijeron que su amor no puede salir adelante sin un milagro mágico?! ¡¿Qué más necesita el amor sino tan solo una pareja que se ame el uno al otro?! ¡¡Este duelo no tiene sentido!!"""
{f:5:Beatrice},"""¡¡Así que deténganlo, ustedes dos!! ¡¡Shannon y Kanon, ambos!! ¡¿Por qué deben pelear entre ustedes hasta la muerte, cuando estuvieron tan unidos como verdaderos hermanos?! ¡¡¡Simplemente no puedo... entenderlo!!!"""
,"Todos debieron haber sido capaces de escuchar la súplica de Beato.{n}... Sin embargo, no cambió la expresión de nadie."
Zepar,"""... Eso es cierto. Estoy impresionado de que te dieras cuenta."""
Furfur,"""Esta es la verdad del amor."""
{f:5:Beatrice},"""... ¡¡¿Cuál es?!!..."""
Zepar,"""Normalmente, el amor no necesita nada más que dos personas que se amen mutuamente."""
Furfur,"""Así que, cuando no hay ""dos personas""... debemos usar un duelo para que ese número sea ""dos""."""
{f:5:Beatrice},"""¡Podría entenderlo si fuera un duelo entre dos personas peleando por una mujer! ¡¡Si fuera un duelo para reducir tres personas enamoradas a dos!!... ¡¡Pero aquí tenemos dos parejas!! ¡¡¿El mundo formado por cada pareja está completo, no?!! ¡¡No hay nada persuadiéndolos a pelear!!"""
Zepar,"""El número mínimo de personas necesarias para crear un universo son dos."""
Furfur,"""Un universo tan solo puede nacer, el amor tan solo puede ser satisfecho... cuando dos personas se unen."""
Zepar,"""Este es el por qué este duelo es necesario."""
Furfur,"""Para que ellos puedan alcanzar ese número de personas."""
