Speaker,Spanish (ES)
,La habitación VIP estaba impregnada del dulce aroma del té de calabaza... a la vez que lleno de risas y sonrisas.
Ushiromiya Kinzo,"""¡¡Aja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja!! Simplemente espléndido. ¡Me alegra verte de tan buen humor!..."""
{f:5:Beatrice},"""Podría decir lo mismo. ¿Qué idiota dijo que estás en tus últimos años?"""
Ushiromiya Kinzo,"""Solo tomé prestada un poco de tu energía. Tras regresar a mi estudio, seré poco más que un anciano senil y acabado."""
{f:5:Beatrice},"""¡Basta de patrañas! Ríndete y jura que vivirás a lo grande hasta los cien años."""
Ushiromiya Battler,"""Estoy de acuerdo. Me sorprendió ver lo poco que habías cambiado aún habiendo pasado seis años"""
Ushiromiya Kinzo,"""Wajajajaja, pequeño mocoso. ¡Parece que has aprendido del arte de la adulación en todo ese tiempo! Lamento decepcionarte, pero apenas calificas para la posición de juez en este asunto. Sin duda me he vuelto bastante viejo."""
{f:5:Beatrice},"""Apuesto mil yenes a que Kinzo estará de maravilla incluso tras cumplir cien años."""
Ushiromiya Battler,"""Sí, lo mismo digo. El abuelo de cien años no será diferente al abuelo de hoy."""
Ushiromiya Kinzo,"""¡Wajjajajaja! ¡No osen pensar que obtendrán más regalos por halagarme!"""
,"Kinzo se echó a reír alegremente.{n}Beato, quien estaba sentada junto a Battler, también se regocijó en carcajadas."
,"Ange se encontraba sola junto a la ventana... observándolo todo, e intentando descifrar qué clase de relación tenían la bruja del retrato y su abuelo."
,Hubo un golpeteo en la puerta.
Ushiromiya Kinzo,"""¿Eres tú, Genji? ¡Pasa!"""
Ronoue Genji,"""... Disculpen la intromisión. Vengo con Krauss-sama y Natsuhi-sama."""
Ushiromiya Krauss,"""Padre... oh, y Battler-kun también está aquí."""
Ushiromiya Natsuhi,"""Ha pasado un tiempo, {f:5:Beatrice}‐san. ¿Alguna novedad?"""
{f:5:Beatrice},"""Estoy tal y como solía estar. Ven, toma asiento. Y Ange, ¿por qué estás así junto a la ventana? Ven y siéntate."""
Ushiromiya Battler,"""Ange. Acércate."""
Ushiromiya Ange,"""... Yo veré desde aquí."""
,"Ange se aferró al caramelo que había obtenido de Beato y, de forma cautelosa, continuó observando."
,"Genji le ofreció una silla, pero ella se negó con la cabeza."
Ushiromiya Kinzo,"""Déjenla hacer lo que le plazca. Vengan, Krauss, Natsuhi, siéntense."""
Ushiromiya Battler,"""... ¿Es algo importante? Supongo que Ange y yo deberíamos retirarnos."""
{f:5:Beatrice},"""Oye, si te vas, ¡¿quién va a respaldarme aquí?!... Kinzo, la presencia de Battler no molesta, ¿o sí?"""
Ushiromiya Kinzo,"""No tengo nada que esconder. No me molesta."""
,"Sin embargo, había invitado a Krauss y Natsuhi al cuarto VIP para reunirse con la Bruja Dorada {f:5:Beatrice}."
,Era difícil imaginar que Kinzo planeara tener una mera charla casual...
,"Tras decir que no le molestaba, Beato insistió a Battler en que se quedara, y este accedió."
,"Este último, con el fin de evitar interponerse en la conversación, se levantó del sofá y se unió a su hermana menor en la ventana."
,"Cuando finalmente regresó con Ange, ella se aferró a su cintura, como si estuviera decidida a no dejarlo marchar otra vez."
{f:5:Beatrice},"""Oh, ya veo. Debe ser por eso que no le agrado a Ange."""
Ushiromiya Battler,"""¿Eh? ¿A qué te refieres? No creo que le desagrades realmente."""
{f:5:Beatrice},"""*risita*risita*. Nunca podrás entender el corazón de una mujer, Battler."""
,"Beato le sonrió a Ange, pero la niña desvió la mirada..."
{f:5:Beatrice},"""¡*risita*risita*! Incluso una mujer joven sigue siendo una mujer."""
,"Cuando Beato dejó de reír, la conversación tomó un nuevo rumbo."
,¿Por qué Kinzo convocó a Krauss y Natsuhi al cuarto VIP? ¿Y de qué iba a hablar? Todos hicieron silencio.
Ushiromiya Kinzo,"""Bruja Dorada, {f:5:Beatrice}. Durante todos y cada uno de mis días, recuerdo la deuda que la familia Ushiromiya asumió por la vez en que fue salvada del borde de la destrucción."""
{f:5:Beatrice},"""¡*risita*risita*! Sí, más vale que me agradezcan."""
Ushiromiya Battler,"""En realidad, es a tu abuela a quien está agradeciendo."""
{f:5:Beatrice},"""Ay, ¡tú cierra el pico!"""
Ushiromiya Krauss,"""No, a fin de cuentas es lo mismo. Todo ese oro fue prestado a la familia Ushiromiya por tres generaciones. Y sin pedir compensación alguna."""
Ushiromiya Natsuhi,"""... Realmente... no podemos agradecerte lo suficiente."""
{f:5:Beatrice},"""El oro no es más que una pila de ladrillos para mí. A falta de un lugar donde resguardarlo, fue un alivio poder dejarlo al cuidado de Kinzo."""
Ushiromiya Battler,"""Guau. Me gustaría decir eso al menos una vez antes de morir."""
Ushiromiya Ange,"""... ¿La Bruja Dorada es... una persona rica?..."""
