Speaker,Spanish (ES)
,... Escuchaba el espeluznante sonido del viento y la lluvia.
,"Una vez más, vagamente recuperé la consciencia sobre la cama..."
,El dedo que la bruja me había arrancado... aún estaba unido a mi mano.
,"No diría que ""fue todo una ilusión""... solo que aún estaba unido."
,"... Después de todo, el dolor y las marcas de dientes de cuando la bruja lo había mordido... aún estaban ahí."
,"Aun así, la ventana, que yo supuestamente había destrozado, había sido reparada como si nunca hubiera estado rota en primer lugar..."
,... ¿Cómo puedo escapar de este escalofriante cuarto?
,¿Por qué estoy encerrado en este espeluznante cuarto... completamente solo?...
,Quiero salir... Tengo que salir... Déjenme salir de aquí...
,... La puerta estaba sellada con una rígida cadena.
,"Podría abrirla un poco, pero solo lo suficiente como para mirar hacia el corredor, como mucho."
,Probablemente sería difícil tan sólo meter el puño a través de ese espacio.
,Tampoco puedo abrir la ventana.{n}Era peor que una ventana con barrotes de alguna prisión...
,El baño ni siquiera tenía una ventana.
,... Lo único que podía salir de aquí era el agua que fluía si se abría el grifo.
,"... No importa qué haga, no se me ocurre ninguna forma de salir de aquí."
,Estar encerrado en un lugar de esta manera me convierte en un verdadero prisionero.
,A menos que alguien de afuera venga a salvarme... no seré capaz de salir por toda la eternidad.
,"... En ese caso, ¿no podría tan solo pedir ayuda?"
,"Sí, el pequeño hueco que puedo hacer en esa puerta debe existir para que pueda pedir ayuda."
,Pero... ¿podré decir las palabras?...
,"Antes, traté de pedir ayuda, pero por alguna razón, las palabras no podían escapar de mi boca."
,... Debo haber cometido algún tipo de error.
,Quizá solo perdí mi voz en mi apuro y confusión.
,Abrí la puerta para que esa abertura apareciera una vez más.
,"La cálida luz del vestíbulo fluyó hacia dentro, haciendo que la oscuridad del cuarto sobresaliera aún más..."
,"Aunque no podía oír ninguna voz, sentía algo pacífico allí."
,"... Estoy seguro de que todos están en la habitación al otro lado del pasillo, conversando felizmente sobre algo."
,"Si tan solo pudiera llamarlos, seguramente alguien vendría a salvarme..."
,"""... Uff... uff... urgh..."""
,"Soportando un miedo indescriptible, traté de gritar una vez más..."
,"""¡¡...!! ¡¡¡...!!! ¡¡¡...!!!"""
,Pero el resultado fue el mismo.
,"Era como tratar de gritar bajo el agua... Todo lo que hice fue quedarme sin aliento, incapaz de llamar a nadie."
,"""... ¡¡Uff!! Uff... uff... uff..."""
,"A pesar de que podía decir todo lo que quería si me gruñía a mí mismo en el interior del cuarto... cada vez que trataba de que mi voz llegara afuera, me asfixiaba y no podía decir nada."
,Entiendo.
,... Mi cuerpo no es lo único que está encerrado en esta espeluznante habitación cerrada.
,... Mi voz también lo está...
,"Pensando que podría usar otra clase de sonido para pedir ayuda, traté de abrir y cerrar la puerta violentamente, haciendo ruido con la cadena."
,De verdad suena como si estuviera haciendo un molesto sonido rechinante pero... seguramente es inútil.
,Incluso este sonido... está siendo encerrado dentro de esta habitación cerrada.
,"No importa qué tan fuerte sea el sonido que haga, estoy seguro de que será más silencioso que una hoja cayendo para cuando llegue al otro lado del corredor..."
,"Traté de usar esa odiosa cadena que sellaba la puerta para hacer un sonido para llamar a alguien, pero eso solo profundizó mi desesperación..."
,"""... ¿...? ¿Esta... cadena...?"""
,Es una locura...
,"A pesar de que hace solo unos segundos, era una cadena tan rígida que parecía que había sido usada para sellar a un monstruo..."
,En algún momento... se había transformado en una cadena de seguridad normal.
,Esto cambia todo.{n}¡Ahora puedo destrabarla desde adentro!...
,"Traté de destrabarla, pero la cadena no era lo suficientemente larga para hacer eso mientras la puerta aún estuviera algo abierta, y no podía destrabarla. Por supuesto."
,"""... C-Cálmate... *gulp*..."""
,Tragué saliva y... cerré la puerta con calma.
,Entonces... cuando vi que la cadena se había aflojado lo suficiente... la toqué con mi dedo para estar seguro.
,"... Cuando era pequeño odiaba las cadenas, porque nunca podía destrabarlas bien."
,"Eso era hace mucho tiempo...{n}Ahora, puedo destrabar algo como esto.{n}... Cualquiera podría... es fácil..."
,*clank*...
,Me imaginé que el demonio que me había encerrado en este cuarto... estaba usando esto como una trampa para darme esperanza y entonces hacer que me desesperara aún más... pero hice a un lado esos pensamientos por el momento.
,Destrabé la cadena de seguridad... y la cadena pendió frente a mis ojos.
,... Ahora... no hay seguro sellando esta puerta.
,¡Por favor... no me atormentes más... y solo... ábrete normalmente!...
,... Lentamente... la puerta se abrió.
,Había cerrado la puerta para desatar la cadena... así que la cálida luz del vestíbulo había desaparecido.
,¿Qué pasa si abro la puerta y esa cálida luz desaparece?... Hasta de eso tenía miedo.
,"Sin embargo, eso solo era... yo, que dejaba volar mi imaginación."
,"De forma... lenta... no, creo que esto es normal para una puerta..."
,Mientras la puerta dejaba salir un molesto chirrido... la salida de esta maldita habitación cerrada finalmente se abrió...
,"""¡¡...!! ¡¡¡...!!!"""
,"Ja... jajaja, lo logré... ¡Lo logré!..."
,Incluso mi grito de alegría fue ahogado.{n}... Pero eso ya no importa.{n}¡Todo lo que importa es que puedo salir de aquí!
,Asomé mi cabeza hacia afuera y miré a la izquierda y derecha a lo largo del pasillo.
,"El cálido pasillo. Podía sentir gente divirtiéndose al otro lado... Todos están ahí. Vamos, ahora mismo."
,"""... ¡¿¡¿Gyeh...?!?!"""
,"En ese momento, algo frío y cruel aplastó mi garganta."
,Era como si un lazo de hierro hubiera sido atado a mi cuello y jalado fuerte por detrás.
,"No... no fue ""como si""."
,... Sin que yo me diera cuenta... en algún momento... me habían atado un grueso collar de metal alrededor del cuello.
,"¡¿Cuándo sucedió esto?! Cuando me di la vuelta, me desesperé aún más."
,Saliendo del lado interno de la puerta que acababa de abrir...  un gruesa cadena se había extendido... y se había aferrado a mi cuello.
,"Jalé de ella, pero ni siquiera se movió.{n}Cuando la agite, toda la puerta crujió."
,... Qué... d-demonios...
,La cadena que estaba atada a mi cuello... estaba conectada con el lado interno de la puerta.
,Sí. La misma cadena evanescente que había cerrado la puerta hacía poco... súbitamente se había convertido en un cadena {i:atándome} a este lugar...
,"¡¡Es una locura... es una locura!!...{n}Maldición, ¡¡¿qué está sucediendo aquí?!!"
,"Jalé con todas mis fuerzas, tratando de arrancar la puerta entera, pero ya sabía por mis repetidos experimentos que ni siquiera se movería."
,... Estoy seguro que esta cadena desaparecerá una vez que regrese al interior del cuarto.{n}Pero nunca me dejará salir del cuarto.
,"Aunque parecía que había regresado a ser una cadena de seguridad normal, en realidad nada había cambiado."
,"El hecho era que ""la cadena de seguridad"" aún me ataba a ese cuarto..."
,"""... ¡¡¡Uuu... nnngh... aaaaaaaaahhhh...!!!"""
,"Con lágrimas corriendo por mi cara, jalé con todas mis fuerzas.{n}... Era totalmente inútil. No importaba qué hiciera, nunca la aflojaría."
,Y ni siquiera tenía permitido pedir ayuda.
,... Sentí un enojo confuso hacia cómo aquel demonio sin piedad me había dado la esperanza de escapar por un instante.
,"No importaba qué tanto gritara, mi voz no salía, y nadie al final del corredor podía oírme..."
,Entonces... noté... una extraña mancha en la pared del corredor.
,"No era una mancha... Eran letras, trazadas por un dedo cubierto en pintura roja."
,"""... ¡¿?! ¡¿¡¿?!?!"""
,"Estas letras... que parecían haber sido escritas con sangre, respondían a mi mayor pregunta..."
,"La cadena de seguridad debe estar colocada.{n}Tienes permitido quitarla, pero entonces debes colocarla de nuevo.{n}A menos que esté colocada, no podrás usar esta salida."
,"Entendí el significado de ese fatídico mensaje al instante.{n}Luego lo intenté, y entendí completamente."
,"Cuando regresé al cuarto y volví a colocar la cadena de seguridad, la atadura alrededor de mi cuello desapareció."
,"Cuando quité la cadena de nuevo, ese pesado sentimiento alrededor de mi cuello regresó."
,"En otras palabras, no puedo dejar este cuarto a menos que la cadena de seguridad esté puesta."
,"En ese caso, ¡¿por qué no coloco la cadena mientras estoy afuera del cuarto...?!"
,Quité la cadena una vez más.
,El collar y la cadena aparecieron en mi cuello de nuevo.
,"Me paré en el corredor y cerré la puerta detrás de mí, dejando solo una pequeña abertura."
,"Metí mi mano a través de la abertura, tomé la cadena que pendía, e intenté volverla a colocar de alguna manera."
,... D-Demonios...
,Aunque era muy fácil hacerlo desde adentro... ¿por qué... es tan difícil hacerlo desde afuera?...
,"El hueco necesitaba ser más ancho si quería manipular bien la cadena.{n}Sin embargo, eso hacía que la cadena fuera muy corta como para alcanzar su meta."
,"Para hacer que la cadena llegara solo un poco más lejos, tendría que cerrar la puerta un poco más."
,"Pero si hago eso, no habrá suficiente espacio para meter mi mano."
,"... Por supuesto, era perfectamente natural."
,Las cadenas de seguridad están hechas para ser colocadas por dentro.
,Serían completamente inútiles si se pudieran colocar o quitar desde afuera.
,Es por eso que la longitud de la cadena es especialmente elegida... para prevenir que alguien la coloque o quite desde afuera.
,¿Podré usar algún tipo de herramienta dura y delgada?
,"Si el hueco de la puerta es solo de un dedo de ancho, eso es más que suficiente para que la cadena alcance."
,... Si tan solo pudiera doblar un cable para meterlo a través de la abertura y mover la cadena con eso...
,"Eso es, hay un armario a un lado de la puerta. ¿Podría haber alguna percha ahí?"
,"""... ¡¡Encontré una!!... ¡¡O-Ooh, gracias a dios!!..."""
,"Una simple percha barata, como las que encuentras en un cuarto de lavabo, estaba colgada ahí."
,... ¿En serio?
,Estoy seguro de que cuando miré por última vez hace poco... no había nada como esto en el armario...
,"¡Ah, qué importa!... ¡¡Rápido... rápido!!..."
,"Retorcí la percha, doblando la punta."
,Formé una curva al final para poder sujetar cosas con ella... haciendo algún tipo de herramienta de ladrón.
,Entonces me apresuré al corredor de nuevo y cerré la puerta tanto como podía.
,Mi muñeca nunca podría pasar por aquí.
,"¡Sin embargo, si la cierro así, la cadena debería tener suficiente longitud extra!..."
,¡Y esta abertura es lo suficientemente grande como para meter la percha por ella!...
,¡Ahora solo es cuestión de técnica!...{n}Definitivamente lo lograré si lo intento las veces necesarias... ¡¡estoy seguro de ello!!
,"""... ¡Uff... uff... uff... uff...!"""
,Es más difícil de lo que parece...
,... Pero la cadena {i:es} lo suficientemente larga.{n}... ¡No es imposible!...
,"Finalmente había encontrado una forma de escapar de aquí.{n}... Era difícil, sí, pero teóricamente era posible."
,"Si es posible, seré capaz de salir.{n}¡¡Seré capaz de escapar de aquí!!..."
,"""... Jiji... jijijijijijijijiji..."""
,"""¡...! ¡¿...?!"""
,En ese momento... sentí un gran peso al otro lado de la puerta.
,Sentí como si alguien dentro del cuarto hubiera presionado su frente contra la puerta... y se estaba acercando.
,Y ella... la bruja... se había reído.
,"Entonces, sentí un poderosa y extraña fuerza en la percha."
,... ¡¿Está tratando de arrebatármela?!
,"¡¡Sí claro, como si la fuera a soltar!!{n}¡Ni loco dejaré que me roben la llave que me sacará de aquí bajando la guardia!"
,"Afortunadamente, había atorado mi muñeca de manera que no se caería si mi mano se cansara."
,¡No serás capaz de arrebatarme esto de mis manos!...
,"""... Jijiji... ji ji ji ji ji ji ji ji ji..."""
,La bruja al otro lado de la puerta me miraba y reía...
,Entonces... noté algo raro.
,"Miré mi mano izquierda, que había presionado contra la puerta para sujetarla... y entre los dedos de esa mano... pude ver algo rojo."
,... Eran... letras... rojas.
,Me di cuenta inmediatamente.
,"En algún momento, más letras ensangrentadas habían sido dibujadas en la puerta, y mi mano izquierda las había estado cubriendo."
,Aún luchando contra la fuerza de la bruja más allá de la puerta... moví mi mano izquierda a un lado.
,Allí donde había estado mi mano... realmente habían letras ensangrentadas.
,Era... como si alguien hubiera predicho que lucharía de esta forma desde el principio... un mensaje de la bruja para mí.
,No había manera... Era imposible colocar o quitar la cadena de seguridad desde afuera.
,Todos los trucos hechos desde el corredor... habían sido sellados por las letras rojas.
,"""N-No puede ser..."""
,"""Jijijijijijiji... ¡¡Ji ji {0}ji {0}ji {0}ji {0}ji {0}ji {0}ji ji!!..."""
,"De repente, se escuchó un terrible sonido, y la fuerza que jalaba de la percha fue súbitamente liberada."
,Entonces... cuando la jalé hacia afuera y miré... perdí toda esperanza.
,Como si hubiera sido golpeada por el ácido de la oscuridad del cuarto... la punta de la percha... había sido quemada y hervida... y derretida.
,Ahora es lamentablemente corta. ¡Esto no puede ser usado para nada!...
,Sería inútil buscar algún sustituto.
,... ¡Todas las formas de cerrar la cadena desde afuera... han sido prohibidas!...
,"¡¡Maldición... maldición, maldición, maldición!!..."
,Arrojé los restos de la percha contra el suelo... miré hacia el vestíbulo lleno de una cálida luz... y pedí ayuda.
,"Sin embargo, solo me ahogué, incapaz de hablar."
,Todos están tan solo al otro lado del corredor.{n}¡Y todo es pacífico ahí!
,"¡No puedo oír sus voces, pero lo sé!{n}¡Estoy seguro que todos la están pasando bien jugando a las cartas!{n}¡¡Por favor, que alguien se dé cuenta!! Alguien... ¡¡¡sálveme!!!"
,¡¡Ji... jijijijijijiji... ji ji ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}jiji!!
,¡¡¡Aaaaaaaahgggyaaaaaaaaaaaaaaaaaaahhh{0}hh!!!...
,"""""""... Ajajajaja, jajajajajajajaja."""""""
,"Esta vez, no era la voz de la bruja... Eran las voces felices de todos los demás, las cuales podía oír al otro lado del pasillo..."
,"Alguien, venga aquí... y sálvemee{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}e{-}eee..."
Ushiromiya George,"""¡Lo siento, pero estoy fuera!"""
,"George tiró su última carta, terminando el juego con su victoria una vez más."
,Todos quedaron boquiabiertos.
,La habitación de los primos estaba llena de risas mientras disfrutaban su juego de cartas...
Ushiromiya Battler,"""¡Guuuuaaau, de verdad lo tenías, George-aniki! ¡Te maldigo... te maldigo seis de espaa{-}a{-}a{-}da{-}a{-}assss!"""
Ushiromiya Jessica,"""Tu ocho de diamantes fue muy peligroso también. ¡Aah, estaba tan cerca, aja{0}ja{0}ja{0}ja{0}ja!"""
Ushiromiya Maria,"""¡¡Uu-uu-uu-!! ¡Eres increíble, George onii-chan! ¡¡Ganaste otra vez!!"""
Ushiromiya George,"""Sí, parece que ganamos otra vez. Ajajajajaja."""
,María no podía mantenerse por sí misma en una batalla de todos contra todos.
,"Así que había hecho equipo con George, y por eso estaba celebrando su victoria."
Kanon,"""... Gah... Derrota absoluta."""
,Kanon hizo una mueca y dejó caer sus cartas en la mesa.
,El juego de cartas que Kanon y los primos habían estado jugando se había convertido en una feroz batalla.
,"Normalmente, se tomarían las cosas con calma ya que estaban con María, por lo que este tipo de juego era inusual."
,"Kanon había empezado a tomar el juego en serio, sin querer perder, así que George y Battler habían respondido y la batalla se había vuelto muy feroz."
,"A diferencia de Battler, que era lo suficientemente despreocupado para disfrutar si ganaba o perdía, el humor de Kanon cambiaba drásticamente con cada victoria y derrota."
,... Se trataba menos de un desagrado a perder y más a que no estaba acostumbrado a jugar.
,"No estaba acostumbrado a intercambiar algunas victorias o derrotas con sus oponentes, así que tomaba en serio las derrotas en un juego."
,"Como se había decidido a ganar y desafortunadamente había retado a los jugadores veteranos George y Battler, el resultado era claro."
,"Cuando Kanon mostró estar desanimado, Jessica le dio una palmada en la espalda."
Ushiromiya Jessica,"""¡Ey, casi los tenías!... ¡Ajaja, me encanta esforzarme así en una batalla!"""
Kanon,"""... Aunque hayamos dado todo nuestro esfuerzo, si al final perdemos, todo es en vano..."""
Ushiromiya Jessica,"""¿Estás bromeando? Si realmente diste todo tu esfuerzo, ¿a quién le importa si pierdes? Si hubieras perdido sin siquiera intentarlo, entonces estarías quejándote sobre cómo habrías ganado si te lo hubieras tomado en serio, ¿verdad?"""
Ushiromiya Battler,"""Es verdad. Las personas que dan su mejor esfuerzo nunca se quejan. Ellos siempre están alegres sin importar el resultado."""
Ushiromiya George,"""Así es. Y esas personas dan más miedo que cualquier otra. Siempre aprenden de sus experiencias y crecen."""
Kanon,"""... Muy cierto... Fui un cobarde, así que nunca pude aprender nada... Ahora veo que sigo siendo inmaduro."""
,"Soy un mueble, así que es inútil soñar.{n}Como realmente creía eso, se había distanciado y recluido de todo."
,"Sin embargo, durante ese tiempo, Shannon había sido objeto de muchas aventuras de vida."
,"Ahora, ella está en la delgada línea que separa a muebles y {y:0:Humano}{n:0:humano}s..."
,El viejo Kanon solo habría visto este juego de cartas como una manera de pasar el tiempo.
,Sin embargo... el nuevo Kanon ahora era capaz de ganar algo nuevo de esta experiencia.
,"A eso se lo podría llamar... crecer.{n}Cuando el tiempo pasa, los muebles no hacen nada más que pudrirse."
,Ser capaz de crecer... es un privilegio dado solo a los {y:0:Humano}{n:0:humano}s.
Ushiromiya Jessica,"""Gracias por jugar con nosotros. Probablemente tengas trabajo que hacer, como completar el registro, ¿verdad?... De verdad me alegra que hayas decidido estar con nosotros."""
