Speaker,Spanish (ES)
,Los primos jugueteaban a la orilla del agua.
,"Buscaban pedazos de vidrio, pulidos por las olas hasta volverse pequeños y preciosos cual gemas.{n}Se ponían al día con las vidas del otro y bromeaban."
,Escribían palabras en la arena.{n}Perseguían las olas en retroceso y escapaban de las que se acercaban.
,Los primos disfrutaban su tiempo de calidad.
Ushiromiya Battler,"""¡Vuelve aquí, María! ¡¡No te saldrás con la tuya esta vez!! ¡Wajajaja!"""
Ushiromiya Maria,"""¡¡Kyajajajajajaja!! ¡No, no, no, no, kyajajajaja!"""
Ushiromiya George,"""Se lastimarán si se caen. Con cuidado, ustedes dos."""
Ushiromiya Jessica,"""Siento que el viento sopla fuerte ya. Quizá deberíamos volver pronto."""
Ushiromiya George,"""Muy cierto. Creo que también está bastante más nublado... ¡Battler‐kun, María‐chan! Deberíamos tomar un descanso pronto y volver a la casa de huéspedes por el momento."""
Ushiromiya Maria,"""¿Uu? ¡No quiero! ¡¡Quiero jugar más!!"""
Ushiromiya Battler,"""Oye, obedece a tu primo. Muy bien, eso es todo por ahora. Mira, te daré mi gema de vidrio."""
Ushiromiya Maria,"""¡¡Uu!! ¡¿En serio?! ¡¡Gracias, Battler!! Ahora tengo la mayoría, ¡así que yo gano! ¡¡Uu‐uu‐uu!!"""
Ushiromiya Jessica,"""Ange, ¿estás bien?"""
Ushiromiya Ange,"""... Sí."""
Ushiromiya Battler,"""¿Qué pasa, Ange? Te ves un poco desanimada."""
Ushiromiya George,"""Solo está cansada. Vamos, volvamos todos juntos."""
,"Cierto, la expresión de Ange probablemente era de cansancio.{n}Pero aún así, Battler creyó haber notado algo más."
Ushiromiya Battler,"""¿Qué pasó? ¿Me lo puedes contar?"""
Ushiromiya Ange,"""... No es nada."""
,"Ella decía eso, pero de cierta forma su expresión mostraba que algo la tenía insatisfecha."
,"A pesar de eso, Ange no dijo qué era, y a Battler no se le ocurrió nada, ese era el límite de lo que podía averiguar."
,"Así que apretó su pequeña mano, dejándole saber silenciosamente que podía decírselo tan pronto se sintiera lista para hacerlo..."
,Había parecido un día tan brillante y soleado hasta hace poco...
,"Pero el cielo se tornó gris, y el viento comenzó a sentirse más molesto que reconfortante."
,"Si se dejaran estar, podrían tener que lidiar con gotas dispersas también."
Ushiromiya Jessica,"""Parece que lloverá todo el tiempo desde ahora. Qué fastidio."""
Ushiromiya George,"""Aunque no haya durado mucho, fue divertido volver a ser niño por un rato."""
Ushiromiya Maria,"""¡Muero por mostrarle a mamá esta gema de vidrio! ¡Le diré que María ganó!"""
Ushiromiya Battler,"""Ijiji. Aunque solo ganaste porque te di la mía."""
Ushiromiya Maria,"""¡Uu! ¡La conseguí, es mía! ¡Así que María ganó! ¡¡Uu‐uu‐uu!!"""
,"Ange caminaba distraída, llevada de la mano por su hermano."
,"George y los demás pensaban que simplemente se había levantado muy temprano y se sentía cansada, así que trataron de no hablarle mucho."
,"Mientras llegaban al final del sendero forestal, el jardín de rosas yacía ante ellos.{n}Podían ver cómo los fuertes vientos sacudían los rosales."
Ushiromiya Maria,"""¡¡Mamá!! ¡¡Mira!! ¡¡María ganó!!"""
,"Saludando con una mano y gritando, María corrió.{n}Rosa también saludaba desde la entrada de la casa de huéspedes."
Ushiromiya Jessica,"""Volveré a mi cuarto un momento. Los veo en la habitación de los primos después de eso."""
Ushiromiya George,"""Bien, entendido. Hasta más tarde entonces."""
,Jessica se apresuró a la mansión.
,"George dio media vuelta, como sugiriendo al resto que mejor se fueran también."
,"Sin embargo, cuando vio a Ange quieta con una mirada áspera, se dio cuenta de que algo podría haberla puesto de mal humor."
Ushiromiya George,"""... ¿Está todo bien?"""
Ushiromiya Battler,"""S-Sí, está bien. Lo siento, pero... ¿les importaría adelantarse?"""
Ushiromiya George,"""Claro, por supuesto. Los veo luego."""
