Speaker,Spanish (ES)
,El barco se agitó fuertemente.
,Al parecer habíamos llegado a puerto.{n}El conductor del bote salió y saltó al muelle mientras sostenía la cuerda de anclaje.
,Ahí se encontraba un hombre robusto en un smoking saludándonos con un rostro entusiasta y sonriente.
,"No conocía su cara, pero a juzgar por su ropa, supuse que él era un criado de la casa principal de la familia Ushiromiya."
Gohda Toshiro,"""Bienvenida a su hogar, señorita. Se estaba tardando bastante, y comencé a preocuparme."""
Ushiromiya Jessica,"""¡Oh, gracias por preocuparte! Este inútil se había asustado en el bote. Así que por él tuvimos que disminuir la velocidad. ¡Fue bastante molesto!"""
Ushiromiya Battler,"""C‐cállate... Algún día, cuando te pase a ti, recordarás esto... Ugghh."""
,"A este paso, se correría la voz a toda la familia y sería el gran tema de conversación en la cena de esta noche."
,Incluso en circunstancias normales yo estaría en boca de todos porque han pasado seis años... ¡pero ahora les he dado un tema de conversación aún más jugoso!
,"Maldición, ¡¿por qué el líder de la familia Ushiromiya tiene que vivir en esta isla tan aislada?!"
,"Mientras tanto, el bote terminó de echar amarres.{n}Un pequeño tablón fue colocado para bajarse de él."
,Nuestros padres salieron de uno en uno.
Gohda Toshiro,"""Todos ustedes deben estar bastante cansados por su largo viaje. Señora, por favor, permítame ayudarle."""
Ushiromiya Eva,"""Gracias. Ha pasado bastante tiempo, Gohda‐san. ¿Cómo estás?"""
Gohda Toshiro,"""Gracias por preguntar. Es un placer servirles durante su estadía."""
Ushiromiya Kyrie,"""Battler‐kun, ¿no es éste tu primer encuentro con Gohda‐san? Si no me equivoco, no estabas trabajando aquí hace seis años, ¿verdad?"""
Gohda Toshiro,"""En efecto. Por favor, permítanme presentarme por primera vez. Es un honor conocerle al fin, Battler‐sama."""
Ushiromiya Battler,"""Estoy bastante confiado de mi estatura, pero tú eres enorme. Definitivamente esta es la primera vez que nos conocemos. ¡Si alguna vez me hubiera encontrado a un tipo tan grande, definitivamente no lo olvidaría!"""
Ushiromiya Battler,"""Encantado. Soy Battler."""
Gohda Toshiro,"""Estaba deseando conocerle, señor. He estado trabajando para la casa principal de la familia Ushiromiya desde el año antepasado. Soy Gohda ({p:0:郷田}), su sirviente."""
Gohda Toshiro,"""Encantado de conocerle. Si usted necesita algo, por favor no dude en hacérmelo saber."""
Ushiromiya George,"""Gohda‐san, tanto tiempo sin verlo."""
Gohda Toshiro,"""George‐sama, ha pasado bastante tiempo. Por favor, déjeme ayudarle."""
Ushiromiya Hideyoshi,"""Como de costumbre, eres un profesional para las recepciones... Si alguna vez necesitas un trabajo, házmelo saber, ¿'tá bien? ¡Te contrataría en cualquier momento!"""
Gohda Toshiro,"""Usted me halaga demasiado. Por favor déjeme ayudarle, Hideyoshi‐sama."""
,Gohda‐san entonces ayudó a desembarcar a todos mientras los saludaba.
,Su comportamiento y presentación eran profesionalmente pulcros.
,"Era muy grácil, en contraste con su dura apariencia exterior."
,"Su gran tamaño lo hacía un poco aterrador al principio, pero era mucho más cortés de lo que me hubiera imaginado por mi primera impresión."
,"Decía haber trabajado en la isla por dos años, pero sin duda había tenido un empleo similar antes."
,"Después de que todos desembarcaron, la cuerda de amarre fue desatada y el bote comenzó a alejarse de la costa."
,Probablemente iba de regreso a su puerto de origen en Niijima.
