Speaker,Spanish (ES)
Ushiromiya Ange,"""El día después de Navidad no es Navidad. No podría suceder."""
Ushiromiya Kinzo,"""Jejejej. Qué mal. Incorrecto."""
Ushiromiya Ange,"""¿Eh? ¡¿Por qué?!..."""
Ushiromiya Eva,"""Ange‐chan, ¿a qué hora comienza un nuevo día?"""
Ushiromiya Ange,"""En la medianoche, 0:00."""
Ushiromiya Eva,"""Ahí lo tienes. A la medianoche, ¿no es de noche afuera?"""
Ushiromiya Ange,"""... Oh."""
,Ya veo. La primera noche fue justo después de la medianoche del 25 de diciembre.
,"En otras palabras, justo después de que terminó Nochebuena y comenzó la Navidad."
,"Eso sería, en efecto, el día de Navidad. Y sería de noche."
Ushiromiya Ange,"""Y luego, vendría la mañana del 25, y cuando el sol se ocultara de nuevo, sería de noche otra vez en el 25..."""
Ushiromiya Eva,"""¡Exacto! Lo captaste."""
Ushiromiya Kinzo,"""¡Jojojo! Si tan solo lo hubieras entendido un poco antes."""
,El abuelo rió como Papá Noel.
,"La tía Eva le pidió que lo contara como una respuesta correcta, ya que lo resolví al final, pero el abuelo se negó con la cabeza."
Ushiromiya Eva,"""¡Vamos!... No seas un abuelo tacaño."""
Ushiromiya Ange,"""Aún así, ahora he descubierto cómo hacerlo. Lo haré bien la próxima vez."""
Ushiromiya Kinzo,"""En efecto. Una actitud ejemplar. Esa es mi nieta."""
Ushiromiya Ange,"""¡Gracias, abuelo! Ahora realmente estoy lista. ¡Voy a acertar muchas más!"""
Ushiromiya Kinzo,"""Sí. Da lo mejor de ti. Tengo un regalo verdaderamente espléndido esperándote."""
,"Después de inclinarme ante el abuelo, corrí con la tía Eva hacia donde estaban los demás reunidos."
Ushiromiya Ange,"""Oh, ya veo. ¡Es posible!..."""
Ushiromiya Eva,"""Sí, en efecto. Después de todo, hay dos noches en cada día."""
Ushiromiya Ange,"""¡Sí! El 25 de diciembre comienza a las 0:00 de la medianoche. La medianoche es durante la noche, así que esa es la primera. Luego, llega la mañana, y cuando cae la noche otra vez, sigue siendo el mismo día hasta la medianoche."""
Ushiromiya Eva,"""Exactamente. Y ambas son noches del día de Navidad."""
Ushiromiya Ange,"""Ejejejejej. ¿Ange es increíble? ¡¿Ange es increíble?!..."""
,"Con una sonrisa encantada, la tía Eva me acarició la cabeza con fuerza."
Ushiromiya Kinzo,"""¡Wajajaja! Bien hecho, Ange. Intenté darte una pregunta difícil, pero la resolviste como si nada."""
Ronoue Genji,"""Felicidades, Ange‐sama. Aquí tiene una medalla por responder correctamente la primera pregunta."""
,"Genji‐san me extendió una medalla de color dorado.{n}El abuelo me sonrió, instándome a tomarla."
Ushiromiya Ange,"""¡G‐Gracias!"""
Ushiromiya Kinzo,"""Que el ritmo no pare. Bueno, aquí acaba mi acertijo. Dirígete allí y pídele uno nuevo a quien desees."""
,Era una medalla pesada de color dorado.
,"Si acierto muchos de estos, mi bolsillo podría estallar."
,¡Voy a conseguir tantas que podré presumirlas ante todos!
,"Después de inclinarme ante el abuelo, corrí con la tía Eva hacia donde estaban los demás reunidos."
,"Mientras Ange corría, Kinzo la observaba irse con una mirada cálida."
Ushiromiya Kinzo,"""¿Lo habré hecho demasiado fácil?..."""
Ronoue Genji,"""No. Considero que fue lo indicado."""
Ushiromiya Kinzo,"""... Genji. ¿He... logrado desempeñar el papel de un buen abuelo?..."""
Ronoue Genji,"""Por supuesto."""
Ushiromiya Kinzo,"""Ange es joven. Y con frecuencia se enferma y no puede venir a Rokkenjima... Probablemente... no me recordará bien."""
,Los niños pequeños tienen su propio tipo de crueldad.
,Piensan que la amabilidad es algo que recibirán naturalmente.
,Y como dan esa amabilidad por sentado... la olvidan rápidamente.
Ronoue Genji,"""... No es diferente a la gratitud hacia los padres. Probablemente le tomará muchos años a Ange‐sama entenderlo."""
Ushiromiya Kinzo,"""¿Crees que... eventualmente recordará que fui un abuelo divertido?"""
Ronoue Genji,"""... Sí. Con total certeza."""
Ushiromiya Kinzo,"""..."""
,La expresión de Kinzo se oscureció ligeramente.
,"... Con el tiempo, Ange crecerá, y probablemente escuchará cómo el público en general ve a Ushiromiya Kinzo."
,El Ushiromiya Kinzo conocido por el público es completamente diferente al Kinzo que juega con sus nietos.
,"Cuando lo sepa... ¿recordará ella el rostro de Kinzo el tirano, conocido por el mundo... o ese rostro que sonríe suavemente?"
Ushiromiya Kinzo,"""... De ser posible, me gustaría que guarde mi sonrisa en su memoria... pero tal cosa probablemente sea demasiado pedir."""
Ronoue Genji,"""..."""
{f:5:Beatrice},"""No puede evitarse. Así son los niños."""
Ushiromiya Kinzo,"""Oh, Beato."""
{f:5:Beatrice},"""Los niños solo devoran amabilidad, y nunca queda en sus recuerdos. Para cuando hayan pasado doce años, seguramente aprenderá qué tipo tan excéntrico y extraño fue Ushiromiya Kinzo. Tu sonrisa está destinada a ser opacada por esto, y olvidada."""
Ushiromiya Kinzo,"""... Probablemente. No importa cuánto la consienta, mi amor no se verá recompensado."""
{f:5:Beatrice},"""Sin embargo, así como toma mucho tiempo recordar lo que debes a tus padres... Ange seguramente recordará algún día... Recordará las sonrisas que le mostraste."""
Ushiromiya Kinzo,"""Hmpf... Deja que las olvide. Una sonrisa de ella es el mejor regalo de despedida que podría llevarme cuando llegue mi hora. Esto es... la esencia del amor incondicional."""
{f:5:Beatrice},"""Supongo que los abuelos nunca son recompensados."""
Ushiromiya Kinzo,"""Oh, pero yo lo he sido. Con la reciente sonrisa de Ange que ahora podré recordar, podría fallecer felizmente en mi sueño esta noche. Wajja{0}ja{0}ja{0}ja{0}ja{0}ja{0}jaja..."""
,"Con una risa solitaria, Kinzo se dio la vuelta, haciendo que su capa ondeara."
,Todo el amor que podía ofrecerle a Ange como abuelo era esto.
,"Parte de él quería ser recordado, pero sabía que no debía desear eso."
,Así era... como funcionaba el amor incondicional.
,"Tras observar la espalda de Kinzo, Beato volvió a centrarse en la de Ange."
{f:5:Beatrice},"""... Ange... Aun así, por favor, recuérdalo algún día... Recuerda la sonrisa... que Kinzo te mostró alguna vez."""
,"¿Muy bien, a quién debería pedirle un acertijo ahora?"
,"Voy a desafiar a más y más personas, obtener más y más medallas, y conseguir un regalo maravilloso el cual mostrar a todos."
,El tío Krauss y la tía Natsuhi están allí.
,Están mirando en esta dirección y sonriendo. Estoy segura de que han pensado en acertijos interesantes.
,"Allí está el tío Hideyoshi, llamándome para que me acerque."
,"Es alguien muy divertido, así que estoy segura de que ha pensado en una pregunta de esa naturaleza."
,"Detrás de él están mamá y papá.{n}Me están saludando, y diciéndome que me divierta mucho."
,... Papá probablemente sepa muchas preguntas realmente difíciles. Podría ser duro.
,"Allí están la tía Rosa y María onee‐chan.{n}Parece que están leyendo un libro de acertijos juntas, buscando un problema."
,"De vez en cuando, María onee‐chan me mira de reojo, diciendo ""kijijijiji""."
,"Ella a veces puede ser cruel, por lo que estoy segura de que su acertijo me hará pasar un mal rato."
,"Más allá de ellas están Battler onii‐chan, George onii‐chan y Jessica onee‐chan."
,"... Battler onii‐chan es amable, generalmente. Pero a veces dice cosas muy feas, y creo que le gusta verme confundida."
,... Tengo la sensación... de que me dará un problema realmente difícil.
,¿Hay tan siquiera alguien que no parezca malo?
,"Si puedo, me gustaría empezar con algunos acertijos fáciles como calentamiento."
,Más allá están Genji-san y el doctor Nanjo.{n}No creo que esos dos sean malos conmigo.
,Y luego están Shannon y Kanon.
,Shannon sabe mucho sobre acertijos y cuentos de hadas. Estoy segura de que me dará algo único.
,"Luego tenemos a Gohda-san y Kumasawa-san, que están sirviendo té."
,Kumasawa-san podría ponérmelo difícil... Tengo la impresión de que me dará un acertijo muy confuso.
,... Parece que todos podrían ser bastante complicados.{n}Mmmmmm...
Ushiromiya Hideyoshi,"""Ange-chan. ¡Tengo uno pa’ ti!... ¡Por aquí!"""
,El tío Hideyoshi me está llamando.{n}... ¿Qué debería hacer? ¿Debería ir?
Ushiromiya Eva,"""¿Quieres intentar con el tío Hideyoshi?"""
Ushiromiya Ange,"""Sí. El orden no importa. Después de todo, voy a desafiar a todos."""
,Me arremangué y fui hacia el tío Hideyoshi.
Ushiromiya Hideyoshi,"""Wajajajajajaja, así se hace. El mío e’ complica'o, ¿entendi'o?"""
Ushiromiya Eva,"""Me pregunto qué tipo de pregunta le harás. Que no sea demasiado difícil, ¿está bien?"""
Ushiromiya Ange,"""No importa si es difícil. Lo resolveré."""
Ushiromiya Hideyoshi,"""Oooh, ¡te veo rebosante de confianza!... ¡’Tá bien, aquí va!"""
,"Después de aclararse la garganta, el tío Hideyoshi comenzó a contar su pregunta..."
Ushiromiya Hideyoshi,"""El mío e’ un acertijo. E’cúchame bien. Conoce’ el cuento de {c:86EF9C:Momotaro}, ¿no?"""
Ushiromiya Ange,"""¿El niño que flotó río abajo en un durazno?"""
Ushiromiya Hideyoshi,"""Así e’. Pero sabes, un día, un árandano flotó abajo por ese mismo río."""
Ushiromiya Ange,"""¿¿Un árandano??"""
Ushiromiya Hideyoshi,"""¡Sí! Y al día siguiente, ¡una berenjena flotó río abajo!"""
Ushiromiya Ange,"""Odio las berenjenas."""
Ushiromiya Hideyoshi,"""Y luego, al día siguiente, ¡flotó un coco! Y al día siguiente, iba un durazno. Y al día siguiente, iban unos espárragos. Y al día siguiente, ¡iba una fresa!"""
Ushiromiya Eva,"""*risita*. Qué cuento tan extraño. ¿Un verdulero vivía río arriba, o algo así?"""
Ushiromiya Hideyoshi,"""Bueno, aquí ‘tá la pregunta. ¡¿Qué pasó por el río al día siguiente?!"""
Ushiromiya Ange,"""¡¿Eh?!..."""
Ushiromiya Eva,"""Tu tía lo ha entendido. ¿Y tú, Ange‐chan?"""
Ushiromiya Ange,"""No lo entiendo."""
Ushiromiya Eva,"""Entonces te daré una pista. Hay un orden en las cosas que flotan río abajo. ¿Puedes adivinar cuál es ese orden?"""
Ushiromiya Hideyoshi,"""¡Wajajajaja! ¡Qué gran pista!..."""
Ushiromiya Ange,"""... ¡No tengo ni idea!"""
Ushiromiya Hideyoshi,"""Wajjajajajajajajaja. ¡Supongo que te lo dejé un poco difícil!..."""
Ushiromiya Eva,"""Sé lo que flotó río abajo al día siguiente. Un guisante, ¿verdad?"""
Ushiromiya Hideyoshi,"""Sí. Y al día siguiente, probablemente fue un i... i... mmmm... ¡No puedo pensar en una que empiece con ‘i’!"""
,"No lo entiendo del todo. Mmm... bueno, no importa."
Ushiromiya Ange,"""¡Ya sé! ¡Un guisante!"""
Ushiromiya Eva,"""Eso es correcto. No estaba entre las opciones, pero las guayabas también habrían funcionado."""
,"Todos los nombres seguían el alfabeto. El arándano era la ""a"". La berenjena era la ""b"". El coco era la ""c""."
,"Y lo mismo con ""d"", ""e"" y ""f""."
,"Así que, después de la ""f"" viene la ""g"". Por eso la respuesta tenía que ser algo que comenzara con eso."
Ushiromiya Ange,"""Gracias, tía Eva. Lo resolví gracias a tu pista."""
Ushiromiya Eva,"""*risita*. Lo resolviste tú sola, Ange-chan. Increíble."""
Ushiromiya Hideyoshi,"""Sí, ¡un excelente trabajo! Por lo tanto, ¡aquí ‘ta tu medalla por haber acerta’o!..."""
,Hideyoshi sacó una medalla de color dorado y la colocó en mi palma.
,"Se sentía pesada en mi mano. Sí, así es como se siente la victoria."
,¡Será mejor que siga así!
Ushiromiya Hideyoshi,"""En realidad, tengo otra medalla aquí, supongo que para entregarla en lugar de Eva. Pero no se me ocurren más acertijos."""
Ushiromiya Eva,"""Ya veo, entonces tal vez sea mi turno de proponer uno."""
Ushiromiya Ange,"""¿Eh? ¿Lo harás?"""
Ushiromiya Eva,"""Claro. Un acertijo para la princesa de parte de su secretaria{p:0:♪}. ¡Se me ocurrió uno divertido, así que por favor, inténtalo!"""
