Speaker,Spanish (ES)
,Los miembros de la familia Ushiromiya se estaban relajando en la sala de espera.
,"Una ligera comida parecida a un bufete estaba servida, pero ya no estaba fresca, y no se veía apetitosa."
,"A pesar de eso, los niños parecían encontrarla muy interesante."
,"Los primos se habían puesto a su alrededor, con María al centro.{n}Los hermanos adultos habían formado un grupo en un rincón diferente."
,"Quizás debido a la ausencia de Kinzo, todos parecían estar más relajados."
Ushiromiya Natsuhi,"""... Lion. ¿A dónde fuiste?... Y ¿quién es él?"""
Ushiromiya Lion,"""Madre, estaba entreteniendo a nuestro huésped. Will, esta es mi madre, Natsuhi."""
Willard H. Wright,"""No son necesarias las presentaciones. Solo quiero escuchar lo que tiene que decir."""
Ushiromiya Natsuhi,"""¿Eh? ¿Dijiste algo?"""
Ushiromiya Lion,"""No, él no dijo nada. Él es Will-san. Parece ser que conocía a la fallecida."""
,"Con una sonrisa, Lion suavizó las palabras de Will con indiferencia."
Ushiromiya Lion,"""Él quiere saber más sobre Beatrice... ¿Sabes algo de ella, madre?"""
Ushiromiya Natsuhi,"""... Lion. La fallecida es alguien con la que el Líder tenía una gran deuda. Ni más, ni menos. Este funeral es una ceremonia para que el Líder pague las deudas que hizo con ella cuando estaba viva. Eso fue lo que escuché, así que no hay nada más al respecto que eso."""
Ushiromiya Lion,"""... Gracias, madre. Will, eso es todo lo que mi madre sabe."""
,Natsuhi negó completamente el escándalo acerca de que Beatrice era la amante de Kinzo.
,Pero ella tenía el suficiente sentido común como para darse cuenta de que el escándalo probablemente sea verdad.
,"Al darse cuenta de que Natsuhi estaba de mal humor y ya no quería hablar de esto, Lion puso fin a la conversación antes de que Will pudiera decir algo grosero otra vez."
Ushiromiya Lion,"""Will. Esta capilla le pertenece a mi familia."""
Willard H. Wright,"""Entonces, ¿me estás diciendo que siga las reglas de tu familia?"""
Ushiromiya Lion,"""Habla de una manera apropiada como el huésped de esta familia que eres. Y permite que yo intervenga en tus conversaciones. Solo te pido que sigas esas dos reglas."""
Willard H. Wright,"""Lo intentaré."""
Ushiromiya Lion,"""... Este caos en el que la bruja ""{f:5:Bernkastel}"" nos metió es un verdadero fastidio. Por eso te ayudaré. Sin embargo, ambos estamos en la misma situación, así que no te olvides de eso."""
Willard H. Wright,"""Y yo que pensé que solo eras como uno de esos niños ricos bien educados. Tienes agallas."""
Ushiromiya Lion,"""Debo prepararme para sostener en mis hombros el futuro de la familia Ushiromiya, después de todo."""
Willard H. Wright,"""... Entiendo. Resolvamos este crimen juntos, Watson."""
Ushiromiya Lion,"""Me alegra poder ayudar. No me gustaría que tu querida gata Diana se quedara esperando. Necesitas alimentarla pronto, ¿no?"""
Willard H. Wright,"""Hoy le di comida extra, así que debería estar bien por el momento... Me sorprende que te hayas dado cuenta de que Diana es una gata."""
Ushiromiya Lion,"""Supuse que una mujer que rasguñara los sofás porque la dejaste esperando sería un poco excéntrica."""
Willard H. Wright,"""... Hmph."""
Ushiromiya Lion,"""¿Entonces? ¿Con quién hablarás primero?"""
Willard H. Wright,"""Quien sea. Todos... Aquellos que están ahí son los hermanos de Krauss, ¿verdad?"""
Ushiromiya Lion,"""De derecha a izquierda, están la tía Eva, y el tío Hideyoshi."""
Ushiromiya Lion,"""Por ahí está el tío Rudolf, y la tía Kyrie."""
Ushiromiya Lion,"""Y por ahí está—"""
Willard H. Wright,"""Ushiromiya Rosa... Cuando era una niña, una vez se perdió en el bosque y se encontró con una mujer que se llama Beatrice en una mansión oculta."""
Ushiromiya Lion,"""... Ya no debería sorprenderme, pero tú realmente sabes todo, ¿verdad?"""
Willard H. Wright,"""Así que, ¿tú también conoces esa historia?"""
