Speaker,Spanish (ES)
,Rosa se encontraba en el salón.
,Parecía que todos los familiares querían aprovechar este pequeño descanso para estar solos.
,"Como todos habían evitado el salón, que era el lugar donde todos se reunirían normalmente, Rosa podía tener este relajante y reconfortante lugar para ella sola..."
,Pero eso no significaba que estuviese relajada.{n}Su expresión estaba llena de fatiga y tristeza.
,La taza de té negro que trajo del comedor ya se había enfriado...
Ushiromiya Rosa,"""..."""
,... Un silencio placentero.
,"Ahora que no había nadie a la vista, el corazón de Rosa finalmente despertó."
,Siempre la trataron como una niña en las conferencias con sus tres hermanos.{n}No tenía influencia alguna.
,"Pero, aparentemente por eso, se le consideraba como alguien neutral.{n}Los hermanos normalmente buscarían su aprobación, incluso a veces hasta la trataban como una árbitro o una jueza."
Ushiromiya Rosa,"""... Tengo que aprovecharme de eso... y desviar la discusión en la dirección que quiero."""
,Tengo que conseguir al menos cien millones de yenes para marzo.
,"Esa se suponía que sería mi gran responsabilidad, una molestia que debo cargar para respaldar el negocio de... {i:ese hombre}."
Ushiromiya Rosa,Ahora... ya no estoy segura.
Ushiromiya Rosa,Si puedo pagar mi deuda... ¿me llamará de nuevo?
Ushiromiya Rosa,... No me tomes el pelo.{n}Aunque contactes conmigo después de tanto tiempo... yo seré la que {i:te} rechace.
Ushiromiya Rosa,"... Aun así...  eres el padre de María, ¿no?..."
Ushiromiya Rosa,"Por favor, ven a verla...  aunque solo sea una vez..."
Kanon,"""... El amor es algo bastante complicado... a lo cual apegarse, ¿cierto?"""
Ushiromiya Rosa,"""¡¿Eh?! ¿Qu-Quién...?"""
,"Aunque no debería haber nadie en el salón, alguien habló de repente, lo que hizo que Rosa se sobresaltara."
,... ¿En qué momento fue que... Kanon entró al salón?
,Aun considerando que había estado perdida en sus pensamientos... Rosa no podía creer que no lo había notado hasta ahora...
Ushiromiya Rosa,"""... Me asustaste... Perdón, supongo que estaba pensando tanto que no me di cuenta que estabas aquí...  ¿Necesitas algo?"""
Kanon,"""No... El motivo por el cual está herida es el amor, Rosa-sama... ¿Estoy en lo correcto?"""
Ushiromiya Rosa,"""E-Eso ha sido repentino... No estoy segura de lo que estás hablando."""
Kanon,"""... El padre de María-sama quiso que seas la cosignataria en un préstamo, y usted aceptó, Rosa-sama."""
Ushiromiya Rosa,"""... Qué niño más problemático... Estuviste escuchando a Krauss nii-san desde el pasillo, ¿verdad?..."""
,"... Cierto, más temprano el día de hoy, en este mismo salón, Krauss había descubierto que Rosa tenía una enorme deuda porque había aceptado ser la cosignataria de un préstamo."
,"Sin embargo, no parecía saber que su socio fuese el padre de María..."
,¿Por qué... Kanon sabía tanto?...
Kanon,"""Es usted una persona muy sabia, Rosa-sama... No habrías aceptado ser cosignataria... sin pensar cuidadosamente en las consecuencias."""
Ushiromiya Rosa,"""... No me había movido a su registro familiar en ese momento, pero pensé que él sería el hombre con el que pronto me casaría. Si no podía pedir prestado el dinero sin mi nombre, asumí que apoyarlo era mi responsabilidad como futura esposa."""
Kanon,"""... ¿Y llegó alguna vez ese futuro?"""
Ushiromiya Rosa,"""..."""
,"No, no lo hizo."
,Así que después de eso... Rosa siempre estuvo sola.{n}Y María... nunca tuvo un padre.
,"De todas formas, el tiempo pasó."
,"María, quien debía ser un símbolo de su unión, siguió creciendo, casi como un reloj viviente, midiendo la longitud del infierno que Rosa atravesó..."
,"Debido a eso, el crecimiento de María... dolió."
Ushiromiya Rosa,"""... Es irónico... Intenté olvidar a ese hombre muchas veces... Pero olvidarlo no hará desaparecer esa deuda."""
,"Era algo natural...  Por ese motivo, ya sea que olvidase su amor o no, tenía que hacer lo imposible para devolver el dinero."
Ushiromiya Rosa,"""Pero... también lo pienso de esta forma... Si consigo pagar todo... significaría que logré pasar la prueba de amor que él me dio... Si tengo que pagar mi deuda de todas formas, ¿cómo podría abandonar el amor que ganaré como recompensa, antes de que esto haya acabado?... ¿No crees que podría dejar de pensar al respecto después de haber pagado todo?..."""
Kanon,"""..."""
,Quizás haya sido un juego de palabras que solo aquellos que sufrieron por amor podían entender.
,Incluso Rosa podía darse cuenta de que había sido engañada.
,"Pero aun así, pensó que si conseguía pagar el préstamo... él podría reconocer su utilidad como esposa..."
,"Cuando eso ocurriera, ella podría ser capaz de recuperar ese amor."
,"Pero si ya había abandonado ese amor, ¿entonces qué?"
,"... Esta deuda, esta ""prueba que él le dio"", dejaría de tener sentido alguno..."
,"Sí, para ella... la deuda en sí parecía ser una prueba de amor."
,"A decir verdad, el simple hecho de que ella lo viese de esa forma tal vez se debiese a una ceguera provocada por amor, también servía como prueba de que todavía no había olvidado sus sentimientos del pasado..."
,"Incluso ahora, ella seguía sufriendo..."
,"Y ese sufrimiento continuará... como mínimo hasta que ella pague ese gran préstamo, y deje pasar una gran cantidad de tiempo... Solo entonces será capaz de enterrar sus sentimientos hacia él..."
Kanon,"""... ¿Podía ser este... el infierno del que Kyrie-sama habló?"""
Ushiromiya Rosa,"""... Probablemente... Aunque no estoy segura de lo que estás hablando... No hay duda de que mi mundo ha sido un completo infierno."""
Kanon,"""¿Y cómo se le puede poner fin a eso?..."""
Ushiromiya Rosa,"""... ¿Quién sabe? Si alguien lo supiera... nunca nadie quedaría destruído por la enfermedad del amor."""
,Esa enfermedad es bastante seria.{n}... A veces consume por completo la vida de una persona... expandiéndose y lastimando a los más cercanos a ella.{n}Esa enfermedad la seguía torturando incluso a día de hoy...
Ushiromiya Rosa,"""Bueno, ya que estás hablando de Kyrie-san... su historia es como un sueño... o deseo para mí."""
,"Aunque le robaron a su hombre, pudo soportar durante 18 años.{n}Nunca se desesperó, en vez de eso, continuó ayudando a Rudolf, mintiendo mientras esperaba un milagro..."
Ushiromiya Rosa,"""María todavía tiene nueve años... Solo he esperado la mitad de lo que esperó Kyrie... Si me rindiese ahora... se reiría de mí."""
Kanon,"""... ¿Cree que un milagro ocurrirá en los próximos nueve años?"""
Ushiromiya Rosa,"""... Si lo dudo, todo habrá terminado para mí."""
Kanon,"""..."""
Ushiromiya Rosa,"""En cierto sentido, soy un fantasma... Ya estoy muerta. Solo estoy dejando pasar mi vida."""
Kanon,"""... Un fantasma que espera eternamente a una persona que nunca vendrá..."""
Ushiromiya Rosa,"""Así es... Es probable que ya estuviese muerta ese día, cuando de forma ingenua dije que quería apoyarlo en su sueño... Supongo que fue un día lamentable, después de todo. ""Tengo sueños. Quiero viajar al extranjero. Me iré volando de este diminuto país, lo haré grande y volveré contigo""... Eso me trae recuerdos..."""
Ushiromiya Rosa,"... En ese momento, creía que los amantes eran un par de personas dispuestas a reconocer los sueños radicales del otro."
Ushiromiya Rosa,"Me convertiría en una diseñadora exitosa que anunciaría sus nuevas líneas en París, y sería acosada por la prensa... A él le encantaba hablar de ese sueño y a mí escucharle."
Ushiromiya Rosa,Cuando pienso en ello... Realmente tenía la cabeza en las nubes durante esa extraña época.
Ushiromiya Rosa,"... Ambos nos levantábamos el uno al otro, como si estuviesemos vagando en el aire."
