Speaker,Spanish (ES)
Ushiromiya Natsuhi,"{a:c:""¡¡Soy Natsuhi, por favor abran!!...""}"
,Natsuhi gritó mientras golpeaba la puerta fuerte y reiteradamente.
,"Poco después, hubo un fuerte sonido metálico y otro indicando que la puerta al estudio de Kinzo estaba destrabada."
,"Mientras la puerta se abría, un dulce y venenoso olor comenzó a salir de la habitación."
,"Natsuhi siempre se avergonzó de la forma en que su cara se torcía en una mueca automáticamente ante eso, a pesar de que lo consideraba una falta de respeto al líder de la familia..."
,Krauss estaba esperándola en el estudio.
,Natsuhi corrió a sus brazos.
Ushiromiya Natsuhi,"""... ¿E-Es qué padre... es qué padre está...?"""
Ushiromiya Krauss,"""Cálmate... El Doctor Nanjo lo está examinando ahora mismo..."""
,"Con un modo de andar lleno de incertidumbre, Natsuhi caminó hacia el centro del estudio, con Krauss sosteniéndola."
,"Allí se encontraba una majestuosa cama adecuada para el líder de la familia Ushiromiya, junto con Nanjo, Genji y Kumasawa..."
Ushiromiya Natsuhi,"""Doctor Nanjo... ¿E-Está padre...?"""
,"Después de un suspiro profundo, Nanjo se incorporó y se alejó del lado izquierdo de la cama."
,"En esa cama se encontraba Kinzo acostado, durmiendo..."
Nanjo Terumasa,"""... Murió pacíficamente... No creo que Kinzo-san tuviese ningún arrepentimiento."""
Ushiromiya Natsuhi,"""Ah... waaaaaaaaaaaahhhhhhhh... ¡¡Padre... padreeeeeeee!!..."""
,"... Natsuhi se derrumbó sobre el pecho de Kinzo, el hombre que había caído en un sueño del que nunca jamás se despertaría, y sollozó."
Kumasawa Chiyo,"""S-Señora... por favor, sea fuerte..."""
Ushiromiya Natsuhi,"""¡¡Padre, padre!!... Esto es... demasiado repentino... ¡¡¡Aaaaaaaahhhhhhh!!!"""
Ronoue Genji,"""..."""
,"Natsuhi no podía dejar de llorar por la muerte de Kinzo, a quien había querido como un segundo padre."
,"Kumasawa acarició la espalda de Natsuhi, consolándola..."
,Krauss se desplomó en la silla favorita de su fallecido padre.
,Quizás pensó que sentarse allí lo haría sumergirse en los recuerdos de su difunto padre.
,"O quizás que así podría entender un poco más de la locura de los últimos años de Kinzo, la cual jamás había entendido antes..."
,Nanjo le dio la espalda y miró al mundo exterior a través de una rendija de las cortinas.
,Era lo mismo que había hecho a menudo cuando Kinzo se sentaba en aquella silla a pensar en un movimiento de ajedrez...
Ushiromiya Krauss,"""... Si iba a morir de todos modos, habría sido mejor que estuviese enfermo por un año o algo así antes de morir. Desearía que hubiese muerto después de un período de gracia en el que se hubiesen hecho los arreglos correspondientes."""
Nanjo Terumasa,"""Es al revés... Deberíamos estar felices de que estuvo lleno de energía hasta el final."""
Ushiromiya Krauss,"""Eso era cierto solo en lo que respecta a las apariencias ante el público..."""
,Nanjo también entendía eso.
,"Ushiromiya Kinzo, quien había ascendido como un cometa en el mundo de los negocios después de la guerra, brillando como una supernova, había muerto."
,Su funeral probablemente sería de un calibre impresionante.{n}Y también sería la ceremonia que haría a Krauss el nuevo líder de la familia.
,"Tendría que hacer todos los preparativos como el anfitrión del evento, llevar a cabo el homenaje al difunto perfectamente, y dejar en claro que la familia Ushiromiya aún conservaba una enorme influencia en las esferas políticas y financieras."
,"Mientras Nanjo observaba a Krauss, recordó vívidamente cuando Kinzo, de repente, había sido seleccionado como el líder de la familia Ushiromiya, aquel tiempo en el que Kinzo había estado tan confundido."
,De esta manera podía entender la angustia de Krauss y simpatizar con él...
,Los sollozos de Natsuhi se calmaron después de un rato.
,"Al ver esto y dejar a Kumasawa a cargo del cuidado de Natsuhi, siendo las dos mujeres, Genji se dirigió de nuevo a Krauss."
,"Y como si estuviera preguntando qué debería hacerse, Genji agachó un poco la cabeza."
Nanjo Terumasa,"""... Genji-san y yo nos encargaremos de las formalidades. Krauss-san, quizás lo primero que debería hacer es contactar con los parientes."""
Ushiromiya Krauss,"""..."""
,"Krauss, aún tapándose los ojos con sus manos, no respondió..."
,"Quizás, incluso cuando sabía que este momento llegaría algún día, Krauss no podía esconder su conmoción ante cuán repentinamente había sucedido."
Ronoue Genji,"""... Déjanos esto al doctor Nanjo y a mí. Krauss-sama, le sugiero que primero vaya a hablar con la señora."""
,"Quizás ella había escuchado eso, o quizás fue una coincidencia.{n}Como en respuesta a las palabras de Genji, Natsuhi apareció."
,"Sus ojos estaban rojos de tanto llorar, pero aparentemente comprendía la gran responsabilidad que se les había impuesto a los dos incluso mejor que Krauss."
Ushiromiya Natsuhi,"""Desde este momento, eres el líder de la gloriosa familia Ushiromiya. Mostremos a los familiares y al mundo que has sucedido espléndidamente a tu padre... Como tu esposa, yo estoy preparada para servirte hasta el día en que nuestros ataúdes estén enterrados uno junto al otro."""
Ushiromiya Krauss,"""..."""
,"Tratando de darle confianza a su esposo, a quien la conmoción había vencido, Natsuhi le dio aliento con sus palabras."
,Cuando Krauss finalmente bajó las manos que habían estado cubriendo su rostro... miró al techo con una expresión neutral y suspiró profundamente...
Ushiromiya Natsuhi,"""... Por favor, mantente fuerte. Hay mucha gente que va a querer devorar todo lo que padre ha dejado tras su muerte. Debemos pelear para proteger el honor y la fortuna de padre. Esa es la principal responsabilidad del líder de la familia Ushiromiya."""
Ushiromiya Krauss,"""... Entiendo. Sí que lo entiendo."""
Ushiromiya Natsuhi,"""Doctor Nanjo, Genji, por favor háganse cargo de los preparativos legales y funerarios. Especialmente tú, Genji. Te pido particularmente que te encargues de eso y que cuides que el funeral sea apropiado para padre."""
Ronoue Genji,"""... Como ordene."""
Ushiromiya Natsuhi,"""Y doctor Nanjo. Padre no murió en un hospital... así que..."""
Nanjo Terumasa,"""Sí... Dependiendo de las circunstancias podría requerirse una autopsia..."""
Ushiromiya Natsuhi,"""¿No puede hacer algo al respecto?... Aunque haya muerto, el cuerpo de padre es atesorado por nosotros. No sería aceptable que sea dañado..."""
Nanjo Terumasa,"""Entiendo cómo se siente... Sin embargo, es importante seguir el procedimiento adecuado en este tipo de asuntos. Y... umm... no se cómo decir esto... Me temo que varios de los familiares puedan llegar a ocasionar problemas..."""
,... Quién sabe dónde querrán echar la culpa esos buitres que buscan apoderarse de la herencia.
,"Podrían armar un escándalo sobre la causa de muerte, y usar eso como un argumento para traer problemas."
,"En este momento lo importante no solo es hacerle honores a los restos de Kinzo con el respeto correspondiente, sino también solidificar la posición de Krauss como nuevo líder de la familia..."
Ushiromiya Natsuhi,"""... Entiendo. En ese caso, por favor, que sea lo más mínimo posible. Y asegúrese de que la dignidad de padre no se estropeé, ni siquiera por accidente."""
Nanjo Terumasa,"""Eso se lo puedo asegurar. No se preocupe... De cualquier forma, déjenos a Kinzo-san y quédese al lado de Krauss-san... Las cosas van a ser cada vez más difíciles para él."""
Ushiromiya Natsuhi,"""Entiendo... Y tú también, cariño... por favor sé fuerte."""
Ushiromiya Krauss,"""..."""
,Krauss todavía estaba mirando el techo perezosamente con una expresión desconcertada en el rostro...
,Natsuhi comprendió la conmoción y la gran responsabilidad.{n}Ella comprendía los sentimientos de su esposo mejor que nadie.
Ushiromiya Natsuhi,"""... Contactaré a los familiares. Por favor, descansa por ahora."""
Ushiromiya Krauss,"""..."""
,Krauss no respondió.
,"... Natsuhi pensó que estaba un poco inestable en ese momento, por lo que había decidido apoyarlo."
,"Ver a su esposo de ese modo hizo que Natsuhi se espabilara, y una expresión resuelta apareció en su rostro."
Ushiromiya Natsuhi,"""Las cosas serán más complicadas de ahora en adelante. Empecemos ahora mismo con lo que podamos... Estoy segura de que mi marido quiere tener algo de tiempo a solas con padre. Deberíamos dejarlos por un tiempo."""
Kumasawa Chiyo,"""... Sí, creo que sería lo mejor... Después de todo, esta probablemente sea la última vez que tenga esa oportunidad."""
,Estar a cargo de un funeral es una tarea agobiante. No hay tiempo para derramar lágrimas.
,"Si Krauss quería tener tiempo para llorar a su difunto padre, ahora era el momento."
,Todos estuvieron de acuerdo con las palabras de Kumasawa.
,"Aun así, Krauss siguió mirando el techo de forma perezosa y no respondió de ninguna forma."
,Natsuhi instó a los sirvientes a irse.
Ushiromiya Natsuhi,"""Iré a hablar con Jessica también... Esa niña ahora es la sucesora de la familia. Me aseguraré de que esté completamente preparada."""
Ushiromiya Krauss,"{a:c:""Un momento.""}"
,"Mientras estaban yéndose del estudio, Krauss finalmente habló."
,Ellos dejaron de caminar.
Ushiromiya Natsuhi,"""¿Sí?"""
Ushiromiya Krauss,"""... Un momento."""
Ushiromiya Natsuhi,"""... ¿¿Sí??"""
,"¿No había ya dejado de caminar, tal y como su esposo quería?{n}Pero a pesar de eso, le había dicho que esperara nuevamente."
,"De esas ligeramente débiles palabras, Natsuhi comprendió que probablemente la había detenido porque quería que estuviera a su lado."
Ushiromiya Natsuhi,"""Todos ustedes, bajen. Me quedaré con mi esposo. Por favor llámennos si algo sucede."""
Ronoue Genji,"""... De acuerdo."""
Ushiromiya Krauss,"{e:150:""¡¡He dicho {i:un momento}!!""}"
,"Cuando Krauss alzó la voz de repente, todos se sobresaltaron y voltearon..."
,"Sin poder entender lo que había hecho para provocar la ira de su esposo, Natsuhi corrió junto a él."
Ushiromiya Natsuhi,"""¿Qué sucede, cariño?... ¿Acaso dije algo grosero?... Si lo hice, por favor perdóname."""
Ushiromiya Krauss,"""No, no, no es eso, no es eso... Esperen un segundo, solo denme algo de tiempo."""
Ushiromiya Natsuhi,"""Sí, entiendo. Poner en orden las cosas dentro de tu corazón es importante... Íbamos a irnos tranquilamente para darte el tiempo que necesites..."""
Ushiromiya Krauss,"""Y yo les digo que me den un momento antes de hacer eso... Escuchen, que nadie se mueva. Ni siquiera un centímetro... Si están cansados, son libres de sentarse en cualquier silla o sillón que quieran. Así que quédense callados y no hablen, ¡no hagan nada!"""
,... Esas palabras irracionales recordaban a la manera de ser de Kinzo.
,"Natsuhi no pudo esconder su sorpresa ante ellas, que hacían parecer que Kinzo había poseído a su esposo, o algo así."
,Natsuhi le dijo a los sirvientes que esperasen por el momento.
,"Les ordenó sentarse en un sillón cercano, se acercó a su esposo y le habló en voz baja..."
Ushiromiya Natsuhi,"""... Si lo ordenas, esperaré tanto como tú lo pidas. No me moveré. Así que por favor, intenta calmarte..."""
Ushiromiya Krauss,"""... No... no es eso, no es eso..."""
,"¿Era porque compartían sangre, o realmente estaba siendo poseído?"
,La desordenada manera de hablar de Krauss se asemejaba mucho a la de Kinzo...
,"Mientras veía esto, Natsuhi tuvo la certeza de que Krauss era hijo de Kinzo después de todo, y de que era el verdadero heredero, más apropiado que cualquier otra persona."
Ushiromiya Krauss,"""... Natsuhi. Por aquí."""
,"Krauss se incorporó y se dirigió a la ventana, tratando de aumentar la distancia entre él mismo y los sirvientes que esperaban en el sillón aunque fuera un poco."
,Natsuhi se percató de que debía tener algún secreto del que quería hablar.
Ushiromiya Natsuhi,"""... ¿Sí, cariño?... ¿Qué sucede?..."""
Ushiromiya Krauss,"""... El que padre haya muerto... es algo malo."""
Ushiromiya Natsuhi,"""¿Malo? Pero él ya falleció. No puedes dejar que eso te deprima..."""
Ushiromiya Krauss,"""No es eso... El momento en que pasó... es lo malo..."""
Ushiromiya Natsuhi,"""... ¿Qué quieres decir?"""
Ushiromiya Krauss,"""He estado usando la fortuna de padre como garantía. ¡No podré ocultarlo cuando entre en debate la división de la herencia!..."""
Ushiromiya Natsuhi,"""¿Q‐Qué?... ¿C-Cómo garantía? ¿Cuánto?..."""
Ushiromiya Krauss,"""... ¿Recuerdas que ayudé a Kondo-kun en Melody Land?"""
Ushiromiya Natsuhi,"""¿No te dije que cortaras contacto con esa persona? ¡Me dijiste que lo habías rechazado!... ¡¿Por qué?!"""
Ushiromiya Krauss,"""¡Hay algo llamado honor masculino! ¡No podía rechazarlo!"""
,Krauss decía considerar al honor como una virtud.
,"... Sin embargo, Natsuhi sabía que la mayoría de las veces lo utilizaba como excusa cuando no se atrevía a rechazar un trato."
Ushiromiya Natsuhi,"""¡E-Eso no sería problema si tuviéramos mucho dinero!... ¡¿Pero acaso no pediste un préstamo bastante alto para convertir esta isla en un centro vacacional?!"""
Ushiromiya Krauss,"""¡Sí, lo hice! ¡Y hubo gente aquí y allí que me dio una mano para ello! ¡No puedo estar perdiendo el tiempo si quiero pagarles!"""
Ushiromiya Krauss,"""¡Necesitas dinero para compensarle cosas a la gente! ¡Necesitas dinero para hacer dinero! ¡No puedes siquiera empezar sin dinero! ¡Y los planes para esta isla también estarían funcionando perfectamente si la compañía planificadora no hubiese tenido problemas!"""
Ushiromiya Krauss,"""Firmé un contrato con un funcionario del gobierno en la ciudad. ¡El gobernador mismo me dio su palabra de que esta isla se convertiría en el nuevo destino vacacional de Tokio! ¡¡El trabajo preliminar que realicé fue completado perfectamente!! ¡La casualidad y un momento inoportuno se me pusieron en contra! Fue solo un poco de mala suerte. ¡¡Como si hubiese tenido un accidente de tránsito!!"""
Ushiromiya Natsuhi,"""¡Eso no fue un accidente! ¡Fue un fraude! ¡¡Fuiste engañado!! ¡¡Ellos nunca planearon convertir esta isla en un complejo turístico en primer lugar!!"""
Ushiromiya Krauss,"""¡¡No fue un engaño!! ¡El plan de Hijikata-kun era simplemente visionario! ¡¡La forma en que sus ojos veían el mundo entero y el futuro me enseñó que las cosas que siempre creí simples sueños eran solo la punta del iceberg de lo que es posible!! ¡Expande tus sueños! ¡A todo el mundo, al futuro! Tú también escuchaste sus palabras, ¡¿verdad?!"""
Ushiromiya Natsuhi,"""¡Sí, lo escuché!... ¡¡Y creo recordar haberte dicho lo que pensaba al respecto cuando llegamos a casa!! ¡Dije que era sospechoso! ¡¡Que él solo hablaba de sueños y no tenía los pies en la tierra, y que no debías tener más contacto con él!!"""
Ushiromiya Krauss,"""¡¡Hijikata-kun es un joven maravilloso y agradable!! ¡Se puede aprender mucho de su forma de vida! ¡Lo respeto a pesar de su juventud! ¡¡No dejaré que lo insultes!!"""
Ushiromiya Natsuhi,"""¡¡Eso mismo dijiste sobre todo eso de hacer turismo en la luna!! Decías una y otra vez que era visionario, que miraba hacia el futuro, que tenía mucha ambición, ¡¿y cuál fue el resultado?! Después de un tiempo, tú mismo admitiste que eran puras tonterías, ¡¡¿no es cierto?!! ¡Estaba segura de que algo no encajaba desde el momento en que ese tipo raro apareció diciendo que era un oficial de alto rango de la NASA!"""
