Speaker,Spanish (ES)
Ushiromiya Ange,"""¡¡Alguieeeeeen!! ¡¿Hay alguien ahí?! ¡¡Onii‐chaaaaaaaan!! ¡¡Waaaaaahh!!"""
,"Ange salió corriendo de la casa de huéspedes, llorando."
,¿Quedaba alguien con vida en esta isla?
,"Cuando comprobó la habitación de los primos, estaba completamente vacía."
,"Sin embargo, recordó que no había visto los cuerpos de Battler, George o María."
,Lo que no sabía era si esto significaba que estaban a salvo... o que pronto iba de reunirse con ellos como cadáveres.
Ushiromiya Ange,"""¡¿Dónde están?! ¡¡¿Dónde?!! ¡¡Respondaaaan!!"""
,Ella corrió bajo la lluvia.
,¿A donde iba? A ningún sitio en particular.
,"La perdida hermana pequeña corría en círculos, buscando a su hermano."
,Empapada por la lluvia y completamente sola...
,"... Finalmente, creí escuchar la voz de mi hermano más allá de un arbusto"
,"No, no era solo su voz. También escuché las voces de George onii-chan y María onee-chan."
,"Grité con todas mis fuerzas, pero no respondieron."
,Pero ahora todo está bien. Están justo ahí. Al otro lado del arbusto.
,Incluso podía verlos vagamente a través de él.
,"Cuando lo atravesé, me encontré frente a lo que parecía ser un cobertizo o algo parecido."
,Debe ser un cobertizo para guardar herramientas del jardín de rosas.
,Los tres estaban de pie frente al cobertizo.
Ushiromiya Ange,"""¡¡Onii‐chan!!..."""
,"Grité, pero mi voz no los alcanzó.{n}¿A pesar de que les grité tan fuerte?"
,Había algo raro en todo esto.
,"... Cuando las personas oyen una voz, incluso cuando pretenden no haberla oído, sus cuerpos tienden a mostrar alguna señal de que la han escuchado."
,"Sin embargo, no había rastro de eso en ellos tres."
,Aún con lo fuerte que estaba gritando... mi voz de verdad no los alcanzaba.
,En el instante en que lo entendí... poco a poco dejé de correr hasta que me detuve.
,Aunque parecíamos estar en el mismo mundo... en realidad estábamos en mundos completamente distintos.
,Era como la televisión. ¿O más bien como fantasmas?...
,"Podía verlos claramente... pero al menos para ellos, yo no existía."
,"... Después de todo, vean."
,Incluso estando frente a ellos... sus ojos no pueden verme.
,En caso de intentar tocarlos ¿podría realmente hacerlo?... ¿Qué pasa si mi mano simplemente los atraviesa?...
,"Estaba tan asustada por ese pensamiento... que no pude hacer nada más que quedarme en shock, aunque estaba tan cerca de ellos..."
Ushiromiya Battler,"""¡Maldita sea!... ¡Ya no se me ocurre nada más!... ¡¡¡Después de todo alguien se debe haber colado desde fuera de la isla!!! ¡Y esa persona masacró a la familia Ushiromiya!"""
Ushiromiya Maria,"""... Por más que nos escondamos, siempre acaba muriendo alguien... ¡Uu! ¡Al final todo esto es obra de una bruja!"""
Ushiromiya George,"""¡Todos, cálmense!... Vamos a calmarnos y pensemos... No existe nadie en esta isla excepto aquellos con una relación directa con la familia Ushiromiya."""
Ushiromiya Battler,"""¡Eso no tiene sentido!... Después de todo, acabamos de ver varios asesinatos que serían imposibles para cualquiera de nosotros."""
Ushiromiya George,"""... Bueno, eso es cierto... ¿Pero realmente es así? Quizás hemos pasado algo por alto."""
Ushiromiya Maria,"""¿Pasar algo por alto?"""
Ushiromiya George,"""Por ejemplo... Es cierto, ¡tal vez alguien estaba fingiendo su muerte! Al ser los únicos en esta isla, el culpable debería ser uno de nosotros. ¡Podría ser que alguien que creíamos muerto realmente estaba fingiendo!..."""
Ushiromiya Battler,"""¡Pero Aniki, eso es imposible! ¡Cada uno de los cuerpos fue revisado por otra persona! ¡No hay manera de que alguien estuviera fingiendo!"""
Ushiromiya George,"""No quiero ni pensarlo... Pero, ¿y si esas inspecciones de cadáveres... también hubiesen sido falsas?"""
Ushiromiya Maria,"""... ¿Uu...?"""
Ushiromiya George,"""Voy a ponerlo de esta forma. Hubieron múltiples culpables desde el principio. Uno de ellos finge estar muerto, el otro miente y confirma la muerte del primer culpable. Más tarde, el culpable que fingió su muerte seguirá cometiendo crímenes, ¡creando la ilusión de que un desconocido se ha colado en la isla!..."""
