Speaker,Spanish (ES)
,... El sonido de las olas al romper.
,El sonido de la marea emergente. El ruido de la brisa de mar.
,"Cuando mi jaqueca me tortura, estos son los sonidos que llenan mi cabeza..."
,"Incapaz de concebir un sucesor, estaba en una posición muy difícil en lo que respecta a la familia Ushiromiya..."
,"Probé todos los medicamentos que favorecían la fertilidad, todos los inciensos y hierbas... pero nada de lo que probé tuvo efecto."
,"Hasta que fui bendecida con Jessica hace 18 años, me daba vergüenza incluso llamarme esposa."
{f:5:Beatrice},"""... La creación de un hijo depende de los esfuerzos de dos personas y de los caprichos del cielo. No es justo echarse toda la culpa a una misma."""
Ushiromiya Natsuhi,"""Todavía no sé qué fue lo que causó mi incapacidad de quedar embarazada. Incluso fui a ver a médicos de renombre. Me sometí a exámenes humillantes... Pero siempre me decían que no entendían la razón..."""
{f:5:Beatrice},"""Aunque había pasado bastante tiempo desde tu matrimonio, todavía no podías dar a luz... Ya veo. Era natural que Eva, quien secretamente aspiraba a convertirse en la siguiente líder de la familia, comenzara a tener ideas..."""
,Eva intentó convencer a padre de que yo era un fracaso como esposa del futuro líder de la familia.
,Era una época en la que Kinzo estaba muy decepcionado con los muchos fracasos de los negocios de mi esposo.
,"Por otra parte, el negocio de Hideyoshi, el esposo de Eva, estaba creciendo de buena manera, a diferencia de los negocios de mi esposo."
,... Él era el único que le podía traer buenas noticias a padre.
,"En ese caso, tal vez no se pueda culpar a padre si decidía prestar oídos a las palabras de Eva... o incluso aceptarlas completamente."
,"Todo fue culpa mía, porque no podía tener un hijo..."
{f:5:Beatrice},"""Estás libre de pecado. ¿No son los bebés de este país traídos aquí por cigüeñas? Si alguien ha de ser juzgado, debería ser la cigüeña."""
Ushiromiya Natsuhi,"""... Gracias. Sin embargo, aunque todavía tenía buena salud en ese entonces, el líder de la familia ya había pasado su plenitud, y no era difícil pensar que quería ver los rostros de sus nietos lo más pronto posible..."""
{f:5:Beatrice},"""¿A quién le importa? Si quería un nieto, podría haber hecho lo que quisiera con esa asombrosa cantidad de dinero que tenía... Estamos hablando de Kinzo, el hombre que siempre hacía alarde de cómo se puede crear cualquier cosa con dinero. Si quería un nieto, ¡¿por qué no podía arreglárselas con ese dinero del cual tanto se enorgullecía?!..."""
Ushiromiya Natsuhi,"""... Sí, eso es cierto. El líder... perdió la fe en mí al no poder tener un hijo... así que hizo eso."""
,"... Pensando que era el deber de toda persona que tuviera grandes cantidades de dinero, el líder donaba mucho a fundaciones de caridad."
,"Una de ellas, la conocida como ""Casa Fukuin"", había recibido una donación especialmente cuantiosa, posiblemente porque tenía antiguos vínculos con ese lugar."
{f:5:Beatrice},"""Ah, la Casa Fukuin... A menudo venían muebles de ahí."""
Ushiromiya Natsuhi,"""Como parte de su entrenamiento y actividad pública, el líder contrataba a los niños de la Casa Fukuin que tenían buenas calificaciones como sirvientes... Todos los sirvientes en la mansión con ""{ruby:in/on/non:{p:0:音}}"" en sus nombres, como Shannon, Kanon, Lunon, Manon, Lenon, y demás... venían de ahí."""
{f:5:Beatrice},"""... Había muchos de ellos, ¿no es así?... Aunque la mayoría se iba después de unos pocos años."""
Ushiromiya Natsuhi,"""Eso probablemente se deba a que el sueldo de unos pocos años aquí era más que suficiente para que vivieran solos... La experiencia como sirvientes de la familia Ushiromiya sería algo excelente que agregar a su currículo. Estoy segura de que el objetivo del líder de la familia era que pudieran ganar algo para ellos mismos y luego desplegar sus alas en la sociedad."""
{f:5:Beatrice},"""... Ya veo... Así que un hijo adoptado..."""
Ushiromiya Natsuhi,"""..."""
Ushiromiya Natsuhi,"""P-Padre... ¿Qué... acaba de decir?..."""
Ushiromiya Kinzo,"""Acepta a este bebé como mi nieto."""
Kumasawa Chiyo,"""Oh... tranquilo, tranquilo. Tranquilo, tranquilo..."""
,"Al parecer, al bebé que Kumasawa intentaba calmar no le gustaba para nada el aire del estudio."
,... Siguió llorando como si odiara este lugar...
Ushiromiya Natsuhi,"""M-Mis disculpa, padre... No estoy segura de lo que quiere que..."""
Ushiromiya Kinzo,"""Acepta a este bebé como mi nieto. Y críalo para que sea el sucesor de Krauss."""
Ushiromiya Natsuhi,"""... En otras palabras... usted quiere que yo críe a este bebé... ¿como si fuera hijo mío y de mi esposo?..."""
Ushiromiya Kinzo,"""Correcto. Es evidente que no puedes concebir un hijo... Debe haber algún tipo de falla en tu cuerpo."""
Kumasawa Chiyo,"""Ooh... tranquilo, tranquilo. Ooh, tranquilo, tranquilo..."""
,"Como si no pudiera oír nuestra conversación en absoluto, Kumasawa siguió intentado abrazar al bebé insistentemente."
,Esto hizo que su llanto se hiciera aún más fuerte...
{f:5:Beatrice},"""... Eso es absurdo. Si tener hijos fuera solo responsabilidad de la mujer, no se necesitarían hombres en este mundo."""
Ushiromiya Natsuhi,"""Nunca olvidaré el amargo dolor que sentí aquel día... No es que no quisiera tener un hijo... Sin embargo, sin importar cuánto rezara, no lograba quedar embarazada... Creyendo que la causa era algo relacionado con mi cuerpo, fui a ver a muchos doctores famosos. Pero aun así, sin importar cuánto me esforzara... no podía quedar embarazada..."""
{f:5:Beatrice},"""Y al final... este fue el resultado... Lo entiendo."""
,El bebé había sido recogido por la Casa Fukuin recientemente.
,"Por supuesto, uno no podía evitar sentir compasión por ese bebé, que era tan joven y ya había perdido el amor de sus padres."
,Sin embargo... no me trajo más que dolor y tristeza.
,"Habría sido distinto si yo hubiese dado a luz a este niño, pero ¿por qué debía yo soportar... a este bebé, quien no solo no compartía nada de mi sangre, sino que tampoco estaba emparentado con mi esposo en lo más mínimo?..."
Ushiromiya Natsuhi,"""No odio a padre. En todo caso... ¡odiaba mi propio cuerpo! ¡Lo detestaba! ¡¡Destetaba a mi propio cuerpo por ser incapaz de concebir a un niño!!... Así que recé. ¡¡Recé tanto a ángeles como a demonios!! ¡Y mis deseos fueron cumplidos por ambos!"""
{f:5:Beatrice},"""... ¿Qué les rezaste a los ángeles?"""
Ushiromiya Natsuhi,"""¡Recé por un milagro en mi cuerpo!... Si había algo mal en mi cuerpo, podía aceptarlo. ¡Pero quería superar ese defecto y que de alguna manera se me concediera el milagro de recibir al hijo de mi esposo!"""
Gaap,"""... Ese deseo fue concedido... Al año siguiente, diste luz a Jessica."""
{f:5:Beatrice},"""Y... ¿qué le rezaste a los demonios?"""
Ushiromiya Natsuhi,"""No podía soportarlo, no podía... ¡Odiaba mi cuerpo!... Y maldije a ese bebé, ¡¡que era el recordatorio viviente de mi fracaso!!"""
Ronove,"""... ¿Qué deseó?"""
Ushiromiya Natsuhi,"""Por primera vez, ¡¡recé y pedí un deseo a los demonios!!... ¡¡Deseé que ese bebé desapareciera!!"""
,"... Por supuesto, ese deseo también fue concedido... por los demonios."
,"Ese día, dejé al bebé con una sirvienta mayor y fui a pensar sobre el futuro al jardín de rosas."
,"No, miento... Yo solo quería despejar mi mente de todo."
,"Los llantos del bebé eran molestos, así que le ordené a la sirviente que se llevara al bebé a un lugar donde yo no pudiera escucharlo."
,"... Por un lugar donde yo no pudiera escucharlo, me refería a algún lugar muy lejano."
,"Sí, lo deseaba."
,... ¡¡Deseaba que la sirviente se llevara al bebé muy lejos y no volviera jamás!!...
Ronove,"""Ya veo... Así que, un demonio pasajero escuchó su deseo, Natsuhi-sama."""
