Speaker,Spanish (ES)
Ushiromiya Natsuhi,"""... Nos las arreglamos para resistir el primer día."""
,Natsuhi podía ser vista en el estudio.
,"Mientras murmuraba para sí misma, aparecieron mariposas doradas y formaron la figura de una persona..."
{f:5:Beatrice},"""No podemos ser optimistas... Dudo que seamos capaces de resistir hasta mañana quedándonos aquí sin hacer nada."""
Ushiromiya Natsuhi,"""... Así que crees que decir padre está de mal humor y se niega a salir no será suficiente para engañarlos..."""
{f:5:Beatrice},"""Mmm... Parece que comenzaron a sospechar desde el año pasado. Debido a eso, la toxina se ha expandido y está enrollándose alrededor de este estudio, volviéndose cada vez más fuerte..."""
Ronove,"""Me temó que las sospechas generadas desde el año pasado no son la única causa."""
{f:5:Virgilia},"""... Así es. La toxina se ha vuelto demasiado espesa como para ser explicada solo con eso... No tengo ninguna duda de que después de sospechar sobre la muerte de Kinzo-sama el año pasado, han venido determinados a exponerla en la conferencia de este año."""
Ushiromiya Natsuhi,"""El año pasado... ¿Ni siquiera entonces fuimos capaces engañarlos por completo?"""
Ronove,"""... Desafortunadamente, quizás asumir eso es lo mejor en la situación actual. El tifón seguirá aquí mañana, y el barco no vendrá a buscarlos hasta el día siguiente. En resumen, tenemos que resistir 36 horas como mínimo..."""
{f:5:Beatrice},"""... Probablemente tus ojos no puedan verlo, Natsuhi, pero la barrera de habitación cerrada que sella este cuarto alguna vez fue muy firme. Sin embargo, en tan solo una noche, se ha desgastado hasta casi desmoronarse, como hojas secas esperando una tormenta."""
{f:5:Virgilia},"""No, la tormenta ya está aquí... Natsuhi‐sama. Propongo que cambiemos la barrera de habitación cerrada por otra cosa."""
Ushiromiya Natsuhi,"""¿A qué te refieres con otra cosa?... ¿Te refieres a cambiar nuestro plan?..."""
Ronove,"""Correcto... {f:5:Virgilia}‐sama y yo reconstruiremos una barrera similar a la del año pasado."""
{f:5:Beatrice},"""En otras palabras, sacaremos a Kinzo del estudio y lo haremos caminar por la cuerda floja de sombra en sombra donde la toxina no pueda entrar, al igual que el año pasado. Será peligroso, pero me gustaría proponer lo mismo."""
Ushiromiya Natsuhi,"""¿Qué dijiste?... ¡¿Quieres cambiar el plan a estas alturas?!..."""
{f:5:Virgilia},"""Cuando uno se da cuenta de que no puede soportar un asedio, debe considerar abandonar el castillo..."""
Ronove,"""... En estos momentos, esta habitación es como un castillo rodeado por tropas enemigas con sus paredes a punto de derrumbarse. Si quedarse quieto significa una muerte segura, entonces todavía tiene la capacidad de tener una última resistencia y una derrota honorable... Después de todo, rendirse no parece ser una opción en esta pelea."""
Ushiromiya Natsuhi,"""¡Protegeré el secreto de padre hasta el final! Si se descubre, ¡no habrá excusa que nos salve! La malversación de fondos de mi esposo será expuesta a la luz del día, ¡y el honor de la familia Ushiromiya será destruido! ¡Debemos mantenernos firmes y evitarlo sin importar qué!..."""
{f:5:Beatrice},"""... Tranquilízate, lo comprendo... La alquimía de Krauss pronto verá grandes resultados. Si logramos superar este año, seremos capaces arreglárnoslas. Así que no te pongas nerviosa."""
Ushiromiya Natsuhi,"""¡Pero planeamos esta estrategia de barricada porque usar el mismo truco del año pasado no iba a funcionar!... ¡¿No es el colmo de la estupidez volver a un plan que abandonaste por ser imposible?!... ¡¿Qué tipo de historia sugieres que nos inventemos a estas alturas?!..."""
{f:5:Virgilia},"""Ronove y yo lo prepararemos. Déjenoslo a nosotros, crear ilusiones es lo que hacen las brujas... Todo lo que debe hacer es darnos su permiso, Natsuhi-sama."""
{f:5:Beatrice},"""... ¡La maestra y Ronove son muy fiables en momentos como estos!... Además, los sirvientes del Águila de un Ala son muebles excelentes. Si la maestra y Ronove reconstruyen la magia, se esforzarán en protegerla... Todavía no es demasiado tarde. ¡Saquemos a Kinzo del estudio y hagamos que su ilusión camine por ahí!..."""
Ushiromiya Natsuhi,"""¡¿Han olvidado que planeamos nuestra estrategia actual porque consideramos ese tipo de planes y no pudimos encontrar nada que funcionara?! ¡Ponerse nervioso en una emergencia y descartar descuidadamente el plan principal es simplemente absurdo!"""
{f:5:Virgilia},"""¡Pero Natsuhi-sama!... ¡Usted, desde en medio de la toxina, debe darse cuenta mejor que nadie de que nuestra barricada no puede resistir más!..."""
Ushiromiya Natsuhi,"""... Propongo que intentemos pensar en otro plan sin cambiar nuestro objetivo de mantener el fuerte... En cualquier caso, mientras podamos mantener esta habitación sellada, nadie podrá negar la existencia de padre. Después de todo, ¡no puedes determinar el contenido de una caja del gato que no se puede abrir, sin importar cuántas personas tengas contigo!..."""
{f:5:Beatrice},"""... Bueno, eso es verdad... Sin embargo, los {y:0:Humano}{n:0:humano}s son irracionales. Es posible para ellos roer una caja del gato hermética y entrar como hormigas rodeando una caja con un pastel... Y la pieza de Lady {f:5:Bernkastel} también me preocupa."""
Ronove,"""... Tuvimos suerte de que Erika-sama se robara el espectáculo en la cena de esta noche. Al hacer eso, creó un ambiente en el que fue posible que la conferencia familiar de esta noche llegara a su fin... De haber regresado inmediatamente a la conferencia familiar como de costumbre, la barrera podría haberse roto esta noche."""
{f:5:Virgilia},"""Pero debido a eso, la toxina se ha vuelto incluso más densa... Tras aumentar su espesor toda la noche, la toxina prodría ser capaz de corroer la barrera de habitación cerrada con facilidad. Ya sea que mantengamos el fuerte o que renunciemos a ese plan, no seremos capaces de resistir mañana a menos que preparemos una nueva estrategia y una nueva barrera."""
