Speaker,Spanish (ES)
,"La noticia sobre la náufraga, Furudo Erika, se esparció rápidamente por Rokkenjima."
,Erika fue recibida con cortesía y se decidió que sería tratada como una invitada hasta que el tifón pasara.
,"La cena fantástica de Gohda ya había terminado, y todos estaban relajándose y disfrutando de un poco de café y queso después de la cena..."
,"Al parecer, Battler estaba aliviado por la llegada de Erika, ya que esto desvió parte de la atención que había estado recibiendo por haber regresado tras estos seis años."
,"De hecho, Erika resultó ser muy locuaz."
,"Cuando la conversación se tornó en una discusión sofisticada sobre el género del misterio, hasta los mayores se vieron envueltos."
,"Aparentemente, era tan entendida en el tema que hasta Nanjo, quien tenía un vasto conocimiento al respecto, quedó impresionado."
Ushiromiya Battler,"""Wajajaja, buen punto. Una extraña familia en una mansión occidental, en una isla aislada durante la tormenta. Ahora que tenemos a una detective visitándonos para refugiarse de la lluvia, todos los elementos se han alineado."""
Furudo Erika,"""No temas. Sin importar cuán complicado sea el crimen, lo resolveré. Ese es el trabajo de un detective."""
Ushiromiya Krauss,"""Pero qué reconfortante. Hasta parece que quisieras que ocurriera algún crimen extraño. Espero no tener que tomar el papel de víctima."""
Ushiromiya Natsuhi,"""Cariño, no seas imprudente."""
Furudo Erika,"""Bueno, la historia del género del misterio es de tan solo un siglo de antigüedad, aproximadamente. Sus trucos e ideas están limitados a un par de patrones reciclados, así que no queda nada por descubrir. Sin importar qué tipos de crímenes imposibles o asesinatos en habitaciones cerradas ocurran, no serán más que los mismos viejos trucos disfrazados para verse como algo nuevo."""
Furudo Erika,"""... La única razón por la que los libros de misterio siguen siendo populares hoy en día, es por los autoproclamados ""fans"" aquellos que apenas tienen conocimiento al respecto, y que difícilmente hayan leído los clásicos... quienes erróneamente, debido a su falta de conocimiento, creen que algún truco clásico que desconocían es nuevo y emocionante."""
,Los demás no pudieron evitar quedar boquiabiertos ante esta imponente declaración...
,Que un crítico veterano lo hubiera dicho sería una cosa... Pero el que una persona así de joven lo hubiese dicho con tal autoridad...
Furudo Erika,"""El misterio... es un género que terminó hace medio siglo. Esa es mi opinión... Sin embargo, gracias a numerosos tontos ignorantes, puedo tomar mi rol de detective. ¡*risita*risita*risita*risita*!..."""
Ushiromiya Battler,"""Según ese argumento... ¿no podríamos decir que el romance fue perfeccionado en la era de Shakespeare y que no vale la pena leer nada posterior a eso?"""
Furudo Erika,"""Exactamente. Así que, si tan solo lees Romeo y Julieta, puedes entender todo el género del romance."""
Ushiromiya Battler,"""Eso es ridículo... No es que sea necesario leer más libros que el resto solo porque sí, pero... por otro lado, no puedes estar tan satisfecha con haber leído un par de historias y nada más... Solo leer clásicos del pasado y nunca nada nuevo es ser nostálgico en exceso, ¿no crees? Suena a la excusa de un anciano al que le da pereza leer algo."""
Furudo Erika,"""... Eso es verdad. No leo tanto como tú, así que creo que me ganarías en una discusión."""
Ushiromiya Battler,"""¿Yo? Jaja, yo no leo."""
Furudo Erika,"""..."""
,"Battler rió... Pero Erika sabía, gracias a juegos anteriores, que de hecho 'Battler' era un lector bastante ávido."
,"Por eso, sus palabras sonaban desafiantes."
Ushiromiya George,"""Si estás tan segura de tus habilidades de razonamiento, debes ser muy buena resolviendo acertijos y enigmas, ¿verdad?"""
Ushiromiya Jessica,"""Ah, cierto. María, ¿no habías traído un libro de acertijos o algo parecido?"""
Ushiromiya Maria,"""¡Uu! ¡¡Lo traje!!"""
,"Percatándose de que la arrogante declaración de Erika había vuelto la situación más tensa, George cambió el tema sutilmente."
,"A estas alturas, estaba más que claro que Erika no era la agradable invitada que pretendía ser."
