Speaker,Spanish (ES)
,"La ceremonia de matrimonio terminó sin ningún problema, y el banquete se estaba celebrando dentro de la catedral..."
,"Mientras los demonios cabra festejaban estruendosamente, Dlanor se encontraba apoyada contra un pilar, intentando escapar del ruido."
,"Entonces, apareció Gertrude y le susurró algún tipo de informe."
Dlanor,"""¿Es eso {f:5:cierto}?"""
Gertrude,"""Permítaseme hablar: La asistente Cornelia se dirige en estos momentos hacia la escena... Sugiero que también contactemos con Lady {f:5:Erika}."""
Dlanor,"""{f:5:Entendido}. Se lo {f:5:diré}. Gertrude, póngase en contacto con el jefe de seguridad de la {f:5:ceremonia}... Prepárarense para la {f:5:batalla}."""
Gertrude,"""Como desee."""
Chiester00,"""Me disculpo por interrumpir su conversación. Estoy a cargo de la seguridad de esta ceremonia."""
{f:5:Lambdadelta},"""¿Eh? ¡¿Para mí?! Oh, ¿qué está pasando?"""
{f:5:Bernkastel},"""... Ya dije que están yendo demasiado lejos. Jugar a los bolos con torres de champán siempre fue una mala idea. Es hora de un regaño. *risita* *risita*..."""
{f:5:Lambdadelta},"""Oye, ¡¡Beeeeeeern!! Oye, ¿qué está pasando?, ¡¿hice algo mal?!"""
Chiester00,"""La recepción ha recibido un sobre de un remitente desconocido, dirigido a ""Lady {f:5:Lambdadelta}""."""
{f:5:Lambdadelta},"""Yo siempre ignoro las cartas y llamadas anónimas. Tírala."""
Chiester00,"""Bueno, verá... se trata de..."""
{f:5:Lambdadelta},"""... ¿Qué?... ¿Le has contado a alguien que recibiste esto?..."""
Chiester00,"""No, solo las dos Hermanas de la recepción y yo lo sabemos. Ya han recibido la orden de guardar silencio."""
,"En el instante en que vio ese sobre, {f:5:Lambdadelta} se lo arrebató y bajó la voz."
,... {f:5:Bernkastel} se había alejado y al parecer se estaba burlando de Erika.
,"Erika estaba ebria, y a Bern no le faltaba mucho para estarlo.{n}Si las dejaban solas, probablemente se olvidarían de esto."
,Es cierto que este sobre no tiene ningún remitente escrito en él.
,"... Sin embargo, el sello de este, hecho con pan de oro... cumplía el mismo propósito."
,... Este sello es...
,"{f:5:Lambdadelta} se escondió detrás de un pilar, rasgó el sobre, sacó sus contenidos, y los leyó."
,Sus ojos comenzaron a brillar al instante... y sonrió como un niño al que se le acaba de ocurrir un truco sucio...
Chiester00,"""... ¿Cómo debemos proceder? El equipo de francotiradores está equipado con ojivas rojas. Si usted me da su permiso, daré la orden de cargarlas."""
{f:5:Lambdadelta},"""...  ¿De qué estás hablando? ¿No te das cuenta de lo importante que son estos invitados? Si una bala perdida le da a alguno de ellos, todas las nuevas Hermanas Siesta serán enviadas directamente desde la fábrica a la guillotina durante los próximos diez años."""
Chiester00,"""Entendido. Interceptaremos con ojivas normales. ¿Deberíamos colocar vigilantes cerca de las Siete Hermanas del Purgatorio?"""
{f:5:Lambdadelta},"""¿Para qué necesitaríamos hacerlo? Después de todo, las Siete Estacas son los muebles de Battler... y ahora también sirven a Erika. ¿Por qué pondríamos vigías alrededor de nuestros aliados? Solo asegúrate de que la seguridad sea buena y estricta."""
Chiester00,"""Hace un momento, recibimos una recomendación de parte de la Inquisidora Asistente Gertrude sugiriendo que hiciéramos preparaciones para la batalla. Sus razones son desconocidas."""
