Speaker,Spanish (ES)
,"La entrada a la mansión estaba cerrada, pero Erika tenía una llave maestra, así que la abrió sin problema alguno."
,"Había logrado que Krauss y los demás le quitaran las llaves maestras a los sirvientes, y en ese momento había usado un pequeño truco de manos para robar una..."
Dlanor,"""{f:5:Bueno}. ¿A dónde iremos {f:5:primero}?"""
Furudo Erika,"""¿Hace falta preguntar?... Vayamos a escuchar la respuesta de Battler-san."""
,"Con una sonrisa burlona, Erika atravesó el vestíbulo y pasó frente al comedor... adentrándose más y más en la mansión."
,... Se dirigía a la habitación de huéspedes en la que se encontraba el cadáver de Battler.
,Battler podía posponer el decidir si los sellos quedarían intactos o no hasta el momento justo antes de que Erika los observe.
,"Sin embargo, una vez que ella los observase... el Game Master tendría que mostrar lo que les había sucedido."
,En el juego de la bruja en el que se encontraban... el simple hecho de inspeccionar los sellos en la habitación de huéspedes era un ataque.
Dlanor,"""... ¿Está listo, Lord {f:5:Battler}?"""
Ushiromiya Battler,"""Sí... O como tú dirías... vamos, da un paso al frente."""
Furudo Erika,"""¡<Good>! Entonces dinos tu respuesta. Entonces... ¿están rotos los sellos, o no lo están? ¡¿Se ha preservado la habitación cerrada... o no?!..."""
,"La pieza que Erika sostenía en alto... era la reina blanca, que la representaba a ella misma."
,Su objetivo... era la posición de Battler. Atacó...
,"Erika corrió por el pasillo con una sonrisa enfermiza, y se aferró a la puerta de la habitación de huéspedes como una araña."
,"Entonces, examinó con atención los sellos que había puesto retroactivamente."
Furudo Erika,"""... Je... ¡jee{0}je{0}je{0}je{0}je{0}je{0}je{0}jee{0}je{0}je{0}je{0}je{0}jee{0}je!... ¿Estás seguro?... ¡¿Estás seguro... Battler-saaaaaaan?!..."""
{f:5:Beatrice},"""¿E-Está bien esto, Battler-san?..."""
Ushiromiya Battler,"""... Sí, no puedo echarme atrás ahora... Después de todo, incluso si me quedo atrapado aquí... hay varias maneras de colocar la carta."""
{f:5:Beatrice},"""Pero ahora Erika seguramente entrará a la habitación de huéspedes. Y entonces observará tu cadáver... ¡¿Qué harás entonces?! Si el cadáver se encuentra allí, no hay ningún problema... La predicción de la carta habrá sido errónea, pero no es como si hubiera un castigo por eso... Pero aun así... ¡¿piensas pelear directamente?!..."""
Ushiromiya Battler,"""Hay momentos... en los que un hombre es desafiado de frente... y tiene que responder, sin importar quién sea el oponente..."
Ushiromiya Battler," No debo... retirarme aquí... Aceptaré el reto. ¡Podré buscar una salida todo el tiempo que quiera más tarde! ¡Lo logré con el estudio de Kinzo la última vez!... No te preocupes... ¡Puedo hacerlo!... ¡¡Puedo hacerlo!! ¡¡¡Vamos, Erikaaa{-}a{-}a{-}a{-}a{-}a{-}a{-}aaa!!!"""
Dlanor,"""{p:1:Hemos confirmado que los sellos de la habitación de huéspedes están {f:5:intactos}. Desde el momento en que Lady {f:5:Erika} confirmó la existencia de Battler, esta habitación cerrada ha sido {f:5:conservada}}."""
Furudo Erika,"""¡¡<Good>!! ¡¡Voy a romper los sellos!! ¡¡Rasgar, arrancar!! Je- ¡¡¡jeji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}ji{0}jiji!!!"""
,Erika destrozó el sello de cinta adhesiva de la puerta con éxtasis...
,Parecía como si la violadora intelectual hubiera expuesto finalmente su verdadera naturaleza.
Furudo Erika,"""... Bien... la estoy abriendo... Battler-san...  Muéstrame... ¡¡tu escenario al desnudo!!... ¡¡¡Jeji{0}ji{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja{0}ja!!!"""
,"Como un rufián empujando a una niña pequeña... Erika abrió la puerta de par en par, sin piedad y con avaricia."
,"Y, finalmente, el interior de la habitación de huéspedes de Battler fue observado por Erika."
,Battler tenía que mostrarlo.
,"... ¿Había un cadáver, o no?"
Furudo Erika,"""¡¡<Come ooo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}oon>, Battleee{-}e{-}e{-}e{-}e{-}e{-}er{-}r{-}r{-}r{-}r{-}r{-}r{-}r!!"""
Ushiromiya Battler,"""¡¡Aaaaaaaaaaahhh, aquí está mi respuestaaaaaaaa!!"""
,Battler tomó una pieza negra del tablero y la alzó en alto.
,... Aah... esa pieza...
,Beato no tenía recuerdos de la época en la que era una experta en este juego.
,"Y sin embargo, por alguna razón, se dio cuenta de que esa era una jugada que no podría deshacerse."
,"Una vez que esa pieza fuera movida, ¡¡no habría vuelta atrás!!..."
,¡¡Uwaaaaaaaaaaaaaaaaaaahhhhh!!
,... Una silenciosa oscuridad cubrió a la habitación.
,"La oscuridad era absoluta y no se podía ver nada... Sin embargo, había un interruptor de luz justo al lado de la entrada."
,"Si ella lo pulsara, la habitación se iluminaría y todos podrían ver si había o no un cadáver en la cama."
Dlanor,"""... Encenderé la {f:5:luz}."""
Furudo Erika,"""No, espera un segundo, por favor... Battler-san, tengo una propuesta."""
Ushiromiya Battler,"""Te escucho."""
Furudo Erika,"""Creo que ya lo sabes... pero esta vez, no busco una victoria típica en la que descubro al culpable... Mi enemigo no es el criminal que asesina a las piezas, sino mi oponente, tú."""
Ushiromiya Battler,"""... Lo sé... Así que... buscas un error de lógica."""
Furudo Erika,"""Jeje..."""
Ushiromiya Battler,"""... Realmente me estoy arrepintiendo... Actuabas de forma tan miserable que caí en tu trampa por completo y te di un privilegio ridículo."""
Dlanor,"""... Fue su {f:5:arrogancia}... Le saldrá {f:5:caro}."""
Ushiromiya Battler,"""... Maldi... ción..."""
{f:5:Beatrice},"""... Entonces... ¿qué propones?"""
,"Con voz segura, Beato le pidió que continuara.{n}Hasta hacía un segundo, ella había permanecido detrás de Battler, algo nerviosa."
,"... Sin embargo, ahora estaba firme."
,... Veía que Battler se había dejado llevar por sus emociones y había sido conducido a hacer una mala jugada... y comprendió que era el momento de mantenerse fría y apoyarlo.
,"La propuesta de Erika no podía ser nada bueno.{n}Y por si fuera poco, Erika era astuta."
,No haría una propuesta que fuera rechazada fácilmente...
Furudo Erika,"""Encenderé ahora la luz. La cama será iluminada y se decidirá si Battler desapareció o no como predijo la carta. "
Furudo Erika,"... Si se encuentra allí, genial. No habría nada raro. La predicción de la carta fue errónea... Por supuesto, la cuestión ahora sería ""¿entonces quién puso la carta allí?"", pero de momento, la ubicación de la pelea se movería afuera de esta habitación cerrada."""
{f:5:Beatrice},"""... Y... ¿si no está?..."""
,Beato ya lo sabía.{n}Sabía la jugada que Battler había hecho hacía un segundo.
,... Battler ya... había desaparecido de la habitación...
,"Por lo tanto... necesitarían un truco mejor que ""en realidad estaba vivo y se fue por la puerta""."
,La situación es simple.
,"Primero, esta es una habitación cerrada.{n}Además, el estado de vida o muerte de Battler no ha sido confirmado."
,"En otras palabras, no hay problema si está vivo."
