Speaker,Spanish (ES)
,"Genji volvió a apretarse el nudo de la corbata, y miró al exterior a través de un espacio en las cortinas."
,Puede que la intensidad de la lluvia se hubiera reducido un poco desde la noche anterior.{n}... Pero no parecía que las gruesas nubes de lluvia pensaran dejar pasar algún rayo de sol matinal.
,"Era una mañana oscura, nada refrescante."
Ronoue Genji,"""... Como era de esperar, no parece que hoy vaya a parar..."""
Kanon,"""Siento haberle hecho esperar, Genji‐sama."""
,"Kanon acabó de revisar su apariencia, y salió del baño.{n}Con un horario normal, era extraño que alguien tuviera que sufrir el tener que pasar directamente de un turno de medianoche a uno de mañana."
,Había un sistema especial para los dos días de la conferencia familiar.
,"Pero si el tifón no se iba ese mismo día, la estancia de los familiares en la isla se prolongaría hasta mañana."
,Kanon supuso que era mejor prepararse para que el horario especial se extendiera un día más.
,"Los dos dejaron la casa de huéspedes, abriendo sus paraguas.{n}El jardín de rosas había sido devastado por el viento y la lluvia de la noche anterior."
,"Aunque habían pasado varios días esforzándose en embellecerlo para dar la bienvenida a los invitados, una única noche tormentosa había sido suficiente para arruinarlo."
,Kanon suspiró.
,Los dos se dirigieron a la mansión.{n}Se suponía que debían encontrarse con Gohda y preparar el desayuno.
,"Gohda era tan perfeccionista que probablemente ya se habría despertado, y es probable que ya estuviera preparando un desayuno exquisito y elegante como cristalería."
,"Alcanzaron el saliente de la entrada a la mansión, y cerraron los paraguas."
,"Genji sacó de su bolsillo un fajo con varias llaves, y lo usó para abrir la puerta frontal."
,"No había nada en Rokkenjima aparte de la mansión de la familia Ushiromiya, por lo que, en el pasado, rara vez cerraban con llave."
,"Sin embargo, Natsuhi había ordenado hacer parte de su rutina el cerrar con llave la mansión desde medianoche hasta temprano por la mañana."
,Y abrir la puerta por la mañana era el deber de los sirvientes con el turno matutino.
,"Ya que Gohda empezaría los preparativos del desayuno apenas se levantara, esta tarea sería llevada a cabo por Genji y Kanon."
,"Todo se encontraba en total silencio, dando la impresión de que la propia mansión estaba dormida."
Ronoue Genji,"""... Bien, empecemos entonces nuestras labores matutinas."""
Kanon,"""Sí."""
,Se separaron y comenzaron a abrir las cortinas de toda la mansión.
,"... Si las cortinas permanecieran cerradas, el interior de la mansión sería incapaz de barrer su penumbra, como si no hubiera podido escapar de la noche anterior."
,"Kanon, en un procedimiento muy bien ensayado, fue por toda la mansión abriendo una ventana tras otra sin tener que volver sobre sus pasos ni una vez."
,"Incluso con ese horrible clima, al abrir las cortinas empezó a parecer un poco que era de mañana."
,"Mientras hacía esto, pasó frente a la cocina."
,"... Aunque sabía que todavía no podría olerla, el estómago empezó a dolerle, en anticipación de la glorificada comida de Gohda."
Kanon,"""... Buenos días. ¿...?"""
,"Intentó saludar a Gohda, que pensó que estaría preparando la comida en la cocina, pero este no estaba a la vista."
,"La cocina estaba escasamente iluminada, y para qué preocuparse por las cortinas, el ventilador ni siquiera estaba encendido."
,"Seguía haciendo frío y no había señales de que la cocina estuviera encendida, por lo que era obvio que el desayuno no estaba siendo preparado."
,"... Aunque sería impensable, tal vez Gohda se había quedado dormido."
,Los sirvientes también son humanos.{n}Pueden llegar tarde a veces cuando no consiguen despertarse.
,"... En el raro caso de que eso ocurriera, era la virtud de un sirviente el suavizar casualmente la situación para no causar una escena desagradable, y asegurarse de que el amo nunca se enterara de semejante error en primer lugar."
,Kanon tomó el recibidor del teléfono que se encontraba en la pared y marcó el número de la habitación donde dormían los sirvientes.
Kanon,"""¿...?"""
,... No podía oír el característico sonido del tono de marcar.
,"Kanon intentó volver a tomar el recibidor, pero aun así, no pudo oír aquel típico sonido."
,"Intentó marcar de nuevo, pero no tuvo ningún efecto aparente."
,... ¿Tal vez la tormenta de la noche anterior le hizo algo a alguna de las máquinas y rompió la línea del teléfono?
,El equipo de esa mansión estaba muy desgastado.{n}Kanon comprendió que hasta la cosa más pequeña podría haber hecho que se rompiera.
,"Por lo tanto, se rindió en intentar despertarle con el teléfono, y se dirigió corriendo hacia la habitación en la que dormían los sirvientes."
,"... ¿Hasta cuándo había dormido? ¿Cuánto tiempo llevaba despierta, mirando perezosamente al techo?"
,... Esa vaga sensación de despertarse era la típica experiencia matinal de Natsuhi.
,"Su sueño era siempre ligero, y ni siquiera podría dormir sin su medicina.{n}... Para Natsuhi, dormir no era algo alegre."
,"Cuando miró al exterior, vio que seguía lloviendo a cántaros.{n}Si no sintiera una pequeña cantidad de luz, podría haber pensado que seguía siendo de noche."
,"... Era una de las anfitrionas, así que debía levantarse antes que los invitados."
,"Dándose prisa, levantó su cuerpo, que no se había recobrado totalmente del cansancio del día anterior."
,"Mientras estuviera dentro de la habitación, nadie la atormentaría.{n}Su dolor de cabeza no se pondría peor de lo que ya estaba.{n}... Esa habitación era su único espacio de paz."
,"Así que cuando saliera, significaría volver al mundo en el que los hermanos de su marido estaban analizando la mente de los demás."
,... ¿No sería mejor quedarse dentro de esa habitación para siempre?...
,Natsuhi sonrió amargamente ante esta ilusión.{n}... Empezaba a parecerse a Kinzo.
,"... Aunque la mayoría del tiempo insultaban descuidadamente a Kinzo por quedarse encerrado en su habitación, en realidad ella también deseaba hacerlo."
,"... Natsuhi sacudió la cabeza, y su fantasía fue reemplazada por la reaparición de su típico dolor de cabeza."
,"Cuando llegó a la puerta, intentando dejar la habitación, su mano tocó el amuleto en forma de escorpión que había colgado en esta antes de irse a dormir la noche anterior."
,"... Era el amuleto de María, que Jessica le había dado a Natsuhi."
,"Si su memoria estaba en lo correcto, Jessica había dicho que tenía el poder de repeler magia, y que debía colgarlo del pomo de la puerta."
,... Tal vez la habitación había sido protegida de la malicia de los hermanos de su marido gracias a su amuleto.
,... Esta idea mejoró un poco su humor.
Ushiromiya Natsuhi,"""... Quizás fuese gracias a Jessica... que he podido dormir tranquilamente esta noche..."""
,"Entonces se acordó.{n}Es cierto, la noche anterior, le prometí a Jessica que le daría un amuleto mío a cambio de este, ¿no es así?"
,"Natsuhi abrió un cajón de su tocador, y tomó una antigua caja de accesorios que atesoraba desde que era una niña."
,"Dentro, había varios pequeños objetos que había considerado valiosos en su día."
,"De entre ellos, sacó una pequeña bolsa.{n}... Dentro había un pequeño y redondo espejo de alrededor de diez centímetros de diámetro."
,"Parecía bastante viejo, pero el diseño de la parte trasera del espejo era muy vistoso, y se sentía como algo con valor histórico."
,"Por lo menos, parecía mucho más efectivo que el otro amuleto, que parecía un llavero de plástico con forma de escorpión."
,"Había escuchado que ese espejo era un espejo espiritual que protegía de los espíritus malvados, y su abuela se lo había otorgado como regalo especial cuando se repartieron las posesiones de su abuelo."
,Desde tiempos antiguos se creía que en los espejos yacían extraños poderes.{n}Existía la creencia de que podían reflejar las desgracias y la maldad de la misma forma en que reflejaban la luz.
,Natsuhi devolvió el espejo a su bolsa.{n}... Probablemente sería un objeto adecuado para entregarle a Jessica.
,"Mientras lo colocaba en su bolsillo, el sonido de alguien llamando a la puerta sonó por la habitación."
Ushiromiya Natsuhi,"""... ¿Sí?"""
Ronoue Genji,"""Buenos días, señora, soy Genji. Mis disculpas por despertarla tan temprano."""
Ushiromiya Natsuhi,"""... Ya voy. ¿Qué ocurre?"""
,"Ningún sirviente había venido nunca tan temprano por la mañana, ni tampoco habían venido a ella directamente."
,"... Tal vez algo malo había ocurrido.{n}Por ejemplo, tal vez algún horrible descuido se había cometido durante la preparación del desayuno y la familia había sido avergonzada ante los invitados, o algo así."
,... Natsuhi respiró profundamente en anticipación de cualquier problema que estuvieran a punto de contarle...
,"Cuando abrió la puerta, Genji volvió a darle un saludo matutino mientras hacía una reverencia.{n}Natsuhi respondió con indecisión."
Ushiromiya Natsuhi,"""... Buenos días. ¿Ha ocurrido algo?"""
Ronoue Genji,"""Mis disculpas... Parece que los teléfonos se han estropeado por la tormenta de la noche pasada... La extensión del teléfono se ha roto, así que por favor discúlpeme por venir a verla directamente."""
Ushiromiya Natsuhi,"""¿La extensión del teléfono se ha roto? Eso es un problema. ¿Será posible repararla?"""
Ronoue Genji,"""... Me temo que no sabemos dónde está localizado el daño. Preferiría llamar a un experto para repararla."""
Ushiromiya Natsuhi,"""¿Significa eso que no podremos repararla hasta que pase el tifón?... Lo que significa que no podremos contactar con los invitados mientras dure su estancia... ¿Habrá algún problema con los invitados?"""
Ronoue Genji,"""... Haremos todo lo posible para asegurarnos de que no haya ninguno."""
Ushiromiya Natsuhi,"""Está bien... Cuento contigo para que te asegures de que no haya errores."""
,Natsuhi dejó escapar un pequeño suspiro de alivio.
,"Había estado preparada para lo peor, pero el daño a los teléfonos no era la clase de problema que le preocupaba."
,"... Aun así, incluso eso bastaría para hacer estallar el sarcasmo de Eva."
,Natsuhi sacudió ligeramente la cabeza.
Ushiromiya Natsuhi,"""¿Están procediendo adecuadamente las preparaciones para el desayuno?"""
Ronoue Genji,"""... Sobre eso... no hemos podido encontrar a Gohda. Las preparaciones del desayuno aún no han comenzado..."""
Ushiromiya Natsuhi,"""¿Qué has dicho?"""
,Natsuhi estaba indignada.
,"... Para ella, esto era un problema mucho mayor a que los teléfonos no funcionaran."
,"Y aun así, se había pospuesto esta información."
,"¿Por qué iba todo bien la mayoría del tiempo, y pasaba algo así justo cuando los familiares estaban de visita?..."
,Natsuhi colocó una mano en su frente y negó con la cabeza.
Ushiromiya Natsuhi,"""Lo más probable es que se haya quedado dormido. De todas formas, no importa quién, tan solo apresúrense a preparar el desayuno... Qu—"""
, Natsuhi había salido al pasillo y se había dado la vuelta por un momento para cerrar la puerta de su habitación.
,"Aquella ""cosa"" desagradable que vio allí la silenció por completo."
,"... Era algo desagradable de ver, como si alguien con las manos manchadas de un líquido rojo hubieran intentado desgarrar el area alrededor del pomo."
,Era como si alguien hubiera empapado ambas manos en sangre y se hubiera puesto a tocar la puerta y el pomo... como si alguien hubiese querido escenificar algo así y dejara esa marca como una broma pesada.
Ushiromiya Natsuhi,"""¿Qu‐Qué case de broma es esta?... ¡Es horroroso!..."""
Ronoue Genji,"""... También lo noté cuando vine a despertarla. Lo limpiaré más tarde."""
Ushiromiya Natsuhi,"""... T‐Tal vez, sea una broma vulgar de alguno de los invitados... ¡Repugnante, verdaderamente repugnante!..."""
,¡¿Quién podría hacer una broma tan infantil y repugnante?!
,"Natsuhi lo tenía bastante claro, pero por supuesto no había pruebas, así que aunque presionara sobre el tema, parecería que estaba montando un escándalo por nada."
,"Al contrario, después de que la hicieran víctima de semejante broma, sería mejor que no le prestara atención en primer lugar."
,"Natsuhi dio la orden de que fuera limpiado, y se dirigió al salón con un crujido de sus tacones."
,"Cuando Natsuhi y Genji llegaron al salón, Eva y Hideyoshi ya estaban allí."
Ushiromiya Natsuhi,"""... Buenos días a todos."""
Ushiromiya Hideyoshi,"""Bueno' días, Natsuhi‐san. He oído que Gohda‐san también prepararía el desayuno, ¿verdad? Mi estómago lleva to' el tiempo emociona'o desde que me levanté. Wajajaja."""
