Speaker,Spanish (ES)
,"Tras acostar a Ange en el salón, Genji y los demás regresaron."
Ushiromiya Battler,"""Gracias. ¿Estaba durmiendo bien?..."""
Ronoue Genji,"""Sí. Se la veía muy serena."""
{f:5:Beatrice},"""El ruido de aquí no llegará a sus oídos, ¿verdad?..."""
Shannon,"""En absoluto. La puerta está cerrada, dudo mucho que llegue."""
Ushiromiya Battler,"""... Ange. Que tengas dulces sueños."""
{f:5:Beatrice},"""¡¡Muy bien!! ¡Suficientes despedidas solemnes! ¡¡Demos comienzo a la magnífica celebración de la verdadera fiestaaa!!"""
,"Cuando Beato aplaudió ruidosamente por encima de su cabeza, un destello blanco llenó el salón, y su apariencia entera cambió al instante."
,"El salón principal se había transformado en una cámara dorada de fiesta, con mariposas doradas revoloteando y hojas de oro danzando por todas partes."
Ushiromiya Kinzo,"""¡Sí, la fiesta real comienza ahora!"""
Ushiromiya Battler,"""¡Tú lo has dicho! ¡¡Bien, la toxina anti‐magia ya no está!! ¡Pasen todos! ¡¡La fiesta tras el espectáculo está por comenzar!!"""
,"Con una explosión de aplausos y vítores, un tornado de mariposas doradas se elevó en el centro de la habitación."
,"Para cuando se hizo paso, el número de rostros había aumentado significativamente."
{f:5:Virgilia},"""Que la bruja del futuro encuentre la felicidad. Y que nosotros, los del pasado, seamos recompensados por nuestros esfuerzos, ¿me equivoco?"""
Ronove,"""En efecto. Disfrutemos de esto nosotros también."""
{f:5:Beatrice},"""Vamos, ¡¿no nos hemos divertido todo este tiempo?!"""
Ronove,"""Pu ku ku ku. En este mundo, quien más disfruta es el verdadero ganador."""
{f:5:Virgilia},"""Vamos, traigamos también a las Siete Hermanas."""
Lucifer,"""¡¡Las Siete Hermanas del Purgatorio, presentes!!"""
Leviathan,"""¡No puedo creer que el juego finalmente haya acabado! ¡Buaaa!"""
Satan,"""¿Qué crees que haces? ¡No te pongas así en medio de la fiesta! ¡Pequeña llorona!"""
Belphegor,"""Lord {f:5:Battler}, {f:5:Beatrice}‐sama, ¡les agradecemos la invitación!"""
Mammon,"""¡Quiero ver la carita dormida de la pequeña Ange‐sama y tenerla toda para mí!"""
Beelzebub,"""¡¡Quiero ver la comida y tenerla toda para mí!!"""
Asmodeus,"""¡¡Entonces, quiero ver a un buen hombre y tenerlo todo para mí!!"""
{f:5:Beatrice},"""¡¿Por qué te aferras a Battler al decir eso?! ¡A un lado, gata rompehogares!"""
Ushiromiya Battler,"""¡Qué gusto verlas, Siete Hermanas del Purgatorio! ¡Pásenla bien!"""
Ronove,"""Ah, sí. Las cosas se vuelven mucho más ruidosas en cuanto ellas entran a una habitación."""
Ushiromiya Kinzo,"""¡¿Y qué tiene de malo eso?! ¡De hecho, esto ni siquiera es suficiente ruido!"""
,"Otro ciclón dorado se elevó. Tras él, aparecieron tres personas con orejas de conejo."
Chiester00,"""¡¡Guardia Imperial de las Hermanas Siesta, presentes!!"""
Chiester45,"""¡Es un... honor tan grande ser convocadas a una reunión como esta!"""
Chiester410,"""¡Aún no me he divertido lo suficiente como para que esto acabe, nyeh! ¡Niji{0}ji{0}jiji!"""
{f:5:Beatrice},"""En eso estamos de acuerdo. Pero no temas, nuestro juego continuará mucho más allá de esto."""
Ushiromiya Battler,"""Por la eternidad, dentro de la caja del gato. Es un placer tenerlas aquí, Hermanas Siesta."""
Chiester00,"""Lord {f:5:Battler}, permítame expresar nuestra más profunda gratitud por su invitación. En el futuro, nos esforzaremos por expresarla aún más..."""
Ushiromiya Battler,"""Vamos, no sean tan rígidas y formales. ¡Esta noche, todos somos iguales!"""
Chiester410,"""¡¡Así es nyeh!! ¡¡Battler lo entiende, niji{0}ji{0}ji{0}ji{0}jiji!!"""
Chiester45,"""D‐Detente, 410. Te estás dejando llevar... ¡Nos meteremos en problemas!"""
Gaap,"""Qué tal, Riiche. ¡Tiempo sin verte! Vaya, ¿cuánto ha pasado desde que hubo tanta gente reunida aquí?"""
{f:5:Beatrice},"""Desde el juicio de Natsuhi, ¿no? ¡Y apenas podrías llamar a eso una fiesta!"""
Zepar,"""¡Si de una fiesta hablamos!"""
Furfur,"""¡Fuera no deberían dejarnos!"""
Ushiromiya Jessica,"""... Caray, ¿cuántos de ellos hay?"""
Ushiromiya George,"""Si siguen llegando así, habrá más de ellos que de humanos..."""
Ushiromiya Maria,"""¡Puedes salir ahora, Sakutaro!"""
Sakutarou,"""¡¡Uryuu!!"""
Dlanor,"""Lord {f:5:Battler}. Fue un honor recibir su {f:5:invitación}."""
,"""""Sepan que es un honor."""""
Ushiromiya Battler,"""¡Buenas! Qué bueno que vinieron. Ha pasado un tiempo. ¿Cómo han estado?"""
Dlanor,"""Muy bien, muchas {f:5:gracias}. Luchar con todos ustedes siempre es muy {f:5:entretenido}. Ya he tenido suficiente de sellar {f:5:documentos}."""
Cornelia,"""A la atención de la supervisora Dlanor: sepa que su bandeja de pendientes se está acumulando en este momento."""
Gertrude,"""Permítaseme hablar: por favor, apresúrese con la aprobación de nuestros papeles de vacaciones. Estamos ansiosas por resolver ese asunto."""
{f:5:Beatrice},"""Pft, ¡wajajajaja! ¡Parece que la vida en la Gran Corte sigue siendo tan restrictiva como siempre!"""
Dlanor,"""... Lord {f:5:Battler}. Me temo que debo entregarle noticias {f:5:desafortunadas}."""
Ushiromiya Battler,"""Oh, ¿de qué se trata?"""
,Dlanor le extendió un sobre.
,Era una de las tarjetas de invitación que Battler había enviado para la fiesta de esta noche.
,El nombre escrito en ella era... Furudo Erika.
Dlanor,"""... Hicimos todo lo que {f:5:pudimos}."""
,La invitación estaba llena de sellos con palabras ilegibles de varios países extranjeros.
,"Incluso sin leerlos, era fácil adivinar que había sido devuelta al remitente, destino desconocido."
Ushiromiya Battler,"""Ya veo... Gracias por esforzarte tanto."""
Dlanor,"""Las profundidades del olvido son como un desierto vacío e interminable, o quizás el fondo del {f:5:mar}... Su ubicación es incognoscible para todos, excepto para la misma Lady {f:5:Bernkastel}..."""
Ushiromiya Battler,"""También le envié invitaciones a esas brujas... Solo queda confiar en que tengan la amabilidad de traerla con ellas..."""
