Speaker,Spanish (ES)
,"Los cuatro primos, simplemente estábamos pasando el tiempo disfrutando de nuestras historias."
,"De cualquier forma, hay chicas y chicos aquí. Además, tenemos una amplia distribución de edades: adulto, de preparatoria y de primaria."
,"Todo lo que teníamos que hacer era contar alguna historia sobre nosotros mismos, y los otros tres la escucharían con atención."
Ushiromiya Battler,"""Creo que finalmente me estoy acostumbrando a todo esto. En los últimos seis años Jessica y María han crecido más de lo que podría haberme imaginado. Para ser honesto, me sentía un poco incómodo, pero al charlar de esta manera, supongo que en el interior ninguno de nosotros ha cambiado nada desde entonces."""
Ushiromiya Jessica,"""Estoy de acuerdo. Battler, incluso después de seis años no has cambiado ni un poco. A pesar de que tu cuerpo se ha vuelto gigantesco, todavía eres un niño por dentro."""
Ushiromiya Maria,"""¡Uu! ¡María también lo es! ¡María también lo es!"""
Ushiromiya Battler,"""Bueno, incluso tú no vas a ser una niña por siempre, ¿verdad, María? Quiero decir, estás pasando de ser una niña a una joven y linda señorita, ¿no? Cuando eso suceda, ese pecho plano como el piso estará al nivel de Jessica, ¿eh~?"""
Ushiromiya Battler,"""Cuando eso pase déjame acariciarlo, ¿Bien? ¡¡Promételo!!"""
Ushiromiya Maria,"""¡Uu! ¡Dejarte acariciarlo! ¡Lo prometo! ¡Uu!"""
Ushiromiya George,"""¡N‐No, María‐chan! ¡No puedes hacer ese tipo de promesas, eso es malo, malo, malo!"""
Ushiromiya Maria,"""¿Uu? Es una promesa, ¡así que dejará que acaricie! ¡María siempre mantiene sus promesas! ¡¡Definitivamente la mantendrá!!"""
Ushiromiya Battler,"""María, realmente eres una chica honesta y buena... El hombre con el que te cases será realmente afortunado."""
Ushiromiya Jessica,"""Espera... ¡No cambies del tema con la promesa aún intacta! ¡María, esa promesa nunca ocurrió! ¡Nunca!"""
Ushiromiya Maria,"""Uu. ¿La promesa se cancela? Uu..."""
Ushiromiya George,"""Como pensé, sin Battler‐kun, las reuniones de los primos simplemente no se sienten completas. Estos últimos seis años han sido un poco solitarios."""
Ushiromiya Jessica,"""Es verdad. No podíamos hacer cosas disparatadas como esta. Aun así, tuvimos algunas conversaciones muy constructivas, ¿no lo crees? Cosas acerca de prepararnos para nuestro futuro, los exámenes, o encontrar trabajo."""
Ushiromiya Battler,"""Ooooh, ¡lo sieeeento! ¡Ahora que estoy aquí, lo único que hay es este balbuceo estúpido~!"""
Ushiromiya Maria,"""Pero... María se está divirtiendo este año. ¡Uu‐uu!"""
Ushiromiya George,"""Es verdad. Estoy de acuerdo, este año es el más divertido."""
,Las palabras sinceras de María probablemente hablaron por todos.
,"Cuando George‐aniki acarició la cabeza de María, ella sonrió como un gatito contento..."
Shannon,"""Disculpen. Su comida está lista."""
,Un tímido golpeteo y la igualmente tímida voz de una mujer joven llegó desde la puerta.
,Jessica respondió alegremente.
Ushiromiya Jessica,"""Shannon, ¡entra! ¡¿Recuerdas a Battler, verdad?!"""
,Jessica se levantó de la cama y abrió la puerta.
,Allí estaba una sirvienta que definitivamente era de nuestra edad.
Shannon,"""H‐Ha pasado bastante tiempo desde nuestra última reunión, Battler‐sama. Es agradable verlo después de seis años. Soy Shannon."""
,"Reconociéndome y temblando un poco, hizo una gran reverencia."
Ushiromiya Battler,"""¡Ah!... Jessica me ha sorprendido, pero Shannon‐chan, tú también... ¡Te has vuelto una mujer completamente hermosa~!"""
Shannon,"""S‐Sus palabras son demasiado buenas para mí..."""
Ushiromiya Battler,"""Pero la comida en esta isla debe ser reeealmente nutricional, ¿Mmmmm~? ¡¡¿Qué están comiendo?!! ¡¡¿Dónde están entrenando para conseguir esos pechos tan grandes?!! ¡Déjame sentirlos un poco y ver si los tuyos o los de Jessica son más grandes, ¿bieeen~?!"""
,"¡Con las dos manos listas y saliva goteando por mi boca, me acerqué!"
,"... Por mi propio honor y justicia, quisiera señalar que no sufro de alguna condición rara que irrite mis nodos linfáticos causando que me rasque la garganta hasta desgarrarla, y que solo pueda evitarse acariciando pechos."
,Tan solo es mi forma de comunicación al estilo Battler.
,"Si me acerco como lo estoy haciendo, hay una probabilidad de ocho o nueve de cada diez de que reciba una cachetada o una paliza, ¿cierto?"
,¡Es la técnica original de Battler‐sama para romper el hielo!
,"... B‐Bueno, eso significa que tengo la oportunidad de tocarlos con esa probabilidad restante de uno‐de‐cada‐diez veces, ¿verdad?..."
,"Ijijijiji, ¡no es como si estuviera esperando que vaya a suceder, ¿veeeerrdaaaad?!"
,"En ese momento, mis manos estaban a menos de un centímetro de los pechos de Shannon‐chan, pero... el contraataque aún no ocurría."
,"Cuando Shannon se dio cuenta de lo que estaba pasando, se sonrojó y, avergonzada, bajó la cabeza; el problema es que solo se quedo allí, con sus manos unidas de forma educada en la parte delantera de su vestido, ni siquiera trató de resistirse o de cubrir sus pechos."
,"¡¡Whoaaaaah, esto no era lo que estaba planeando!!"
,"V‐V‐Vamos, tienes que golpearme o algo, ¡en serio voy a tocarlos si esto continúa!"
,Es por eso que me alegré de que Jessica eligiera ese momento para clavar su codo detrás de mi cabeza.
Ushiromiya Battler,"""¡¡Guaaaah, ooooowww, graciaaaas Jessica!!"""
Ushiromiya Jessica,"""¡¿P‐P‐Porqué demonios me estás agradeciendo?! ¿¿¿???"""
Ushiromiya Battler,"""No, no, lo siento, Shannon‐chan. Al parecer me quedé demasiado absorto en tu hipnótico pecho... Pero yendo al grano, cuando alguien se te acerca tanto, claramente tiene intenciones criminales. ¡En serio, te tienes que resistir!"""
Shannon,"""P‐Pero... usted es... un huésped importante, Battler‐sama..."""
Ushiromiya Battler,"""¡Mira, un crimen es un crimen sin importar que sea un huésped o no! Diez centímetros alrededor del pecho de una chica constituye el Rango de Identificación de la Defensa Aérea. Si alguien traspasa el rango por más de dos centímetros, ya es considerado una invasión del espacio aéreo, ¡por lo que de inmediato debes entrar en estado de alerta máxima y darle una bofetada!"""
Shannon,"""¡Y-Yo no podría hacer tal cosa! Nosotros somos... eso es, muebles y..."""
,"Por supuesto que ella no querría que le tocaran los pechos, pero si un huésped lo deseara, ella tenía la intención de sacrificar sus propias necesidades para complacerlo."
,¡Una chica como esta necesita un poco de protección urgente!
Ushiromiya Battler,"""E‐En estos tiempos, pensar que hay una chica dedicada y virtuosa como esta... Hace que me de vueltas la cabeza. ¡Pero no! ¡¡No, no, nooo!!"""
Ushiromiya Battler,"""¡Me acerco con una cara de pervertido! ¡¡Me das una abofetada!! ""¡Nooo, pervertido!"" ¡Tienes que terminar el chiste o no tiene gracia! ¡Así que abofetéame! Así, ¡zas! ¡¡En toda la cara!!"""
Shannon,"""Yo... no puedo obedecer su petición. Porque soy un mueble. Pero... si es una orden, le obedeceré... Ya que ese es mi deber."""
Ushiromiya George,"""Ajaja, entonces yo lo haré una orden. La próxima vez que Battler‐kun trate de tocar tus pechos, contraataca con una bofetada. ¿De acuerdo?"""
Shannon,"""S‐Sí. Lo haré como usted desee. De ahora en adelante, permítame que lo haga. Battler‐sama, por favor acéptelo..."""
,Shannon‐chan anunció esto mientras me hacía una elegante reverencia.
,La expresión de su rostro estaba radiante.{n}Le mostré un pulgar hacia arriba para indicar que por mí estaba bien.
Ushiromiya Battler,"""Hace seis años, podrías haber sido confundida con la hija de algún sirviente que ayudaba con el trabajo de su padre, pero ahora eres una sirviente adulta en todo su derecho. ¿Cuántos años han pasado?"""
Shannon,"""Sí, he tenido el placer de servir a esta familia durante diez años."""
,"Ella es {p:0:紗音}... Los kanji de su nombre se leen como ""Shannon"".{n}Este es otro nombre que está muy lejos de ser típico para un japonés."
,"Cuando éramos niños, había aceptado su nombre sin prestarle mucha atención, pero ahora que lo pienso, a pesar de que ella no es parte de la familia Ushiromiya, aun así tiene un nombre muy inusual."
,"Tal vez sea como el ""nombre profesional"" de un sirviente o algo así."
,"Si es así, puedo entender por qué el nombre de ese tal Kanon‐kun también suena de esa manera."
,Ella es una sirviente que ha trabajado aquí desde los seis años de edad.
,"Ya que su cuerpo ha cambiado radicalmente, no coincide con mis recuerdos, pero la conocí hace seis años."
,"Parecía ser igual de tímida que en el pasado, pero tenía la sensación de que ahora tenía el encanto natural de una chica de su edad."
,"Sobre todo sus pechos, oh sus pechos."
Ushiromiya George,"""Ese niño que conocimos antes, Kanon‐kun, es su hermano pequeño."""
Shannon,"""No es exactamente mi hermano pequeño... Sin embargo, él me quiere como una hermana mayor. ¿No les causó algún problema?"""
Ushiromiya Jessica,"""¡Jaja! Es el mismo de siempre. Es una pena que no actúe de una manera un poco más sociable."""
Shannon,"""Parece que Kanon‐kun ha causado problemas... les pido disculpas..."""
Ushiromiya Battler,"""¡No causó ningún problema en absoluto! Como hombre, entiendo qué tan caprichoso te puedes poner en esa edad. ¡No es de sorprenderse que sea asocial!"""
Ushiromiya Maria,"""¡Uu! ¡A María también le llaman así todo el tiempo! ¡Le llaman asocial! ¡Como Kanon! ¡Uu!"""
Shannon,"""*risita* María‐sama, usted no es para nada asocial."""
Ushiromiya Maria,"""¿Uu? Era agradable ser como él... Uu."""
Ushiromiya George,"""Umm, dijiste que la comida estaba lista, ¿verdad?"""
Shannon,"""¡Ah... sí! ¡Mis disculpas! Los preparativos para su comida están completos, así que permítanme guiarlos a la mansión."""
,"Shannon se inclinó formalmente de nuevo y regresó a su ""modo de servicio""."
,"Nos percatamos de que si la hacíamos quedarse a charlar por más tiempo, haríamos que fuese más difícil para ella realizar su trabajo, así que levantamos nuestros traseros para evitar interferir aún más con sus labores."
Ushiromiya George,"""Entonces, ¿vamos a la mansión? Probablemente todos tienen hambre, ¿cierto?"""
Ushiromiya Jessica,"""Cierto. Estoy muy entusiasmada por la comida de Gohda‐san. Parece que era un chef en un hotel famoso, ¡así que es súper bueno cocinando!"""
Ushiromiya Battler,"""¡Oo‐Ooh! ¡¡Bien, lo espero con ansia!! ¡Vamos, María! ¡¡Vamos a llenarnos como cerdos!!"""
Ushiromiya Maria,"""¡Uu! ¡A llenarnos como cerdos!"""
Ushiromiya George,"""No, ¡no! No puedes tomarte en serio todo lo que Battler‐kun dice, ¿está bien? Porque todo son bromas. Muy bien, vamos."""
,"Bajo la orientación de Shannon‐chan, nos dirigimos hacia la mansión."
,"Encontrándonos de nuevo con el magnífico jardín de rosas, continuamos avanzando hasta que apareció ante nuestra vista... la intimidante mansión de la rama principal de la familia Ushiromiya."
,"Aparentemente había sido construida un poco después de la guerra, por lo que se podías sentir cómo deprendía la dignidad de casi medio siglo."
,"En la superficie, el edificio era magnífico, pero al ser tan antiguo, no parecía contar con las comodidades en las casas modernas, como el aire acondicionado."
,"Según Jessica, en pleno invierno era realmente duro, con todas esas corrientes de aire."
,No es como si no pudieran simplemente sacar el {c:86ef9c:kotatsu}.
,"En cuanto ingresamos al vestíbulo de la entrada, un viejo sirviente nos dio la bienvenida.{n}A él sí que lo recordaba."
,"Como el miembro más antiguo del personal, Genji‐san ({p:0:源次}) era el jefe de los sirvientes."
Ronoue Genji,"""Battler‐sama, no nos hemos visto en un largo tiempo."""
,"Al encontrarse nuestras miradas, nos saludó con una voz serena."
,"Él no dio una reverencia tan refinada como la de Gohda, pero aun así, y aunque se sentía algo rústica, era una reverencia que tenía sentimiento."
Ushiromiya Battler,"""Genji‐san, ¡definitivamente ha sido bastante tiempo! Te ves bien."""
