Speaker,Spanish (ES)
Ushiromiya Kinzo,"""... Muy bien. ¿Cómo se resolverá este juego?... Puedes rendirte, o te puedes resistir... En cualquier caso, será un banquete verdaderamente entretenido en el que vale la pena apostar lo poco que me queda de vida."""
,"En su estudio tenuemente alumbrado que en ocasiones era iluminado por los rayos, Kinzo siguió farfullando, riendo solo."
,"En el reloj antiguo de intrincado diseño que había estado descansando en su escritorio, las dos manecillas superpuestas se inclinaron a la derecha, y comenzaron a deslizarse."
,La medida de tiempo que contaba 24 había vuelto a 0 y había empezado a contar de nuevo...
Ushiromiya Kinzo,"""... Medir la hora es algo fenomenal. Se arrastra hasta 24 en el transcurso del día, y entonces regresa a 0... No cabe duda de que cuenta hasta 23:59 hrs. Sin embargo, ¿es alguna vez capaz de alcanzar las 24:00?... Si crees que regresa a 0:00 hrs de nuevo sin llegar a 24, qué insustancial parece."""
,"¿No es eso lo mismo que la vida de una persona? Vives, apuntando a un 24 perfecto, y en el instante en que lo alcanzas, regresas a 0."
,"Las personas seguramente elogiarán a los difuntos, diciendo que él alcanzó realmente el 24, pero lo más seguro es que no sea un 24."
,"... Después de todo, eso es el 0."
Ushiromiya Kinzo,"""Yo soy diferente... Yo viviré y llegaré al 24. Eso en sí mismo es la Tierra Dorada... Porque esa es la morada de Beatrice."""
,Kinzo había estado revolviendo torpemente unas cartas de tarot durante un tiempo.
,"Parecía como si el estuviese tratando de adivinar su propia suerte, y repitiéndolo de nuevo cada vez que no le gustaba el resultado."
,La acción más prohibida en la lectura del tarot es tratar de predecir lo mismo dos veces.
,"Eso es una blasfemia contra el resultado de la adivinación, y también es una profanación contra los seres superiores a los humanos, que nos dan oráculos a través del tarot."
,"Sin embargo, Kinzo lo sabía."
,"La razón por la cual las cartas del tarot no debían ser usadas dos veces era que, como no eran más que un generador aleatorio de números, era natural que si las leías dos veces, un resultado diferente podría aparecer."
,"... Por lo tanto, leer dos veces estaba prohibido para poder preservar la misticidad de los resultados."
,"... Sin embargo, eso no significaba que Kinzo no tomara seriamente la lectura del tarot."
