Speaker,Spanish (ES)
Shannon,"""¿Revisaste los artículos del baño?"""
,"""Síp, repasé toda la lista."""
Shannon,"""¿Te asegúraste de que estuvieran orientados en la dirección correcta cuando los colocaste?"""
,"Sí, por supuesto. Todo está como dice la lista."""
Shannon,"""*Risita*, gracias. Genji‐sama, las habitaciones de huéspedes están listas."""
Ronoue Genji,"""Buen trabajo. Asegúrate de revisar todo tú misma, Shannon. Adicionalmente, la señora nos ha ordenado cambiar el mantel del comedor otra vez."""
Kumasawa Chiyo,"""Ay, ay, ¿de nuevo? Si nos esforzamos tanto en cambiarlo más temprano."""
Ushiromiya Natsuhi,"""El color de ese mantel simplemente no termina de encajar. En cuanto lo vi en la habitación, me di cuenta de que no combinaba para nada. Deberíamos usar otro mantel."""
Ushiromiya Natsuhi,"""Ah, y ¿confirmaste que el candelabro en la sala estuviera limpio, verdad? La última vez, Eva-san levantó la mirada y comentó: ""¿Eso es polvo? ¿Y hasta una telaraña?"" ¡Ese incidente no se debe repetir jamás!..."""
Ronoue Genji,"""No se preocupe. Ya ha sido cuidadosamente inspeccionado y limpiado. Haré una última revisión de todo por mi cuenta."""
Ushiromiya Natsuhi,"""¿Es así? Muy bien. Yo haré lo mismo. Shannon, llévate a los sirvientes más jóvenes y prepara un nuevo mantel. Intenta encontrar algo blanco, que transmita una sensación más limpia."""
Shannon," ""S‐Sí, como desee."""
,Natsuhi estaba incluso más tensa de lo normal y caminaba ladrando órdenes aquí y allá.
,"Aunque el cielo ya empezaba a oscurecer, los sirvientes se movían con gran apuro."
,Mañana será la conferencia familiar anual.
,"No era tan extraño que los núcleos familiares de los hermanos visitaran la isla, pero esta era la única ocasión en la que todos se reunían."
,Era el día mas importante del año tanto para la familia Ushiromiya como para Rokkenjima.
,"Natsuhi, que además de ser temperamental era extremadamente nerviosa, no dejaba de dar órdenes una tras otra, solo para luego cambiar de opinión o pedir que el trabajo sea realizado nuevamente, manteniendo ocupados a los sirvientes hasta altas horas de la noche."
,"Shannon ahora tenía varios años de experiencia y Natsuhi le había encargado una posición de responsabilidad, lo que significaba que era llamada todo el tiempo para recibir todo tipo de estrictas órdenes..."
," Entonces, cuando Shannon terminó de ducharse y se acostó en la cama de la habitación de los sirvientes, se quedó profundamente dormida, casi de inmediato..."
