Speaker,Spanish (ES)
,... Battler no hacía más que mirar vagamente por la ventana.
,La pelea entre los familiares parecía no tener fin...
,"Al principio, los familiares se habían reunido en la puerta del estudio."
,"Sin embargo, no importaba lo mucho que llamaran, el amo del estudio no respondió ni una vez."
,"Eva y varios de los otros dijeron que deberían abrir la puerta con la segunda llave, la cual Genji poseía."
,"Sin embargo, en un momento de lucidez, Natsuhi explicó que Kinzo había estado de muy mal humor y se había llevado la llave que le había dado a Genji, lo que significaba que ahora él tenía ambas llaves. Ella afirmó que esta era la razón por la que no podían abrir la puerta."
,"Después de que ella se comprometiera a dejarles ver a Kinzo mañana por la mañana sin importar qué, finalmente regresaron al comedor."
,Pero la discusión continuó incluso después de que regresaran allí.
,"El grupo de Eva quería mucho dinero muy pronto, y estaban tratando de amenazar a Krauss de alguna manera y hacerle pagar."
,"... Por haber resuelto el epitafio, Battler, que ahora era una amenaza para la posición de Krauss como líder, les había dado a los demás una posición mucho más favorable."
,"Por otro lado, Krauss y Natsuhi negaron la base misma de su argumento, alegando que nunca se había especificado que la propiedad del oro se entregaría a la persona que resolviera el epitafio."
,"Afirmaron que no se trataba del oro escondido, sino de las reservas de Kinzo, y que seguía siendo propiedad de Kinzo, lo que significaba que era natural que se repartiera tras la muerte de Kinzo con el resto de la herencia."
,"Después de oír esto, el grupo de Eva volvió a exigir que se les permitiera ver a Kinzo."
,... Probablemente ha sido obvio desde el principio.{n}Esta lucha entre hermanos solo puede ser resuelta por Kinzo...
,"Era obvio que este enfrentamiento era entre el grupo de Eva, que quería dinero rápido, y Krauss, que escondía su falta de fondos pero todavía no tenía necesidad de dinero inmediato."
,"Mientras escuchaba vagamente la conversación... Battler se sorprendía de cómo, a pesar de sus aires de riqueza, estaban sumidos en deudas hasta el cuello..."
Ushiromiya Krauss,"""¿No dijiste eso ya hace un rato? Suficiente, tomemos un descanso. Estamos repitiendo lo mismo una y otra vez."""
,"Según el reloj, eran casi las 24:00."
,"Ciertamente, era una hora perfecta para un descanso."
,El ambiente se relajo un poco...
Ushiromiya Hideyoshi,"""'Toy de acuerdo. 'Taría bien pa' ambos la'os tomar un descanso... Así que, ¿por qué no usamos la grabadora después del descanso? Ya me cansé de discutir sobre lo que se dijo y lo que no."""
Ushiromiya Eva,"""En serio. No podemos no registrar lo que sucede, no cuando Nii-san puede cambiar su discurso sobre algo que ha dicho hace poco tiempo tan fácilmente."""
Ushiromiya Kyrie,"""Con un registro escrito, tan solo escribirlo sería una molestia, y su falsificación sería posible."""
Ushiromiya Rudolf,"""Cierto... Aniki, ¿esta cosa funciona?"""
Ushiromiya Krauss,"""¿La grabadora?... Ya veo. De este modo, podemos llevar un registro sin molestarnos en escribirlo, y la falsificación será imposible. Es justo para ambos lados."""
Ushiromiya Natsuhi,"""¡Asegúrate de no arruinar nada!... ¡Esas son las muy preciadas cintas de música de padre!"""
,La digna grabadora llevaba un aura que encajaba perfectamente con el majestuoso comedor.
,"En las agradables mañanas de domingo, a veces era utilizada para reproducir cintas o grabaciones famosas."
,"Sin embargo, ahora, era el contenedor del registro más neutral e imparcial de la conferencia..."
,"Rudolf rebuscó al azar en la estantería de cintas, en busca de una cinta en blanco."
,"Y cada vez que encontraba una cinta con música ""sofisticada"", se reía de lo pomposa que era."
Ronoue Genji,"""Discúlpenme... ¿me llamaron?"""
Ushiromiya Rosa,"""Nos tomamos un descanso. Lo siento pero... ¿nos prepararías algo de beber? Y quizá unas galletas también estarían bien."""
Ronoue Genji,"""Como ordene. Las prepararé enseguida..."""
Ushiromiya Rosa,"""Lo siento... también... ¿me podrías traer algo de medicina contra el resfriado? Me siento algo afiebrada."""
