Speaker,Spanish (ES)
Ushiromiya Battler,"""... Ya veo... Así que no se trataba de una bruja, sino de una amante que vivió en esta isla llamada {f:5:Beatrice}..."""
Ushiromiya Battler,"""... ¡Por lo que podría haber más de 18 personas! Lo que significa que puedo derrotar esa línea de razonamiento que dice que, si fuese imposible para todas las 18 personas, sería un crimen que implica el uso de magia... Esa información es muy importante."""
Ronove,"""Disculpe. Battler‐sama, ¿qué tal algo de té negro y galletas?"""
,"El mayordomo de Beato, que se llamaba a sí mismo Ronove, apareció de la nada."
,Sobre la bandeja de plata que sostenía había un plato lleno de galletas y un humeante té negro de aspecto delicioso.
,"... No me gusta para nada la sonrisa de este tipo.{n}Por alguna razón, no parece una sonrisa usada para saludar cordialmente a un invitado.{n}Siento como si se burlara de mí por alguna razón."
,"... No sé si él realmente me toma por idiota, o si es solo una broma o algo, pero me está irritando de verdad."
Ushiromiya Battler,"""... No quiero nada. Estoy ocupado ahora. Déjame en paz."""
Ronove,"""Oh, vaya. Qué pena, las galletas están muy deliciosas. Cocinadas tan maravillosamente que sería una pena desperdiciarlas en un simple humano, de verdad que son unas galletas maravillosas."""
Ushiromiya Battler,"""Comeré algunas cuando me apetezca. Déjalas por ahí y vete de aquí."""
Ronove,"""¿Será eso aceptable? Entonces eso haré. Puede comérselas cuando estén frías y duras, y luego lamentarse cuanto quiera de no habérselas comido cuando estaban recién horneadas."""
Ushiromiya Battler,"""... Eres muy molesto... Bueno, eres mucho mejor que esa Beato, que siempre está haciendo esa escalofriante risa justo al lado de mi oreja."""
Ronove,"""Oh, sí, eso es muy cierto. Hay momentos en los que la risa de milady se vuelve bastante indecorosa. Cada vez que la escucho, pienso en mi noble rango, y me resulta doloroso comprender por qué alguien como yo tiene a una persona así como su ama. Pu ku ku ku..."""
Ushiromiya Battler,"""... Sí que eres raro. Si no te gusta, ¿por qué no puedes simplemente dejar de trabajar para ella?"""
Ronove,"""Seguir sirviendo a pesar de eso es la dicha de los muebles. Si no lo hiciéramos, no funcionaríamos como tales."""
Ronove,"""... Dejemos eso a un lado. ¿Cómo ha estado avanzando el juego? Hace un momento, creo que le escuché decir que había encontrado una buena información, y estaba complacido por eso. Me pregunto qué se le ha ocurrido con su superficial ingenio."""
,"Mientras Ronove se burlaba de mí y se reía, siguió mis instrucciones al pie de la letra y colocó el té negro y las galletas en un lugar cercano."
Ronove,"""... De todos modos, parece que está ahora más confiado con respecto a la existencia de la 19.ª persona, ¿cierto? ¿Sería tan amable de permitirme escuchar su opinión?"""
Ushiromiya Battler,"""... Sí, seguro. La diré frente a Beato de todos modos. No hay razón para esconderla."""
Ushiromiya Battler,"""... Está bien. Parece que hay una mansión oculta en algún lugar de esta isla, y que el abuelo tenía a su amante viviendo allí. En ese caso, la pregunta que me ha estado atormentando sobre si hay 18 o 19 personas puede resolverse facilmente."""
Ronove,"""Aunque usted niega a las brujas, se ha quedado atrapado en un callejón sin salida por su propia cuenta al negarse a buscar al culpable entre uno de los 18"""
Ushiromiya Battler,"""... La manera más fácil de negar la existencia de las brujas sería dudar de una de las 18 personas... No es tan fácil para cada uno de los 18 tener una coartada. Siempre encuentras al menos una persona con una coartada poco sólida. ... Yo podría negar a la bruja para siempre si usase a una persona como sacrificio."""
Ushiromiya Battler,"""Sin embargo, ¡¡me niego a hacer eso!! ¡Aah, es inútil, es totalmente inútil! ¡Entre las 18 personas se encuentran mis padres, mis parientes y mis primos! También están esos confiables sirvientes, que a veces son serios y a veces graciosos. ¡¡No me permitiré usar a ninguno de ellos como un sacrificio!!"""
Ushiromiya Battler,"""En el pasado, mi determinación vaciló. Es así como Beato me atacó donde mi corazón era débil."""
Ronove,"""... Aceptar y entender nuestras propias debilidades. Eso no es algo que a menudo se pueda lograr. Battler-sama, usted está usando esta teoría sobre la 19.ª persona como una lanza... O debería decir, ¿un escudo?"""
Ronove,"""En cualquier caso, a diferencia de lo mal preparado que estuvo en los juegos hasta ahora, digamos que usted ahora tiene una brújula sobre cómo luchar... Es un gran avance. Con esto puede sospechar de la 19.ª persona y puede proseguir con la teoría de que el culpable es un humano, sin tener que dudar de las 18 personas que usted ama y respeta."""
Ushiromiya Battler,"""Exactamente. Como en el primer juego, cuando Kanon-kun fue asesinado en la sala de calderas... y en un montón de otras situaciones, hay innumerables trucos que podría utilizar sin dudarlo en caso de que existiera la 19.ª persona."""
,"En el primer juego, Kanon-kun había sido asesinado en la sala de calderas."
,"Se podría pensar que fue atacado por Kumasawa-san, quien había bajado con él a la sala de calderas, o tal vez que alguien que anteriormente parecía estar muerto en realidad estaba fingiendo, y luego emboscó a Kanon-kun en la sala de calderas. De cualquier manera, fue un movimiento que me obligó a sospechar de uno de los 18."
,"Sin embargo, al proponer simplemente la existencia de una 19.ª persona, ya no hay necesidad de sospechar de uno de los 18 por ese asesinato en la sala de calderas."
Ushiromiya Battler,"""¡En resumen! ""Imposible para alguno de los 18 = El culpable es una bruja""... es una ecuación que ahora puedo negar."""
,"Utilizando este argumento, podemos abordar nuevamente la cuestión que se ha planteado una vez más en este juego, ""¿Quién le dio la carta a María?"", y dar una fácil explicación."
," Incluso si las 18 personas tienen coartadas, puedo explicarlo todo fácilmente diciendo que una 19.ª persona fue a verla y le dio la carta."
Ronove,"""... Mmm, umm. Pienso que es un buen movimiento. ¿Cómo debería contraatacar?"""
Ronove,"""... Battler-sama, a pesar de su comprensión, todavía hay varios puntos débiles. Quizás el ""ataque a las 18 personas"" sea un movimiento efectivo. Como un intento para juzgar lo fuerte que es su defensa, puede ser interesante desafiar ese punto nuevamente."""
Ushiromiya Battler,"""¡¿Entonces cómo lo harías, demonio mayordomo?!..."""
Ronove,"""... Creo que sería apropiado atacar a esta pieza que representa a la 19.ª persona que acaba de jugar. Battler-sama, ¿ha conocido a esta 19.ª persona? ¿Podría, por favor, mostrar alguna prueba de que esta 19.ª persona existe?"""
