Speaker,Spanish (ES)
,"""Y entonces, como puede ver, se le dirá al público que, entre las obras presentadas al primer concurso de novelas de misterio de la Compañía X, se envió una obra de la asombrosa Hachijo bajo un nombre falso una vez más..."""
,"""¡Por supuesto, ya habremos producido una versión cinematográfica y un drama televisivo, ¡todo estará listo para un lanzamiento simultáneo y coordinado! ¡¡Espero que con esto quede claro cuán ansiosos estamos en la Compañía X por recibir su manuscrito!!"""
Hachijo Tohya,"""¿Y habrá premio en efectivo?"""
,"""¡Pero claro que sí! ¡El premio de diez millones de yenes del primer concurso de novelas de misterio de la Compañía X será todo suyo! ¡¡Y mucho más!!"""
Hachijo Tohya,"""Espléndido. Has captado mi interés. Por eso he decidido no escribirlo."""
,"""""¡¿¡¿Quééééééééééééé?!?! ¡¡¡S-Señora Hachijo, ¿pooooooor quéééééééé?!!!..."""""
,"Todo parecía ir tan bien hasta ese momento, que este rechazo repentino hizo que las personas de la editorial se desplomaran en el sofá."
Hachijo Tohya,"""Este pequeño esquema suyo es mucho más interesante que el manuscrito que escribí. Por eso esto no es adecuado para su compañía... Siempre fue una historia sin valor. Prosa basura para tentar a mis lectores ignorantes a prescindir de su propia ignorancia y sentir que han agotado los límites del razonamiento."""
Hachijo Tohya,"""Esperaba que reconocieran la ironía y se rieran de su propia necedad, pero parece que se lo han tomado en serio. Sí, puedo decir que estoy avergonzada de mi propio fracaso como escritora."""
,"""¡N-No, por supuesto que no! ¡Por favor, perdónenos! ¡Por favor, permítanos usar su obra!"""
Hachijo Tohya,"""... No necesito dinero, pero algo de comida para mascotas estaría bien."""
,"""¿Comida para mascotas? ¡A-Ah, para su gato!..."""
,"""¡Hubo un rumor de que tenía un gato que le gustaban las ciruelas secas! ¡S-Sí, como desee!... ¡Rápido, traigan un surtido de ciruelas secas de alta calidad!"""
Hachijo Tohya,"""Solo come las que están empacadas individualmente, a 200 yenes cada una... A este ritmo, morirá de hipertensión. Además, siempre merienda kimchi y sopa de miso picante... En serio, debe haber algo malo con el paladar de esa gata."""
,¡Miau! La gata maulló una objeción desde donde estaba acostada en la parte superior de la estantería.
Hachijo Tohya,"""No puedo darles este manuscrito, pero ¿qué les parece si escribo uno nuevo para el concurso de su compañía? Sin embargo, no lo escribiré bajo mi nombre. Se estima que miles de manuscritos se enviarán para su concurso. Si logran identificar el mío entre ellos y consideran que merece el premio, entonces estaría feliz de continuar nuestra conversación de hace un momento... ¿Qué les parece?"""
,"""""¡S-Sí, por supuesto! ¡Solo el honor de recibir su manuscrito es más que suficiente!"""""
Hachijo Tohya,"""Las personas como ustedes son realmente divertidas, son tan aduladoras y serviciales todo el tiempo. Pero me he cansado de esto por hoy. Váyanse ya. Reunirme con los hijos del hombre puede ser tan agotador."""
,"""""¡¡Gracias!! ¡¡Estamos profundamente agradecidos por su amabilidad al permitirnos esta reunión!!"""""
,Un sirviente guió a las personas de la editorial hacia la puerta.
,"En el estudio, que finalmente quedó en silencio, Hachijo Tohya dejó escapar un suspiro, se dejó caer en el sofá y miró al techo."
Hachijo Tohya,"""Es agotador, pero la estimulación de hablar con un hijo del hombre no está tan mal, en pequeñas dosis."""
,"""... Es bueno para ti hablar con la gente de vez en cuando... Te volverás senil si te quedas encerrada todo el tiempo."""
,La gata negra saltó de la estantería y aterrizó suavemente en la alfombra.
