Speaker,Spanish (ES)
,"El almuerzo terminó, y los sirvientes recogieron la vajilla y fueron a la cocina.{n}El viento y la lluvia no se debilitaron ni fortalecieron, y la isla permaneció aislada del mundo exterior."
,"Parecía que, en un principio, Natsuhi había planeado no dejar que nadie pusiera un pie fuera de la habitación, pero cuando llegó la hora de preparar al almuerzo, finalmente se dio cuenta de que era imposible."
,"Sin embargo, con el fin de evitar dejar solo a cualquiera en la cocina, le dijo a los tres sirvientes que fueran juntos."
,"Por eso, los sirvientes fueron los primeros quienes obtuvieron el derecho de salir del congestionado salón, que había estado repleto con once personas."
,"Ya que habían desayunado justo después del terrible incidente, y gran parte de ellos no habían comido mucho, todos comieron sus almuerzos en silencio."
Kumasawa Chiyo,"""Yo lavaré los platos, así que pueden descansar un poco, Genji‐san, Kanon‐kun. ¿Quieren algo para beber?"""
Ronoue Genji,"""... No necesito nada. ¿Kanon?"""
Kanon,"""... Yo tampoco necesito nada."""
Kumasawa Chiyo,"""Ustedes deben haber estado muy ocupados, y desde tan temprano en la mañana... No es extraño que estén exhaustos..."""
,"El único sonido era el de Kumasawa lavando los platos, que resonaba en toda la cocina."
,"Genji y Kanon se sentaron en unas sillas a poca distancia, con los ojos ligeramente cerrados."
,"Tal como Kumasawa había dicho, esos dos estaban muy fatigados."
,Pero eso no significaba que pudieran demostrarlo frente a los familiares.
,Evitarlo era una de sus virtudes.
,"Después de dejar al silencio continuar por un rato, Kanon abrió su boca y murmuró."
Kanon,"""... Shannon... ¿Por qué... tenía que morir de una manera tan horrible?..."""
Ronoue Genji,"""... Olvida cómo murió. No fue más que... mala suerte."""
Kanon,"""... Tienes razón. No fue nada más que mala suerte..."""
,Ambos guardaron silencio otra vez. La expresión de Kanon estaba llena de dolor.
Kumasawa Chiyo,"""Pensar que Shannon‐chan está muerta... Aún no lo puedo creer. Pobre, pobre Shannon‐chan... No ser capaz de verla nuevamente parece una mentira... Lo que daría por ver la cara sonriente de esa niña una vez más..."""
,Kumasawa habló dándoles la espalda.
,"Después de todo, Kumasawa no había visto el cadáver de Shannon, así que no le daba problemas mencionar la cara de Shannon."
,"Cuando Kanon oyó esas palabras, le recordaron una vez más cómo solo había quedado la mitad del rostro de Shannon, y su expresión de dolor se acrecentó aún más..."
Kanon,"""... ¿Por qué {f:5:Beatrice}‐sama le hizo eso a Shannon? Si quería un sacrificio, había muchos otros para elegir... ¿Por qué?... ¡¿Por qué?!"""
Ronoue Genji,"""... No fue nada más que mala suerte. Si la suerte hubiera resultado ser diferente, tú o yo podríamos haber estado tirados allí."""
