Speaker,Spanish (ES)
Ushiromiya Kinzo,"""... {f:5:Beatrice}. Llevo un rato llamándote. ¿No me escuchaste?..."""
{f:5:Beatrice},"""... Mmm. ¿De verdad? Mis disculpas. Estaba perdida en mis pensamientos. Perdóname."""
Ushiromiya Kinzo,"""El clima está agradable... Ya veo, puedo entender por qué el clima te ha robado el corazón. ¿Quieres tomar tu té negro aquí?..."""
{f:5:Beatrice},"""... ¿Quién... soy?"""
Ushiromiya Kinzo,"""... Traeré un poco de té negro ahora. Espera aquí un momento."""
{f:5:Beatrice},"""Olvídate del té negro. Habla conmigo."""
Ushiromiya Kinzo,"""... Muy bien."""
,Kinzo había utilizado la excusa de ir a traer té negro para intentar interrumpir la conversación por el momento... Pero su intento había sido muy obvio.
,"Me senté en la silla del jardín y le hice señas a Kinzo para que hiciera lo mismo.{n}Kinzo se sentó pesadamente, exagerando su edad."
,"Durante un rato nos sentamos, apreciando el silencio..."
{f:5:Beatrice},"""... ¿Quién soy?... Hasta hoy, nadie me ha respondido a esta pregunta. Por alguna razón, todo el mundo desvía la mirada y me evade."""
Ushiromiya Kinzo,"""..."""
{f:5:Beatrice},"""... Te conozco desde hace mucho tiempo. Te considero mi mejor amigo, incluso como un padre... Es por eso que deseo tanto que me lo digas. Tú debes saber... quién soy."""
Ushiromiya Kinzo,"""... ¿Por qué te preocupas por algo así? Tú eres {f:5:Beatrice}. La ama de esta mansión, ¿cierto?... ¿Qué más quieres saber?"""
{f:5:Beatrice},"""... No lo sé."""
Ushiromiya Kinzo,"""¿Qué pasa?... ¿Ni siquiera tú misma entiendes qué es lo que quieres saber? Eso es desconcertante. En mi juventud, a veces me encontraba con ganas de jugar en el laberinto sin salida del pensamiento. Quizás sea eso lo que te preocupa..."""
,"Kinzo se rió como si fuera un asunto trivial... Sin embargo, no pude evitar tener la sensación de que este comportamiento no era más que otro intento de obligarme a dejar de preguntar."
{f:5:Beatrice},"""... Hmph... Así que ni siquiera tú vas a decírmelo... después de todo."""
Ushiromiya Kinzo,"""No hay nada que decir. Tú eres {f:5:Beatrice}. ¿No es eso más que suficiente?"""
{f:5:Beatrice},"""... No, eso no es... Lo que quiero saber no es mi nombre. Quiero saber... quién... soy."""
{f:5:Beatrice},"""... ¿Quién soy, qué soy?... ¿Cuánto tiempo he estado aquí... y cuánto tiempo continuaré mis días aquí?"""
Ushiromiya Kinzo,"""... Realmente debería traer un poco de té negro. ¿No crees que sería un desperdicio si no disfrutamos de este agradable clima?"""
{f:5:Beatrice},"""..."""
Ushiromiya Battler,"""... ¿De qué se trata todo esto?... De alguna manera, se parece a la historia de tu pasado, ¿verdad?"""
{f:5:Beatrice},"""Algo así... Pensar que iríamos tan atrás..."""
Ushiromiya Battler,"""Preguntándote quién eras... Parece que incluso tú tuviste ese tipo de preocupaciones existenciales."""
{f:5:Beatrice},"""... Eso era de esperarse. En aquel momento, era incapaz de entender quién era, o por qué estaba viva."""
Ushiromiya Battler,"""Bueno, en la pubertad, todo el mundo se ve atrapado por esas preocupaciones filosóficas, preguntándose así mismos qué sentido tiene su vida, al menos una vez. ¿No significa eso que has tenido ese encantador periodo al menos una vez en tu vida?"""
{f:5:Beatrice},"""... Yo había estado en esa mansión desde que nací. Y solo vivía dentro de la mansión. Por supuesto, podía salir al jardín, pero los alrededores de la mansión estaban rodeados por verjas muy altas por las que no podía salir, y me dijeron severamente que no debía irme."""
{f:5:Beatrice},"""... Podía caminar libremente por la mansión y el jardín, pero mi deseo de dar un solo paso más allá de estos por mi propia voluntad nunca fue concedido."""
