Speaker,Spanish (ES)
,"Vi una figura, que aparentemente era el conductor, abrir un paraguas y acercarse a mí..."
,"""... ¿Es este tu jardín?"""
,"Me preguntó la sombra.{n}Por supuesto, no podía responder..."
,"""... Si lo es, entonces debo disculparme. Sí, en un día con un clima tan agradable, cualquiera querría echarse una siesta en un jardín tan encantador como este... Y sin embargo, a menos que mi memoria me falle..."""
,La figura se agachó y me miró a la cara... Era una mujer.  
,"""El sitio en el que estás durmiendo es una vía pública. ¿Quieres convertirte en un cadáver atropellado?... O tal vez ya lo eres. Bien, entonces, ¿cuál de las dos eres?"""
,Yo... me agarré el pecho.  
,Sentí que debía responder de alguna manera para comunicarme con ella.
,"Así que, después de mucho esfuerzo... logré dejar escapar un leve gemido."
,"""... Ya veo. Entonces aún no eres un cadáver."""
,Y así... fue como conocí a Ikuko.
,"""... El cuerpo está en un estado muy frágil. Además, es probable que haya problemas de memoria. No lo sabremos con certeza hasta la tomografía, pero es posible que también haya daño cerebral."""
,"""Es una suerte que solo tengamos que lidiar con eso. Si hubiera pasado más tiempo en un lugar así, las cosas habrían sido mucho peores."""
,"""... Cierto. En cualquier caso, recomiendo que esto se revise en un hospital."""
,"""Gracias, doctor... Por favor, manténga esto fuera del registro. No es mucho, pero aquí tiene algo de dinero por las molestias."""
,"""No veo razón para hablar de esto innecesariamente, pero... No, no, no podría aceptar tanto..."""
,"Al final, el doctor tomó el dinero y juró guardar silencio sobre el asunto.  "
,"Eventualmente, Hachijo regresó."
,"""Oh, has despertado. ¿Cómo te sientes?..."""
,"Asentí débilmente, haciéndole saber que por ahora no estaba tan mal."
,"... Pero... ¿dónde estoy?  {n}Una habitación de la que no tengo absolutamente ningún recuerdo... en una casa totalmente desconocida.{n}Y, antes que nada, aquí hay una mujer que nunca había visto..."
,"""Para empezar, permíteme presentarme. Soy Hachijo Ikuko. No me molesta si me llamas Ikuko de manera amistosa, o si prefieres llamarme Hachijo‐san y mantener un tono más formal."""
,... Hachijo... Ikuko.
Hachijo Ikuko,"""La familia Hachijo posee muchas tierras y es bien conocida por estos lares... A diferencia de mis talentosos hermanos, yo soy lo que podrías llamar un poco excéntrica. Después de meterme en más travesuras de las que me convenían, mis padres finalmente perdieron la paciencia y me echaron. Ahora estoy confinada en esta casa."""
Hachijo Ikuko,"""... Como pasatiempo, me gusta leer novelas de detectives... y también escribirlas.  Mi edad... es el secreto de una mujer soltera. Mi corazón es el de una chica, pero me estoy acercando al punto en el que llamarme así sería cada vez más absurdo. Jejejejeje."""
,"Con lo confusa que estaba mi mente, era extremadamente difícil entender de qué estaba hablando."
,Sin embargo... pude notar el hecho de que estaba tratando de hablarme de manera alegre.
Hachijo Ikuko,"""... Entonces, ¿cuál es tu nombre?"""
,... Mi... nombre...
,...
,"Lógicamente, sé que, siendo un humano, debo tener un nombre."
,"Y, tengo la sensación de que, en efecto, tuve un nombre."
,"... Sin embargo, por más que intentaba recordarlo, solo hacía que me doliera la cabeza..."
Hachijo Ikuko,"""¿Puedes recordar algo además de tu nombre?..."""
,"""..."""
,¿Quién... soy...?
,"Mi cabeza... no, incluso mi corazón era como un caos de carne desgarrada... y no podía recordar nada... ni siquiera quién o qué era..."
,Pero debo recordar.
,Tenía algún tipo de propósito... o tal vez una misión.
,Con el fin de recordar eso... primero debo recordar quién soy.
,¿Quién soy?... ¿Cuál es mi nombre?... ¿Dónde nací.. y cuál era mi fecha de nacimiento?...
,"Necesito recordar algo, cualquier cosa..."
,...
,"""... Edad..."""
Hachijo Ikuko,"""¿Edad? *risita*. Ese es mi pequeño secreto."""
,"""... Dieciocho..."""
Hachijo Ikuko,"""¡¿Te parece que tengo dieciocho años?!..."""
,"""... Yo... tengo dieciocho..."""
