Speaker,Spanish (ES)
,"En la Tierra Dorada, la silenciosa lluvia seguía cayendo."
,En la pérgola... estaba sentada la triste bruja cuyos ojos habían perdido su brillo... y Battler.
,"{f:5:Virgilia} también se encontraba ahí.{n}... Estaba sentada junto a Beato, tejiendo en silencio."
,"El juego de {f:5:Lambdadelta} había pasado del clímax del primer crepúsculo, y estaban tomando un descanso."
,"Mirando el jardín de rosas doradas empapado por la lluvia, Battler pensó en el presente, lo que estaba por venir, y lo que había ocurrido hasta ahora..."
,"Para Battler, pensar en sí era una batalla."
,"Aun con el juego en pausa y Beato incapaz de hablar, todavía podía seguir luchando."
,... {f:5:Virgilia} de pronto dejó de tejer.
,Battler también lo notó.
,"... Ya que, aunque se suponía que nadie podía visitar este jardín, había notado a una figura acercándose."
{f:5:Virgilia},"""... Qué extraño. No mucha gente puede llegar a este lugar."""
Ushiromiya Battler,"""Es ella..."""
,"Esa silueta... que caminaba en la lluvia que caía silenciosamente, sin siquiera un paraguas... era Dlanor."
Dlanor,"""... Ese fue un espléndido {f:5:laberinto} de arbustos. Una forma muy bella de apreciar las {f:5:rosas}."""
Ushiromiya Battler,"""¿Por qué... estás aquí?"""
Dlanor,"""Cuánto tiempo, Miss {f:5:Beatrice}... Discúlpeme, ahora es Miss {f:5:Virgilia}, ¿no es {f:5:así}?"""
{f:5:Virgilia},"""Cuánto tiempo, Dlanor... Ven aquí. No dejaríamos a una invitada en la lluvia."""
Ushiromiya Battler,"""..."""
{f:5:Virgilia},"""No te preocupes. No ha venido a pelear."""
Ushiromiya Battler,"""... ¿La conoces?"""
{f:5:Virgilia},"""Es una de mis viejas amigas del cielo. Esto sí que me trae recuerdos."""
Dlanor,"""Así {f:5:es}. Miss {f:5:Virgilia}} posee un vasto conocimiento de los {f:5:Estudios Divinos}. Con frecuencia he discutido las {f:5:interpretaciones} con ella."""
{f:5:Virgilia},"""Jo jo jo... Mis diversas aventuras intelectuales contigo fueron muy agradables. Me gustaría hacerlo de nuevo algún día."""
Dlanor,"""{f:5:Sí}. Hagámoslo de nuevo algún {f:5:día}. Me encantaría luchar contra usted de {f:5:nuevo}."""
,"Usaron la palabra ""luchar"", pero no sonó como si se refirieran a algo poco agradable.{n}Sonó como algo que se dirían dos viejos rivales de ajedrez."
,"A diferencia de Beato, parece ser que {f:5:Virgilia} siempre se ha comportado propia y cortésmente, por lo que tenía muchos amigos en varios mundos, incluyendo tanto el cielo como el infierno."
,"Sorprendentemente, Dlanor era uno de esos amigos..."
,"Dlanor, quien se había enfrentado a ""mí"" hace tan solo unos instantes, agachó su cabeza como refugiándose de la lluvia, y se sentó en la silla que {f:5:Virgilia} señaló, como una invitada."
{f:5:Virgilia},"""... ¿Te gustaría alguna clase de té negro en particular?"""
Dlanor,"""{f:5:Cualquiera}... Cualquier té hecho por usted es {f:5:magnífico}."""
{f:5:Virgilia},"""Entonces, ¿qué tal Darjeeling?... Battler, Beato, ¿gustan un poco más?"""
Ushiromiya Battler,"""... Sí. A Beato y a mí nos gustaría tomar más... ¿Verdad?"""
{f:5:Beatrice},"""..."""
,"Como era habitual, Beato no respondió... pero si le daban una taza, tomaba de ella de vez en cuando."
,"Todavía quedaba un poco de té en su taza, pero ya estaba frío."
,Así que Battler pidió té para ella también...
Dlanor,"""... He escuchado los {f:5:rumores}... Es lamentable que la Bruja Interminable {f:5:Beatrice}, famosa por su crueldad, haya sido reducida a {f:5:esto}."""
Ushiromiya Battler,"""Ya no está participando en el juego... {f:5:Lambdadelta} es quien está controlando a la Beato del tablero."""
Dlanor,"""Lo {f:5:sé}... Sin embargo, ella es la ama original de este {f:5:mundo}. Y usted ha sido invitado por esa {f:5:ama}. Es por eso que he venido a dar mis {f:5:respetos}."""
,"En el tablero, Beato y yo conocimos a Dlanor."
,Pero esas eran las piezas de esas brujas.{n}No éramos nosotros en verdad.
{f:5:Virgilia},"""¿Es por eso que te has tomado la molestia de saludar a Battler-kun y a Beato aquí?... Veo que eres tan concienzuda como siempre."""
Dlanor,"""Esa es mi forma de hacer las {f:5:cosas}... Un placer conocerle, <Mister> Battler. Mi nombre es Dlanor A. Knox... Jugamos roles rivales, pero es un placer {f:5:conocerle}."""
Ushiromiya Battler,"""... Claro. Soy Ushiromiya Battler. Encantado de conocerte."""
Dlanor,"""Un placer conocerle, Miss {f:5:Beatrice}. Mi nombre es Dlanor A. Knox."""
{f:5:Beatrice},"""..."""
Ushiromiya Battler,"""... Beato. Te está saludando..."""
{f:5:Beatrice},"""..."""
Ushiromiya Battler,"""... Te dice ""bienvenida""."""
Dlanor,"""Se lo agradezco {f:5:mucho}, Miss {f:5:Beatrice}."""
,La bruja y la Inquisidora de Herejía cuya labor era cazar brujas... se saludaron alrededor de una mesa de té rodeada por el aroma del té negro.
,... Era un escenario extraño.
,{f:5:Virgilia} hizo que brotaran mariposas doradas de las palmas de sus manos... y las transformó en una tetera y una lata de hojas de té.
,... Era un juego de té propio de una bruja.
,"Ella era una bruja, así que no era una escena particularmente extraña."
,"... Aunque yo estaba un tanto preocupado respecto a si Dlanor, una Inquisidora de Herejía, podía presenciar tal espectáculo."
Dlanor,"""... No se {f:5:preocupe}. No soy tan grosera como para quejarme de cómo me {f:5:sirven} té."""
Ushiromiya Battler,"""¿Aunque esté hecho con magia?..."""
Dlanor,"""... Hay un juego de té oculto en las sombras, y Miss {f:5:Virgilia} nos está preparando té con él en {f:5:secreto}. Interpretamos y/o juzgamos que ""fue hecho con magia"", y así está escrito en la {f:5:historia}... Es una interpretación permitida incluso por el 9º {f:5:mandamiento} de Knox."""
{f:5:Virgilia},"""Oh vaya... Creo recordar que la interpretación de la Knox n.°9 es un asunto tan delicado que se le ve como un tabú, incluso en la Gran Corte... Aunque sea solo una opinión personal, si se supiera que la Inquisidora General de la Herejía ha dicho algo así, podrían despedirte."""
Dlanor,"""Sin importar cómo lo interprete, no hay nada falso sobre el {f:5:sabor} de su té. Por lo tanto, no me preocupa cómo haya sido {f:5:preparado}."""
Ushiromiya Battler,"""... Ajá..."""
,Aunque se veía fría... tenía un sorprendente tacto.
,"... Si Dlanor llegara a negar que el té negro había sido preparado con magia, probablemente esa magia se desvanecería en un instante."
,"Sin embargo, ya que se había presentado la posibilidad de que existía un juego de té que había sido utilizado para hacer el té, el hecho de que {f:5:Virgilia} hubiera hecho el té era, a fin de cuentas, indiscutible."
Dlanor,"""La magia que esconde sus resultados en la oscuridad es {f:5:malvada}. No puedo {f:5:permitirla}. Sin embargo, la magia que se aplica a un proceso no es necesariamente {f:5:malvada}. Mi enemigo es la maldad, no la magia en {f:5:sí}."""
Ushiromiya Battler,"""Ya veo... Lo importante es que se te ha recibido con algo té, así que es cortesía evitar quejarse de cómo fue preparado."""
,... Así es.
,Es cortesía estar agradecido por el té que alguien más te prepara.
,No tiene nada de elegante meterse a la cocina y supervisar el proceso de hacer el té.
{f:5:Virgilia},"""No se invita a los huéspedes a la cocina. Y cuando pones la mesa, debes adornarla hermosamente para que se sienta la hospitalidad... Toma. Está caliente."""
Dlanor,"""{f:5:Gracias}. Quisiera azúcar y {f:5:leche}."""
{f:5:Virgilia},"""*risita*. ¿Todavía no puedes tomarlo directamente?"""
Dlanor,"""Soy una {f:5:niña}. Debe estar {f:5:dulce}."""
Ushiromiya Battler,"""... ¿Entonces... la magia es... una dulce... mentira?"""
{f:5:Virgilia},"""La palabra ‘mentira’ lo hace sonar mal. La palabra ""embellecimiento"" probablemente sea más apropiada."""
Dlanor,"""Cuando se le dan caramelos a un niño, se puede simplemente sacarlos del bolsillo, o utilizar un maravilloso juego de manos para sacarlos. La impresión con cada método es ampliamente {f:5:distinta}."""
Ushiromiya Battler,"""Eso es porque es más genial sacarlo con un pequeño truco de magia."""
Dlanor,"""{f:5:No}. Es significativo porque embellece el resultado, al dar el caramelo lo hace incluso más hermoso y {f:5:divertido}."""
{f:5:Virgilia},"""... Piensa en cuando le das un caramelo a María-chan. Hay una enorme diferencia entre sacarlo de tu bolsillo y dárselo, o meterlo a escondidas en su bolsillo... y decirle que un hada se lo dio por ser una niña buena."""
Dlanor,"""En mi opinión, sería grosero si después se cuestionaran las coartadas de todos... y se especificara quién lo metió en su {f:5:bolsillo}. Lo importante es el resultado: que la niña recibió el caramelo y se {f:5:alegró}. Y el significado radica en que fue embellecido para {f:5:alegrarla}."""
Ushiromiya Battler,"""... Eso no me lo esperaba. Cuando te apareciste, creí que negarías todo lo que se hiciera llamar magia."""
Dlanor,"""Así es como actúo en mi labor de {f:5:Inquisidora}. Ese es mi {f:5:trabajo}. Sin embargo, cuando no estoy trabajando, no disfruto actuar de una forma tan {f:5:fría}."""
Ushiromiya Battler,"""¿Es esto a lo que le llaman dejar de lado tus sentimientos en el trabajo?... Lo haces bien."""
