Speaker,Spanish (ES)
,La afirmación de Hideyoshi de que la presentación duplicaba el sabor era aparentemente cierta.
,"Los niños y Nanjo, quienes habían sido escoltados hasta la casa de huéspedes, se habían reunido en la habitación de los primos, y estaban comiendo el pastel que Kumasawa les había traído de postre."
,"Era maravilloso y de alta calidad, con abundante crema y estaba decorado con frutas de una forma exquisita. Sin embargo, aunque estaba delicioso, por alguna razón no sabía tan bien..."
Ushiromiya Jessica,"""Jaja, no sabe tan bien sin la presentación de Gohda-san."""
Ushiromiya Battler,"""Pues buena suerte pidiéndole a la abuela Kumasawa que haga la presentación, seguramente dirá que está hecho de caballa."""
Ushiromiya Maria,"""¡¿Uu?! ¡¿En serio?! ¡¿Se puede hacer pastel de caballa?!"""
Kumasawa Chiyo,"""Jo‐jo‐jo‐jo. Oh, sí se puede, si mezclas el jugo exprimido de la caballa con harina y huevos, y luego lo horneas, saldrá todo esponjoso como este pastel. Jo‐jo‐jo‐jo."""
Ushiromiya George,"""Eso sería increíble si fuera verdad. Quizá el pastel de caballa aparezca en el nuevo menú de las tiendas de mi padre."""
Ushiromiya Battler,"""¡Wajajaja! Después de todo, la caballa está llena de nutrientes y tiene una imagen saludable. ¡Podría llegar a ser muy popular entre las mujeres y los ancianos! ¡Pero yo ni siquiera lo probaría!"""
Ushiromiya Jessica,"""Las chicas no comerían algo tan raro."""
Nanjo Terumasa,"""Incluso los ancianos querrían declinar."""
Kumasawa Chiyo,"""¡Jo‐jo‐jo‐jo! ¡Pero si es delicioso!"""
,Levantar el ánimo con chistes de caballa era la especialidad de Kumasawa. Pero el sonido de la intensa lluvia centraba invariablemente su preocupación por la misteriosa invitada.
,"Al final, acabaron agobiando de nuevo a María con preguntas, puesto que era la única persona aquí que había visto a {f:5:Beatrice}."
Ushiromiya George,"""Nunca creí... que esa historia fuera cierta."""
Ushiromiya Battler,"""Por la manera en que lo dices, parece que no es la primera vez que escuchabas a María decir que se reunía con una bruja, aunque tú no le creías."""
Ushiromiya Jessica,"""Así es. Pensaba que era un cuento de hadas bastante típico a esa edad tan imaginativa."""
Ushiromiya Maria,"""¡¡Exiiiste!! ¡{f:5:Beatrice} ""exiiiste""! ¡Todos los años, cuando venimos a la conferencia familiar me encuentro con ella y jugamos juntas!"""
Kumasawa Chiyo,"""Es cierto. Aunque {f:5:Beatrice}‐sama no suele dejarse ver, dicen que a veces se presenta inesperadamente ante gente honesta y de corazón puro para hacerles bromas. Jo‐jo‐jo."""
,{f:5:Beatrice} era un nombre que hace referencia al ser de ese cuento de hadas de la bruja de Rokkenjima.
,"Debido a que la familia y los sirvientes aceptaron públicamente la imagen de la bruja de los delirios de Kinzo para mantenerlo de buen humor, terminó estableciéndose como el cuento de hadas de Rokkenjima, o tal vez una historia de fantasmas..."
,"Para los miembros de la familia que conocían el origen de la historia, la leyenda de la Bruja Dorada no era más que un cuento de hadas. Sin embargo, ellos no eran capaces de decir eso delante de Kinzo."
,"Así que para aquellos que no conocían el origen de la historia, como en el caso de la joven María, no era algo ficticio, sino una auténtica leyenda acerca de una bruja."
,"Por lo tanto, María creía en la leyenda de la bruja. Ella lo creía por completo."
,Era algo normal para una chica imaginativa que creía en las brujas.
,"Por eso las personas evitaban decir cosas que pudieran traicionar sus sueños.{n}Al contrario, se las arreglaban para ilusionarla."
Ushiromiya George,"""Así que cuando María-chan presumía y decía que {f:5:Beatrice} le había dado un caramelo, yo pensé que probablemente alguien había puesto en secreto un caramelo en su bolso o algo así para crear esa impresión."""
Nanjo Terumasa,"""Yo hice cosas parecidas en el pasado, secretamente colocaba dulces en algún lugar para ella. Me imagino que Kumasawa-san también... o mejor dicho, todos los sirvientes y miembros de la familia Ushiromiya han hecho esto una o dos veces."""
Ushiromiya Battler,"""Entonces, si eso va a hacer feliz a un niño pequeño e inocente, a veces lo planean juntos y colocan algunos caramelos en algún sitio. En ese caso, apuesto a que haces ese tipo de cosas todo el tiempo, ¿verdad, George-aniki?"""
Ushiromiya George,"""Quién sabe."""
,Admitirlo sería poco elegante.
,George lo admitió a la vez que procuraba que María no se enterase.
Ushiromiya Battler,"""En otras palabras, es como Santa Claus. Para proteger los sueños de los niños, los padres se compinchan y mienten, poniendo regalos junto a la cama de un niño profundamente dormido."""
Ushiromiya Jessica,"""Es algo natural querer proteger los sueños de los niños. En cuanto a mí, obviamente descubrí que Santa no existía hace mucho tiempo. Pero en caso de haber sido posible no despertar de ese sueño, me habría gustado creerlo toda mi vida."""
Nanjo Terumasa,"""Es porque saben muy bien lo duro que es el mundo, que los adultos al menos quieren proteger los sueños inocentes de un niño."""
Ushiromiya Maria,"""¡¡Uu!! ¡{f:5:Beatrice} existe! ¡¡¡‘Exiiiiste’!!!"""
