Speaker,Spanish (ES)
,Rosa regresó al vestíbulo.
,"Aún era su tiempo de descanso, pero su expresión hacía parecer que no podía conciliar el sueño con toda esa tensión."
Ushiromiya Rudolf,"""... Relájate y recuéstate. A este paso, te será más difícil."""
Ushiromiya Rosa,"""Gracias por preocuparte. Pero aunque lo intente, no puedo dormir... Al menos me duché, así que eso será suficiente. La próxima persona puede descansar."""
Ushiromiya Natsuhi,"""¿Qué hay de ustedes dos? ¿Kyrie‐san? ¿Rudolf‐san?"""
Ushiromiya Kyrie,"""... ¿Qué haremos, Rudolf-san? ¿Descansamos?"""
Ushiromiya Rudolf,"""Puedes hacerlo si quieres. Me quedaré despierto. Es la única cosa varonil que puedo hacer ahora."""
Ushiromiya Kyrie,"""Entonces me quedaré despierta. Quedarme despierta con mi esposo es la única cosa femenina que puedo hacer ahora."""
Ushiromiya Natsuhi,"""... *risita*. Ustedes verdaderamente se llevan bien."""
Ushiromiya Kyrie,"""Al igual que ustedes dos. *risita*."""
Ushiromiya Krauss,"""Parece que Eva y Hideyoshi-san están dormidos. Y, a diferencia de Rosa, ellos no pueden luchar contra su edad."""
,"Como en respuesta a esas palabras, la puerta del salón se abrió violentamente."
,Eva y Hideyoshi regresaron de la habitación de huéspedes.
Ushiromiya Eva,"""Eso no es de tu incumbencia... Oh, Rosa, ¿estás segura de que no necesitas dormir?"""
Ushiromiya Rosa,"""Mira quién habla, Nee-san. ¿Por qué no te lo tomas con calma y descansas?"""
Ushiromiya Eva,"""... No puedo conciliar el sueño. Después de tomar una ducha, mi somnolencia desapareció. Rudolf, Kyrie-san, pueden descansar si quieren."""
Ushiromiya Rudolf,"""Sí, gracias. Bueno, aprecio la intención. ¿Por qué no vas primero, Aniki?"""
Ushiromiya Krauss,"""Qué amable de tu parte. Pero no puedo descansar primero. Es lo menos que puedo hacer como el hermano mayor."""
Ushiromiya Natsuhi,"""No te preocupes, nosotros dos estaremos despiertos hasta el final."""
Ushiromiya Kyrie,"""... *risita*... Por cierto, Eva Nee-san, ¿estás bien? Luces algo pálida."""
Ushiromiya Hideyoshi,"""... Ahora que lo pienso, tienes razón... ¿Mmmm? 'Tás con fiebre, ¿sabes?"""
,Hideyoshi colocó su mano contra la frente de Eva.{n}... Parecía que Eva no se sentía muy bien.
Ushiromiya Rudolf,"""Te lo dije... Eso es lo que pasa cuando rompes tu rutina diaria a tu edad... ¿Es un resfriado?"""
Ushiromiya Krauss,"""... Natsuhi. ¿Podrías llamar al doctor Nanjo?"""
Ushiromiya Natsuhi,"""S‐Sí."""
Ushiromiya Eva,"""... Estoy bien, no se preocupen. Tengo algo de medicina, así que estaré bien... Suelo tener fiebre cuando estoy cansada. No se preocupen."""
Ushiromiya Rosa,"""... Nee-san, tómalo con calma, ¿está bien?"""
Ushiromiya Eva,"""... Gracias... Si los hermanos estuviesen reunidos sin que yo estuviera cerca, tengo la sensación de que empezarían a hablar de mí a mis espaldas... Es un complejo de persecución de hace mucho tiempo. Lo siento, ¿está bien?"""
Ushiromiya Rosa,"""... No diré nada. Yo nunca diría algo malo de ti cuando no estás, Nee-san."""
