Speaker,Spanish (ES)
Ushiromiya Battler,"""Debimos haber tomado el bote... el bote..."""
Ushiromiya Maria,"""¡Caeeeeeer! ¡Caeeeeeer! ¡¡Uu‐uu‐uu‐uu!!"""
Ushiromiya Rosa,"""¡María, es suficiente!"""
Ushiromiya Rosa,"""Pero qué sorpresa... Y yo pensaba que no había nada que pudiera asustar a Battler‐kun."""
Ushiromiya Rudolf,"""Por alguna razón este tipo no puede soportar los vehículos. Siempre está gritando que va a caerse, hundirse y cosas así. Qué desgracia eres como hombre."""
Ushiromiya Battler,"""Ah, cállate. Esa cosa en verdad que se sacudía demasiado... Solo me estresé un poco, ya que era mi primera vez en un avión pequeño como ese."""
Ushiromiya Eva,"""¿Llamas a eso ""estresarse un poco""? Jejeje, me parece que sería muy entretenido tomar unas vacaciones en el extranjero contigo, Battler‐kun. ¿Te gustaría ir a Egipto con tu tía? ¿Podrías estar 14 horas en un avión?"""
Ushiromiya Kyrie,"""¡Ajajaja! Esa es una buena idea. Battler‐kun, deberías dejar que Eva nee‐san te entrene un poco. De todas formas, ¡es tan gracioso! ¡Ajajajaja!"""
Ushiromiya Hideyoshi,"""Wajajaja, bien, bien, to's tienen sus puntos fuertes y débiles. Es malo reírse de ellos. ¡Wajajaja!"""
Ushiromiya George,"""P‐Papá, tú también estás riendo. Oye, María‐chan, ya para de reírte."""
Ushiromiya Maria,"""¿Parar de reírme? ¡Uu!"""
,"¡Gyah, demonios! ¿Es tan malo tenerle miedo a los aviones?{n}Evidentemente ahora todos piensan que soy un gran zoquete... ¡Tch!"
,"Nos separamos y tomamos taxis desde el aeropuerto para llegar al puerto.{n}Desde ahí, iríamos a la isla en bote."
,"Las islas están muy cerca una de la otra, así que la distancia de viaje no era muy larga.{n}Sería un placentero viaje de 30 minutos a la isla en bote."
,"Antes de ir al muelle donde el bote está anclado, vimos una silueta saludándonos con su mano."
Ushiromiya Jessica,"""¡George nii‐saaan! ¡¡Ha pasado tanto tiempo!!"""
Ushiromiya George,"""¡Ah, Jessica‐chan, ha pasado un año desde que te vi por última vez! Creciste de nuevo, ¿no es así?"""
Ushiromiya Jessica,"""Kyajaja, todos los años dices lo mismo, ¡es vergonzoso!"""
Ushiromiya Battler,"""O‐Oye, Aniki, debes estar bromeando. ¡¿De verdad es Jessica?!"""
Ushiromiya Jessica,"""Espera un segundo, George nii‐san... ¡¿Este tipo grande... es Battler?!"""
,Nos miramos el uno al otro de la cabeza a los pies.
,"Definitivamente no se veía así en mis recuerdos, pero sí que recuerdo {c:86EF9C:su loca manera de hablar}."
Ushiromiya Battler,"""¡Buenas, Jessica! ¡¿Y qué es esto?! ¡Estás bromeando, pareces una mujer ahora! ¿Qué son estos, pechos? ¡Incluso tú pudiste conseguir pechos! Ijiji, ¡déjame masajearlos, déjame~!"""
Ushiromiya Jessica,"""No me fastidies, ¡soy una ruborizante flor de 18 años! Al igual que crece el cabello, ¡las otras cosas también! ¡¿Crees que tengo pechos solo para que puedas masajearlos, perdedor?! ¿Y qué hay de ti, Battler? Quizás te hayas hecho ridículamente gigante, ¡¿pero eres también más fuerte que antes?!"""
Ushiromiya Battler,"""No me fastidies, ¡¡te mostraré cuánto entrenamiento he acumulado desde entonces!!"""
Ushiromiya Jessica,"""¡¡Me haces enojar!! ¡Te venceré en tu propio juego!"""
,Esta obstinada chica es Ushiromiya {p:0:朱志香}.
,"Nació bajo la misma estrella de mala suerte que yo, y tiene un nombre igual de extraño que el mío. De todas maneras, {p:0:朱志香} se pronuncia ""Jessica""."
,Es la hija del hermano mayor de papá.
,"Ese hermano mayor de hecho es el hijo mayor de la familia, así que por ahora, eso significa que Jessica es la heredera directa de la familia Ushiromiya."
,"Como Jessica y yo tenemos la misma edad y hemos tenido riñas entre niño‐niña, estamos acostumbrados a pelear juguetonamente cuando los familiares nos reunimos."
,"Jessica creció más rápido, así que siempre estuvo un paso adelante en cuestiones de tamaño y fuerza física."
,"Entonces, cuando reñíamos en una competencia de fuerza, por lo general ganaba Jessica."
