Speaker,Spanish (ES)
,Había planeado tomar una siesta... pero el barco se estaba sacudiendo demasiado.
,Me di por vencida y subí a la cubierta.{n}Fui bienvenida por el brillante sol y la fuerte brisa marina...
,Amakusa había estado estirándose en la cubierta.
,... Probablemente él también tenía mucho tiempo de sobra en sus manos.{n}Ya que tardaríamos bastante tiempo en llegar a Niijima.
,"Solo habría tomado un par de docenas de minutos en avión, pero existía la posibilidad de que el aeropuerto de Niijima estuviera bajo la red de la familia Sumadera."
,"El puerto probablemente estaría igual. Por esa razón, había conseguido un bote que me permitiera desembarcar evitando el puerto, sin que hicieran preguntas."
,"Me había topado con un alegre capitán de un bote, le pagué generosamente y decidió ayudarme, encantado..."
Ushiromiya Ange,"""¿Aún tomará tiempo?"""
Amakusa Juuza,"""Le acabo de preguntar al capitán, y parece que tomará dos horas más. Bueno, no se le puede llamar a esto un lujo."""
Ushiromiya Ange,"""... El clima sí que está cálido. Se siente como si me fuera a quemar."""
Amakusa Juuza,"""¿Vas a leer a la cubierta? Dañarás tu libro."""
,"Amakusa aparentemente pensó que quería leer, ya que estaba sujetando el diario de María onee-chan bajo mi brazo."
,"Había estado leyéndolo medio dormida, razón por la cual había regresado aún sujetándolo."
Amakusa Juuza,"""¿Cómo va? ¿Piensas que podrás encontrar la verdad de Rokkenjima con el diario de María-san?"""
Ushiromiya Ange,"""... Quién sabe. Sin importar qué tanto investigue lo que pasó en esa isla, no será nada más que una teoría. No hay verdad escrita en el mensaje de la botella o en el diario de Onee-chan, solo un cuento de hadas con una bruja paseándose en los alrededores... Estoy atorada."""
Amakusa Juuza,"""Parece que no hay nada que esperar además de hacerles preguntas a aquellos de Niijima que estuvieron involucrados."""
Ushiromiya Ange,"""Me imagino que los Cazadores de Brujas ya les han bombardeado con preguntas una y otra vez, así que estoy bastante segura de que no encontraré nada nuevo."""
Amakusa Juuza,"""¡Jejaja...! ¡Así que aunque tus esperanzas son tan bajas, de todas formas estás dispuesta a gastar un viaje de medio día en bote para ir a Niijima! En verdad eres caprichosa."""
Ushiromiya Ange,"""... Es como un viaje de autosatisfacción, para poder decir que ""investigué"". No soy tan ingenua como para pensar seriamente que la verdad de hace 12 años será revelada."""
Amakusa Juuza,"""Cuando hayas acabado con esa autosatisfacción, ¿qué planeas hacer?"""
Ushiromiya Ange,"""Quién sabe. No he pensado en ello... Iré a Niijima, preguntaré a algunas personas que estuvieron involucradas... Entonces, después de finalmente llegar a Rokkenjima y dejar algunas flores, mi viaje habrá terminado."""
,... Ya han pasado varios días desde que este viaje dio inicio.
,"Después de que {f:5:Bernkastel} me dijera en el techo de ese edificio... que buscara la verdad de hace 12 años, he iniciado un viaje parecido a intentar sujetar una nube."
,"En ese momento, había sentido algo místico, y tuve la sensación de que podría ser capaz de alcanzar alguna clase de milagro al final de este viaje."
,"... Pero después de que varios días pasaran, mi entusiasmo murió."
,"En ese día, cuando intenté saltar de la cima de ese rascacielos, mi corazón estaba completamente acorralado, y muerto."
,... Así que desde el fondo de mi corazón había querido ser liberada de la jaula de mi cuerpo y elevarme al cielo... había cruzado al otro lado del barandal para poder morir.
,"Tal vez el experimentar el deseo de morir y dar un paso adelante, arrojando mi propio cuerpo... provocó alguna clase de experiencia mística dentro de mi cabeza, haciéndome pensar que había recibido un mensaje de una bruja."
,"... La intensidad provocada por la emoción de saltar disminuyó con el transcurso del tiempo, y mientras regresaba a mis sentidos, este viaje perdía su significado."
,Pero no consideré suspender este viaje solo por eso.
,"Si detengo este viaje, significará aceptar que el mensaje de esa bruja fue una ilusión."
,"Y podría imaginar que eso significaría desechar por completo la promesa que la bruja había hecho, y cualquier oportunidad de que alguien de mi familia pudiera regresar."
,"Así que, ya que me es difícil creer que esas eventualidades fueron una ilusión, he continuado con mi viaje."
,No creo seriamente que este viaje vaya a cambiar algo.{n}... Incluso es mi decisión cuándo terminar este viaje. Es mi decisión escoger dónde está el destino final del trayecto.
,"Al final, este viaje es solo para mi autosatisfacción..."
