Speaker,Spanish (ES)
,"""... Escucha. Soy un ser y a la vez muchos. Lo que relato es nuestra historia. Sin embargo, este es un pequeño mundo sellado entre vidrio y corcho, donde nadie escucha. Una historia que nunca será vista por nadie, encerrando todo lo que soy. Flotando en el océano de mi corazón, desvaneciéndose como restos en el mar..."""
Furfur,"""¡Ah, ¿dónde estoy?! ¡¿Y quién soy?!"""
Zepar,"""¡Entonces dime! ¿Dónde te gustaría que estuviera? ¿Quién te gustaría que fuera?"""
Furfur,"""¡Cualquier lugar estaría bien, siempre que me envuelva con dulzura! ¡No me importa quién sea, mientras me traten con amabilidad!"""
Zepar,"""¡Así es, para nosotros!"""
Furfur,"""¡Para nosotras!"""
,"""""¡El dónde o el quién no tienen importancia alguna!"""""
Clair,"""Así es... Para nosotros, eso es algo realmente insignificante. Al menos, hasta que llegue ese día. ¿Por qué nos vemos obligados a enfrentar un nuevo destino? Es un decreto del destino, tan repentino como inesperado."""
Zepar,"""Este no es el destino que yo deseaba."""
Furfur,"""¡Pero hizo que el corazón latiera con fuerza!..."""
Zepar,"""¡¿Hacia dónde me llevará este nuevo destino?!"""
Furfur,"""¡No importa a dónde sea!"""
,"""""¡Mientras sea un lugar amable para nosotros, para nosotras!..."""""
Clair,"""A ese refugio temporal donde se reúnen los tristes niños sin padres, ¿será el anuncio de la salvación divina o una invitación al juego cruel de un demonio con un nuevo destino? No tenemos forma de saberlo."""
Clair,"""Sin embargo, queremos creer. Creer que esto es el anuncio del {ruby:Fukuin:evangelio}, una salvación ofrecida por Dios."""
Furfur,"""Pero, ¿por qué me elegirían a mí? ¡Yo no tengo fe ni nada parecido!"""
Zepar,"""¡Entonces esto no es un evangelio, es una invitación del demonio!"""
Clair,"""Sin embargo, no tenemos forma de oponernos al destino. Ah... Soy un ser y a la vez muchos. Que este nuevo destino nos traiga bendiciones, eso es lo que deseamos. Es abril de 1976. Una época demasiado fría para hablar de la primavera. El nuevo y extraño hogar, sin cambiar en absoluto, nos atormenta con su aire rancio y las corrientes de viento que se filtran por los huecos..."""
Ushiromiya Natsuhi,"""Estas son las reglas de esta casa. Son estrictas, pero estoy convencida de que lo que aprendan aquí les será útil en el futuro."""
,"""""""Sí, señora."""""""
,Los sirvientes que empezarían a trabajar en abril gritaron al unísono.
,"Las estrictas reglas no cambian, ya sea en la Casa Fukuin o en la familia Ushiromiya."
,"Sin embargo, aquí se recibe un salario considerablemente alto.{n}Además, ofrecen un apoyo sólido para encontrar un nuevo empleo después."
,"Trabajar para la familia Ushiromiya, ahorrar dinero, conseguir un empleo en una buena empresa y abrirse paso hacia una nueva y feliz vida."
,... Ese era el sueño más realista que todos en la Casa Fukuin podían imaginar.
,Pero no cualquiera podía convertirse en sirviente de la familia Ushiromiya.{n}Solo los jóvenes de conducta intachable y con excelentes calificaciones eran recomendados.
,"Por eso, aquellos que deseaban fervientemente salir de la Casa Fukuin y alcanzar la felicidad se esforzaban con dedicación en sus estudios..."
