Speaker,Spanish (ES)
,... ¿Era eso la alarma de alguien?
,Un tono electrónico repicó repetidamente a través de la habitación...
,"Battler, quien se había ido a la cama tarde y no había dormido suficiente, cubrió su cabeza con sus sábanas y esperó a que alguien apagara la alarma."
,"... Pero sin importar cuánto tiempo pasara, el tono electrónico no se detuvo."
, Ya veo.
,"El propósito de un reloj despertador no es solo ser lo suficientemente ruidoso para despertarte, sino también lo suficientemente irritante para que no quieras volver a dormir."
,"Eeey... la alarma está sonando. Hagan que pare, por favor..."
, ¿Por qué la voz al despertar siempre está tan irritada?
," Bueno, tiene sentido. Después de todo, la gente sigue adormilada y de mal humor."
,"Sin embargo, no había absolutamente ninguna señal de que mi voz irritada hubiera causado que alguien se volteara, o se levantara de la cama para detener la alarma."
,"Soltando un profundo suspiro, me puse en pie."
,"Con las persianas de la ventana bajas, casi no había luz que se filtrara y la habitación estaba tan tenue como anteriormente."
,"Incluso si las persianas no estuviesen abajo, no hay forma de que este clima gris pudiera dejar pasar suficiente sol como para hacer de esta una mañana placentera."
,"Los primos seguían enredados en sus sábanas, dormidos profundamente y sin darse cuenta en lo absoluto del timbre."
,"Normalmente, cuando alguien se despierta, los otros lo siguen..."
," Irritado ante el rompimiento de esta Regla del Despertar en Campamentos de Verano que me acababa de inventar, busqué el origen del sonido."
,Podía escuchar que venía de un reloj de muñeca puesto en una mesa.
,"A juzgar por el tipo de reloj, probablemente le pertenecía a George-aniki."
,"De todas formas, cuando presioné aleatoriamente un botoncito en su lado, el sonido se detuvo."
,"Aparentemente, lo había puesto para las 7:00 de la mañana.{n}¿Ya son las 7:00?"
,"Lo siento, pero en verdad siento que no dormí en lo absoluto..."
,Habían dejado las cartas en la mesa como si se hubieran detenido a medio juego.
,... Probablemente habían jugado al cinquillo.
Ushiromiya Battler,"""..."""
,"Maldición, tengo un dolor de cabeza terrible."
,¿Qué demonios ocurrió anoche?
, Esa montaña de oro y la discusión subsecuente entre los familiares... se siente como si hubiese sido una pesadilla...
Ushiromiya Battler,"""Qué estupidez..."""
,El desayuno normalmente era a las 8:00.{n}... Ahora no era un mal momento para despertarse y vestirse.
,Probablemente ni siquiera esos adultos discutirían frente a los primos.
,"... En ese caso, me quedaré con mis primos todo el día."
,"Estoy seguro que podrán apartarme de toda esta charla irritante del oro y ser el sucesor, y todo eso..."
,"De hecho, debería haber hecho eso desde el principio..."
,"Me sentía repugnante, habiendo dormido con mi ropa puesta anoche, lo cual me había dejado lleno de sudor."
,... Supongo que tomaré una ducha.
,Estoy seguro que los otros también querrán hacerlo.
,"A esta edad, es vergonzoso despertarlos agitándoles los hombros.{n}Si prendo el televisor, probablemente todos se despierten.{n}Bueno, al menos prenderé las luces por ahora."
,"... En esta luz tenue, con el suave sonido del viento y la lluvia, en verdad no se siente como si fuera de día."
,"Encendí la luz. Y entonces, esa mañana de tenue luz terminó."
Ushiromiya Eva,"""George... ¡¡¡Geeeoo{-}o{-}o{-}o{-}o{-}o{-}o{-}orge!!!"""
Ushiromiya Hideyoshi,"""E'to es demasia'o... ¡¡¿C-Cómo... podría salirse con la suya alguien después de hacer e'to?!!..."""
,"Mientras se aferraban al cadáver de Aniki, quien jamás despertaría de nuevo... La tía Eva y el tío Hideyoshi lloraban."
Nanjo Terumasa,"""... Es suficiente. ¿Creen que a George-kun le gustaría que lo vieran así?... ¡Por supuesto que no!..."""
Ushiromiya Rudolf,"""... Aneki. Sé cómo te sientes, pero dejemos que el doctor Nanjo se encargue de esto..."""
Ushiromiya Eva,"""¡¡No lo {i:entiendes}!! ¡Mataron a George! ¡¡George!! ¡¡Geo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}orge, ugghaaaaaaaaaaahhhhh!!"""
Ushiromiya Hideyoshi,"""El doctor Nanjo tiene razón. No debemos quedarnos viendo a George en tal esta'o... ¡E'to es por su bien! ¡Tenemos que controlarnos por ahora!..."""
,"Cuando la tía Eva intentó aferrarse aún más a ese cadáver, papá y el tío Hideyoshi los separaron y tuvieron una acalorada discusión con ella junto a la pared..."
Ushiromiya Eva,"""¡¡No, nooooooooooooo!! ¡¡Geo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}orge!! ¡Doctor Nanjo! ¡¡Ayúdelo!! ¡¡Si ha perdido mucha sangre, haga una transfusión!! ¡¡George y yo tenemos el mismo tipo de sangre!! ¡Se lo ruego! ¡¡Doctor Nanjo!!"""
Nanjo Terumasa," ""Eva-san... Me duele decirle esto... pero su sangre no puede ayudar a George-kun ahora..."""
,"El doctor Nanjo agitó su cabeza levemente, luego asintió hacia donde yo me encontraba, haciéndome una señal."
,Levanté la sábana con gentileza... cubriendo el cadáver de George-aniki.
,Su cuello... estaba abierto de lado a lado.{n}Probablemente... era más grande y profundo que su boca.{n}¿Habría parecido un cadáver limpio si se hubiese cubierto esa parte?...
,Por supuesto que no...
, La gran cantidad de sangre que había brotado de la herida había manchado la cama con un horrible color rojo y negro... y ni siquiera cubrirlo con la sábana podía ocultar los rastros que había dejado la sangre vertida.
,"Después de todo, había incluso enormes manchas rojas y negras en la sábana, y cubrirlo con ellas hacía que su cadáver se viera incluso más macabro..."
,Así que quité la sábana de mi cama y la puse encima de la primera.
,... Pero solo tenía dos sábanas.
,Así que si cubríamos a otro de los cadáveres... ya no podríamos cubrir a ninguno más.
,"Me siento mal por los que no podemos cubrir... pero por alguna razón, estos momentos me dan ganas de mascullar ""no te quejes de que sea injusto"" dentro de mi cabeza..."
Ushiromiya Rudolf,"""... Kyrie. Pon sábanas sobre todos ellos... No querríamos que les diera un resfriado."""
Ushiromiya Kyrie,"""... De acuerdo."""
,"Kyrie-san y yo cubrimos los otros cadáveres hasta sus cabezas con sus sábanas, tal y como habíamos hecho con el de George-aniki..."
, Para que no tuvieran que sufrir más vergüenza... teniendo sus terribles heridas expuestas...
,En una cama... yacía Jessica.
,... Jessica estaba igual que George-aniki.
,Aunque parecía estar descansando en paz en la cama... su cuello había sido cortado profundamente y la herida estaba expuesta de una forma brutal...
,Al igual que María.
,... No solo María.
,Había una víctima más.
,Yaciendo en la misma cama como si hubieran estado durmiendo una junto a la otra... estaba la tía Rosa.
,"George-aniki, Jessica, María... y la tía Rosa."
,... En esta habitación habían degollado a cuatro humanos.
,Probablemente habían estado así desde la noche anterior.
,"... Había regresado sin notar nada, me había metido en la cama y me había quedado dormido..."
, Todos ellos tenían un corte horizontal a lo largo de sus gargantas.
,Yo había sido... forzado a ver... las profundidades de los tajos en sus gargantas...
,"En el peor de los casos, la herida podría ser suficientemente profunda para extenderse hasta la mitad de sus cuellos."
,"... Si se intentara abrirla, probablemente se lograría ver que la herida llegaba hasta el hueso."
,Las únicas heridas eran los cortes en cada cuello.
,... Así que si simplemente cubrías sus cuellos con la mano... podías convencerte de que simplemente estaban durmiendo.
,Pero aun así... esta herida aterradoramente profunda... era increíblemente... macabra...
,"No hay tal cosa como una forma ""limpia"" o ""sucia"" de asesinar.{n}... Todos los métodos son igual de brutales."
,Pero aun así... esta era horriblemente... brutal...
,Y... había algo más adornando estos asesinatos brutales que los hacía incluso más perturbadores.
,Dibujado a gran escala en la pared... había algo así como un aterrador círculo mágico.
,"Estaba dibujado con una pintura rojo brillante que parecía sangre y hacía que pareciera como si se hubiera llevado a cabo una extraña ceremonia en esta habitación, con los cuatro muertos ofrecidos como sacrificios humanos..."
,"Sin embargo, eso no era lo que nos preocupaba."
,... Nadie tiene un corazón tan frío que pueda prescenciar la muerte de seres queridos... y aun así preocuparse por rayones en la pared...
Furudo Erika,"""... Buenos días a todos... Oh... qué maravilloso círculo mágico."""
,"La chica que presumía obtener más placer del proceso de exponer la verdad que de la verdad en sí... y que llegaba incluso a llamarse violadora intelectual, apareció en el pasillo."
,"Cuando vio el extraordinariamente perturbador círculo mágico en esta habitación macabra, escuché lo que inconfundiblemente era un suspiro de admiración salir por sus labios..."
Ushiromiya Battler,"""Tú... no entres..."""
Furudo Erika,"""... Acabo de escucharlo en el pasillo. Los muertos son cuatro, ¿verdad?... Permítanme expresar mi más sincero pésame."""
,"En la cara de Erika... no, no es eso. Era en sus ojos."
,"... En los ojos de Erika, podía ver... una sonrisa indiscreta... que era difícil de describir."
,A ella... esto le parecía interesante.{n}... El surgimiento de un crimen le parecía... interesante...
,Era como la sonrisa de una niña pequeña a un lado del escenario... justo antes de su turno para aparecer en una obra escolar...
Ushiromiya Rudolf,"""... Lo siento, Erika-chan. Estamos ocupados por el momento... ¿Podrías esperar en tu habitación?"""
Furudo Erika,"""... Bueno, eso no puede suceder. El detective tiene derecho a investigar la escena del crimen."""
Ushiromiya Battler,"""¡Te estamos diciendo que no tienes nada que hacer aquí!... ¡¡Este es el momento de que los extraños como tú se aparten!!"""
Furudo Erika,"""... Los misterios de tercera categoría en los que el sospechoso que intenta interferir con la investigación resulta ser el culpable son decepcionantes... Al menos en mi humilde opinión."""
Ushiromiya Battler,"""¡¡¿A quién le importa lo que tú quieras?!! ¡¡Vete!! ¡¡Nadie te necesita aquí!!"""
Ushiromiya Hideyoshi,"""¡Erika-chan!... ¡En verdad lo siento, pero ¿podrías regresar a tu habitación?! ¡En e'te momento 'tamos ocupa'os!"""
Ushiromiya Eva,"""Geoo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}orge, Geoo{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}o{-}orge, ¡¡wa{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}a{0}ahhh!!"""
Furudo Erika,"""... Apártense. No puedo investigar la escena así."""
Ushiromiya Battler,"""¡Si alguien necesita hacer algo así, nosotros lo haremos! ¡O la policía lo hará! ¡¡No tienes el derecho de faltarle el respeto a los restos de todos más de lo que ya se lo han faltado!!"""
Furudo Erika,"""{p:1:Autoridad del detective... El detective tiene el derecho de investigar todas las escenas del crimen. Apártate, Ushiromiya Battler. Este es un derecho oficial del juego, que ha sido garantizado al lado {y:0:Humano}{n:0:humano}}."""
,"Esas palabras, que parecían una completa ridiculez al principio... fueron palabras de una autoridad mayor que había venido de un plano superior al que se encontraban."
,Battler fue empujado por un poder invisible y cayó sobre su trasero.
,"Callado por esta silenciosa fuerza, nadie fue capaz de evitar que Erika entrara en la habitación, sofocados por esta extraña atmósfera... "
Furudo Erika,"""No se preocupen. Mi propósito no es profanar la dignidad de los fallecidos. No es como si quisiera ver algo tan asqueroso como el cuello abierto de alguien... Quiero saber algo completamente distinto."""
Furudo Erika,"""En otras palabras, quién cometió estos crímenes... Doctor Nanjo. Y todos los demás... En especial el primero en descubrirlos, Battler-san... Hay muchas cosas que quiero preguntarles, así que pido su cooperación."""
Ushiromiya Battler,"""C-Como ya dije, ¡¿qué autoridad te permite hacer esto?!..."""
{f:5:Bernkastel},"""{p:1:Porque soy la detective}."""
,"Battler no pudo discutir contra estas incomprensibles incoherencias.{n}... No, no se le permitió discutir.{n}Era una restricción... puesta en las piezas."
,Erika llamó al doctor Nanjo y escuchó los detalles de la examinación preliminar de los cadáveres.
,"... Normalmente, no habría hablado de ello a un extraño tan casualmente."
