Speaker,Spanish (ES)
,"No hace falta decirlo, pero desde que nació, Jessica se crió en esta mansión."
,"La casa de estilo occidental que los primos llamaban simplemente ""la mansión"" era su hogar."
,"Y aun así, nunca había comprendido tanto los sentimientos de sus primos como hoy."
,"... Y al mismo tiempo, su propia casa, que conocía bien, nunca le había parecido un lugar tan diferente como ahora..."
,Su propia... habitación.
,"Esta había sido su guarida personal, el único lugar de esta vasta mansión donde podía sentirse en paz."
,Sin embargo... esa puerta nunca se había sentido tan intimidante como ahora.
Ushiromiya Jessica,"""... ¿Una prueba, dices?... Tch, qué rayos habrá ahí dentro... Será mejor que no hayan desordenado mi escritorio y mis cosas..."""
,"Se hizo la fuerte, tratando de engañarse a sí misma.{n}... Intentando hacerse creer que nada le daba miedo."
,"Preparándose, abrió la puerta a su habitación."
Ushiromiya Jessica,"""..."""
,"... Cuando vio que, por suerte, la habitación no parecía estar desordenada, se relajó."
,No había... nadie allí... está claro.{n}No había ningún lugar ahí dentro en donde alguien pudiera esconderse.
,"En seguida, Jessica cerró la puerta tras de sí.{n}... Ahora la habitación era segura."
,"Miró bajo la cama y en el armario, pero por supuesto, no había nadie escondido."
Ushiromiya Jessica,"""... Q-Qué demonios... Jaja... ¡jaja!..."""
,Miró el reloj. Eran pasadas las 23:10.
,"A medida que su tensión disminuía y la fatiga volvía a su cuerpo, se dio cuenta de qué día más raro había sido."
,Seguían siendo alrededor de las 23:00.
,"... El plan había sido que los primos se reunieran, se divirtieran jugando, y hablaran animadamente de cosas diversas durante la noche."
,"Normalmente, estaríamos haciendo ese tipo de cosas ahora mismo.{n}¿Por qué... ha acabado así?..."
Ushiromiya Jessica,"""... Es todo culpa de ese viejo decrépito... Cómo pudo hacerle eso... a mamá... a todos..."""
,Su cabeza estaba llena de ira y tristeza... Pero no había nadie a quien dirigir esas emociones.
,"... Gracias a la cerradura, la seguridad de esa habitación estaba garantizada.{n}Recordando ese detalle, Jessica pudo recobrar la calma..."
,Si sigue así y no ocurre nada...{n}Jessica pensó que le gustaría ir al comedor y ver por última vez a su madre.
,"... Aunque Gohda había dejado claro que era realmente truculento y que definitivamente no debía verla, aun así, quería ver el rostro de su madre por última vez..."
,Pero se les había advertido repetidamente de que cualquier estupidez pondría a los rehenes en peligro.
,... ¿No será que cerrar la puerta también iba contra las reglas?...
,"Si me encierro aquí, tal vez me salve."
,"... Pero si no la abro, irá contra las reglas, y papá, Kanon-kun, Shannon, la tía Kyrie y el doctor Nanjo... serán asesinados."
,... No hay manera de que la balanza se equilibre entre cinco vidas y mi propia vida.
,"Jessica cerró los ojos con fuerza, y resistiendo a la otra parte de sí misma que decía ‘¿No está bien mientras sobreviva?’... se dirigió a la puerta, y se dispuso a abrirla."
,... Y entonces.
,*aplauso* *aplauso* *aplauso*...
,"Un crujiente aplauso sonó, haciendo saltar el corazón de Jessica..."
Ronove,"""Si la puerta hubiera seguido cerrada con llave, podría haber sido en contra de las reglas, y los rehenes podrían haber acabado mal. Pero aun así, usted podría haberse salvado."""
Ronove,"""Sin embargo, resistió la tentación y se dispuso a abrir la puerta usted misma. Su valentía es digna de admiración."""
Ushiromiya Jessica,"""¿Q-Quién...?"""
,"Aunque, como dueña de esta habitación... me había asegurado de inspeccionar el lugar para asegurarme de que no hubiera sitio donde un humano pudiera esconderse... ¿En dónde estaba escondido este... hombre?..."
,... No había ningún lugar donde pudiera esconderse un humano... pero ¿podría haberlo hecho algo que no fuera humano?...
,"Estaba segura de que este era mi primer encuentro con este hombre de mediana edad... No reconocí a este tipo, que parecía un mayordomo y llevaba el emblema del Águila de un Ala."
Ronove,"""Un placer conocerla, Jessica-sama. Sirvo como el mueble en jefé del amo, el 27º de los 72. Mi nombre es Ronove."""
Ushiromiya Jessica,"""... ¿Rono... ue?... ¿Genji... san?..."""
Ronove,"""... Ah, sí... Genji es algo así como mi hermano menor. O quizás era mi verdadera forma en este mundo... Incluso podría decirse que era un recipiente."""
Ushiromiya Jessica,"""... ¿De qué... está hablando... este tipo?..."""
Ronove,"""Oh, mis disculpas. Esto no es algo que un simple humano pueda comprender... Muy bien, vayamos al asunto principal."""
