Speaker,Spanish (ES)
Willard H. Wright,"""..."""
,"""... Esta forma es..."""
{f:5:Bernkastel},"""Te la estoy prestando. Después de todo, odio a los idiotas... *risita*risita*. Puedes usar ""Clair"" como nombre temporal. ¿O preferirías Beato?"""
Clair,"""... Tienes mi gratitud. De esta forma, no tendré que revelar mi lamentable forma."""
,{f:5:Bernkastel} le había dado a esta persona una forma falsa.
,Era una forma temporal para la persona que desempeñaba el papel {f:5:Beatrice}.{n}Una apariencia falsa destinada a aquellos que aún no han alcanzado la verdad sobre la identidad de {f:5:Beatrice}...
Ushiromiya Lion,"""... ¿Esta es... una historia sobre mí... en otro mundo?"""
Clair,"""Lion... esta es una historia sobre mí, que también soy tú en un mundo diferente... La historia del mundo en donde vivo como una bruja, no como {y:0:Humano}{n:0:humano}..."""
Ushiromiya Lion,"""... A veces me planteo escenarios hipotéticos sobre mi propia vida... Sin embargo... la historia que narras... está más allá de cualquier cosa... que puedo imaginar..."""
Willard H. Wright,"""Aun así... es la vida que otro ""tú"" ha llevado."""
Ushiromiya Lion,"""¡Pero aun así! Eso no significa que pueda aceptarlo fácilmente."""
,Lion gritó de repente y miró el suelo.{n}Lion ya lo sabía.
,"Gracias a los fragmentos proporcionados por {f:5:Bernkastel}, lo sabía."
,"Este era un mundo alternativo, uno donde la misma persona vivió como la Bruja Dorada {f:5:Beatrice}."
,"Y, en este mundo... eventualmente... en el día de la conferencia familiar de Octubre de 1986... esta persona sería la cabecilla de un terrible crimen."
Ushiromiya Lion,"""... Incluso si es un mundo diferente... ¡Estás diciendo que involucro a mi familia y a todos los sirvientes, en un terrible crimen del que soy la mente maestra! ¡¿Cómo se supone que debería tomarme eso?!"""
Willard H. Wright,"""... Guarda silencio, escucha y comprende."""
Ushiromiya Lion,"""¡En otra vida, termino como sirviente! ¡Y como si fuera poco, de repente me convierto en una bruja! ¡Entonces, con el tiempo termino llevando acabo varios asesinatos horripilantes! ¡¿Cómo se supone que ""entienda"" eso?!"""
Clair,"""..."""
Willard H. Wright,"""Sí, eso es lo que esperaba que dijeras... Dudo que alguien pueda entenderlo... Esta persona ya no espera que nadie entienda. Es por eso que {i:tú} estas aquí... Esa es la razón por la que {f:5:Bernkastel} las trajo, dos personas que nunca podrían haberse conocido, juntas de esta manera."""
{f:5:Bernkastel},"""... No es como si tuviera una razón profunda para hacerlo. Solo fue un capricho."""
Willard H. Wright,"""Es un motivo que nadie más puede entender, Lion, es por eso que tú necesitas ser la persona que lo entienda. No soy el personaje principal en esta historia. Tú lo eres... Solo estoy aquí para ayudarte a entenderlo."""
Ushiromiya Lion,"""Dijiste que entendiste el motivo del culpable."""
Willard H. Wright,"""... Sí."""
Ushiromiya Lion,"""¡¿Es un... motivo satisfactorio... que explica el por qué mataría a toda mi familia?!"""
Willard H. Wright,"""Quién sabe. Eso es algo que debes decidir tú. Incluso si digo que es satisfactorio, eso no significa que lo vaya a ser para ti... Eso depende de ti."""
Ushiromiya Lion,"""¡Realmente no tengo ni idea de qué está pasando!... He sido testigo de varios crímenes llamados tableros de juego que {f:5:Beatrice} presuntamente llevó a cabo. Y ahora, estoy escuchando a otro yo hablar de una vida diferente a la mía. ¡Pero nada de eso encaja con el crimen! ¡¡No lo entiendo!!"""
Clair,"""... En este punto de la historia... ni siquiera yo... podría haber soñado que llevaría acabo un crimen tan terrible. De hecho, incluso si pudiera haberlo soñado... No tenía el poder necesario para cometer ese crimen en aquel momento."""
Willard H. Wright,"""Es probable que... tu desgracia comenzó... cuando resolviste el acertijo del epitafio."""
Ushiromiya Lion,"""... ¿Eh? ¡¿Te refieres al epitafio acerca del oro escondido, que supuestamente escribió el abuelo?!"""
Willard H. Wright,"""Existía un sistema mediante el cual el culpable conseguía distintos cómplices cada vez que se cometía un crimen... El razonamiento nos lleva a la posibilidad de que el culpable poseía una gran cantidad de dinero. Y... para invitar a todos a la Tierra Dorada... y hacer que todo amor dé fruto... había otro sistema."""
Clair,"""... Así que el motivo... no es lo único que has descubierto."""
Willard H. Wright,"""Esa es la respuesta al último acertijo en el cuarto juego... Tu mayor desgracia fue resolver el epitafio... revivir como la Bruja Dorada en el sentido más verdadero y obtener ese poder mágico."""
Clair,"""... En retrospectiva... tal vez fue un evento desafortunado... No lo sé. Sin embargo, mientras el hecho de que Battler‐san regrese en 1986 permanezca inalterado... algún tipo de tragedia probablemente habría ocurrido."""
Willard H. Wright,"""Es cierto... Si Battler regresaba un año antes o un año después... ese incidente podría no haber ocurrido."""
,"No, es probable que algún pequeño incidente hubiese ocurrido."
,"Y seguramente habría sido un incidente misterioso, imposible, que nadie podría entender."
,"Pero incluso así, hubiera sido insignificante comparado con los asesinatos seriales de Rokkenjima, sería algo sin importancia..."
Ushiromiya Lion,"""... Si Battler‐kun... hubiese vuelto un año antes o uno después... ¿entonces qué?"""
Clair,"""... El destino puede estar tan lleno de ironía... Me hizo recorrer el camino de una bruja... y cuando resolví el epitafio, me convertí en una verdadera bruja... Entonces, luego de seis años, me enteré de su regreso... Si todo eso fue obra del destino... entonces este crimen debe haber sido inevitable para mí."""
Willard H. Wright,"""En 1980, cuando su madre Asumu murió, y su padre se volvió a casar demasiado pronto para su gusto, Battler dejó la familia Ushiromiya con desprecio. Y estuvo ausente durante seis largos años."""
,Convenció a sus abuelos maternos para que le ayudaran y cambió su apellido por el apellido de soltera de su madre.
,"Entonces, cuando sus abuelos fallecieron, finalmente se reconcilió con Rudolf... y regresó a la familia Ushiromiya una vez más en 1986..."
Willard H. Wright,"""Esa mala suerte... dió nacimiento al motivo de tu crimen."""
Clair,"""... Pensé en ello... ‘¿Por qué despues de seis largos años?... ¿Por qué vuelves ahora?’"""
Willard H. Wright,"""Lo entiendo. De cierta forma... habría sido mejor para ti si él nunca hubiera vuelto."""
Clair,"""Por supuesto, mi sufrimiento habría continuado... Sin embargo, puede que hubiera evitado mancharme con el crimen imperdonable del asesinato en masa."""
Ushiromiya Lion,"""... ¿Cómo podría la partida de Battler‐kun de la familia Ushiromiya... crear un motivo?"""
Willard H. Wright,"""Es al revés."""
Ushiromiya Lion,"""... ¿Al revés?"""
Willard H. Wright,"""El crimen no ocurrió porque Battler se fue... Ocurrió porque Battler regresó."""
Clair,"""... Mientras más pienso en ello, más me doy cuenta... Ushiromiya Battler... Qué hombre tan despreciable era. Más que nada, porque nunca se dio cuenta de que el estallido del crimen fue su culpa."""
Willard H. Wright,"""Al final, lo recordó... Sin embargo, fue mucho después de que te rendiste y desapareciste."""
Clair,"""... Si es así... eso le daría a mi corazón algo de paz..."""
Ushiromiya Lion,"""Aún no tengo ni idea de lo que están hablando... Pero me gustaría preguntarte directamente. Quiero saber... ¿Qué rayos te ocurrió para que decidieras cometer el crimen?"""
Willard H. Wright,"""Sí. Esa es la parte más importante... Así como Ushiromiya Battler respetaba el ""porqué"" en las novelas de misterio... En este relato de la bruja dorada y en el juego... las respuestas para todos los acertijos están escondidas allí."""
Clair,"""En ese caso... permítanme continuar... 1980... Seis años antes de que ganara la resolución para cometer el crimen."""
Shannon,"""... ¿Battler‐sama ha... abandonado la familia Ushiromiya?"""
,"""¡Eso fue lo que Krauss‐sama y Rudolf‐sama estaban diciendo! ¡Qué sorpresa!"""
Ushiromiya Krauss,"""Tienes tu propia forma de vivir y tu propia situación familiar. No tengo intención de criticar eso. No obstante, padre está furioso. Desheredar a un hijo es una cosa, pero nunca había oído hablar de un niño que se hartara tanto de su familia que cambiara su propio apellido."""
Ushiromiya Rudolf,"""... No tengo ni idea de donde sacó eso, pero ese Battler es terco como una mula."""
Ushiromiya Natsuhi,"""Si no puedes entender los sentimientos de Battler-kun, creo que has fracasado como padre."""
Ushiromiya Krauss,"""Es suficiente. Estoy seguro de que Rudolf solo estaba tratando de mostrar su compromiso de criar apropiadamente al hijo de Kyrie-san."""
Ushiromiya Natsuhi,"""Sería perfectamente satisfactorio si hubiera ocurrido el año que viene... ¿Pero por qué este año? Todavía está de luto... Si consideras el momento de este embarazo, se debe reconocer que Rudolf‐san ha actuado de manera vergonzosa."""
Ushiromiya Rudolf,"""... Vamos, no seas tan dura... Esta es mi forma de compensar lo que he hecho..."""
Ushiromiya Natsuhi,"""Battler-kun siente que se está resistiendo a ti por el bien de su madre fallecida, Asumu-san... Entiendo profundamente sus sentimientos. Si estuviera aquí, me gustaría abrazarlo y llorar con él."""
,Las palabras de Natsuhi eran afiladas. Atravesaron a rudolf sin piedad.
,"Rudolf no tuvo respuesta.{n}Su relación con Kyrie había sido indebida, superficial y simple."
,"... Según Rudolf, había estado cerca de Kyrie por más tiempo que Asumu."
,"E incluso después de su matrimonio con Asumu, esa relación no había desaparecido..."
Ushiromiya Battler,¡¿Qué demonios?! ¡¡Viejo bastardo!!
Ushiromiya Battler,"¡¡Entonces, lo que me estás diciendo es que has estado traicionando a mamá todo el tiempo!!"
Ushiromiya Battler,"Por supuesto, conozco a Kyrie‐san. ¡Me dijiste que era tu socia de negocios y una amiga en cuyo consejo siempre podías confiar!"
Ushiromiya Battler,"¡¡¿Ahora me dices que ella era algo más todo este tiempo, y crees que me debería importar una mierda?!!"
Ushiromiya Battler,"¡Si todo esto hubiera pasado después de la muerte de mamá, eso sería asunto tuyo! ¡Yo estaría ahí contigo, diciendo que vivas la vida como te plazca!"
Ushiromiya Battler," ¡Pero, ¿cuándo se embarazó Kyrie-san?! ¡Cuando mamá todavía estaba viva, ¿verdad?!"
Ushiromiya Battler," ¡Sí, ahora lo entiendo! ¡Por eso mirarte me revuelca el estómago!"
Ushiromiya Battler,"Te {i:alegraste} cuando mamá murió, ¿no es así? ¡¿No es así?!"
Ushiromiya Battler,¡¡Debió haber sido tan difícil para ti mantener en secreto tu infidelidad e incluso un hijo mientras mamá aún vivía!!
Ushiromiya Battler,"¡Y ahora que mamá por fin se ha ido, te casas con Kyrie-san y el niño va a ser mi nuevo hermanito o hermanita... ¡Qué cara tienes!"
Ushiromiya Battler,"¡¡Mamá está llorando desconsolada desde el cielo!! ¡¡Deberías sentirte avergonzado, deberías estar avergonzado!!"
Ushiromiya Battler, {i:Yo} lo estoy... ¡¡Me da una maldita vergüenza tener el mismo apellido que tú!!
Ushiromiya Battler," El niño no ha hecho nada malo. Él o ella necesitará de dos padres que lo cuiden. ¡¡Así que sigue adelante, construye una nueva familia y dale a ese niño una vida feliz!!"
Ushiromiya Battler, ¡¡Pero no esperes mi perdón!!
Ushiromiya Battler, ¡¡Porque mamá ya ni siquiera está aquí para odiarte!! ¡¡Es por eso que te odiaré en su lugar!! ¡¡Con todo mi cuerpo y alma!!
Ushiromiya Battler," ¡¡Hasta nunca, viejo bastardo!!"
Ushiromiya Rudolf,"""..."""
Ushiromiya Krauss,"""Es suficiente, Natsuhi... Rudolf no ha perdido el afecto que siente por Battler‐kun... Puede tomar algo de tiempo, pero quiere reparar su relación algún día."""
Ushiromiya Natsuhi,"""Es lo mínimo que debería hacer como padre... Battler‐kun no es un extraño. Es carne y sangre de Rudolf‐san, y él tiene el deber ineludible de reparar su relación."""
Ushiromiya Rudolf,"""... Adelante. Puedes culparme todo lo que quieras. No te llevaré la contraria... Esa es la única manera en que puedo expiar mis pecados."""
Ushiromiya Krauss,"""Como mínimo, asegúrate de darle al nuevo niño una vida feliz."""
Ushiromiya Rudolf,"""... El nuevo niño... y Battler... Ambos son mis hijos."""
Ushiromiya Krauss,"""Casarse con Kyrie‐san justo después de la muerte de Asumu‐san... debió ser doloroso para Battler‐kun, pero era la mejor elección que podías hacer para el niño que está por nacer... Entiendo por qué lo hiciste."""
Ushiromiya Natsuhi,"""Y yo entiendo por qué Battler‐kun dijo que te alegró que Asumu‐san muriera."""
Ushiromiya Krauss,"""Detente, Natsuhi... Rudolf ya fue regañado lo suficiente por la persona más capacitada para hacerlo."""
Ushiromiya Krauss,"""... Entonces, ¿qué tal un poco de té negro? ¿Te importaría preguntarle a alguien en la cocina que nos prepare un poco?"""
Ushiromiya Natsuhi,"""... Muy bien."""
,"Natsuhi tomó esto como una señal para abandonar la habitación, y así lo hizo."
,"Una vez que se fue, Krauss se relajó un poco."
Ushiromiya Krauss,"""... Es una pena terrible lo de Asumu-san... pero, considerando los mejores intereses del niño que viene en camino, quizá el momento en que ocurrió todo esto haya sido oportuno."""
Ushiromiya Rudolf,"""Es casi como si Asumu... lo supiera, y decidiera retirarse del escenario por voluntad propia... ¿Fui yo el que la mató?... Si es así... ¿hace cuánto tiempo comencé a matarla?"""
Ushiromiya Krauss,"""Si aún aprecias los recuerdos de Asumu‐san... aunque pueda llevar varios años, debes arreglar tu relación con Battler‐kun."""
Ushiromiya Rudolf,"""... Sí... lo sé."""
Ushiromiya Krauss,"""Y asegúrate de dar el mismo afecto a Kyrie-san y el nuevo niño que va a nacer... todo mientras cargas la cruz de Asumu‐san."""
Ushiromiya Rudolf,"""... Si es verdad que reservan sitios en el infierno..."""
Ushiromiya Krauss,"""... ¿Umm?"""
Ushiromiya Rudolf,"""Espero que uno de los mejores asientos... tenga grabado mi nombre en él..."""
Ushiromiya Krauss,"""..."""
,La noticia de que Battler había dejado a la familia Ushiromiya se extendió por toda la familia.
Kumasawa Chiyo,"""También es terrible para Battler‐san... Creo que eventualmente se reconciliarán, pero..."""
