Speaker,Spanish (ES)
Ushiromiya Ange,"""¿Amakusa, podrías apagar eso?"""
Amakusa Juuza,"""Uuups, perdón. ¿No te gusta {nobr:M. Zakky}?"""
Ushiromiya Ange,"""Es solo que no estoy de humor."""
,Amakusa apagó la radio.
,"El mundo de los sonidos alegres fue absorbido inmediatamente por el rugido del mar, y fue manchado por el océano gris..."
Captain Kawabata,"""... ¿Pueden verlo? Por ahí estaba el puerto en esa época."""
Ushiromiya Ange,"""..."""
,"El capitán del barco lo señaló, pero yo no recordaba realmente cómo era hace doce años."
,... Creía que mis recuerdos de entonces volverían a mi mente... pero no me regresó ningún recuerdo.
,"Después de ese incidente, la isla fue cerrada y se dejó por su cuenta."
,... No podía convencerme de que esto era inevitable... y por alguna razón me sentía triste y deprimida.
,"... Ah, pero al menos recuerdo una cosa."
,"Se podría decir que es lo mismo en cualquier parte del mar... pero al menos esto, sí lo recuerdo."
,El llanto... de las gaviotas. Eso sí... lo recuerdo.
,"... Cuando era más joven, rara vez iba al océano."
,"... Así que, para mí, todo lo que simbolizaba el océano significaba Rokkenjima y una reunión familiar."
,En resumen... era un símbolo de la felicidad de salir con mi familia.
,"Sin embargo, en este momento, me resulta dudoso si eso siquiera era felicidad."
,"En mi juventud, el viaje me parecía unas relajadas vacaciones familiares, pero teniendo en cuenta la situación de mis padres en aquel momento, seguramente era un viaje difícil de manejar, con la distribución de la herencia llenando el lugar con olor a pólvora."
,"Recuerdo haber estado riendo por todo el lugar, ignorando completamente lo que sentían mis padres..."
Amakusa Juuza,"""Rokkenjima... eh. El comienzo de todo y la última parada de todos nuestros viajes."""
,"Amakusa, en un intento de hablar por mis sentimientos, trataba de sonar genial."
,"El barco poco a poco se acercaba a la isla... A medida que cambiaba el ángulo, esperaba que mis recuerdos de la silueta de la isla en aquel momento regresaran solo un poco, pero al final, aunque la ensenada estaba completamente oculta por los acantilados, no fui capaz de recordar nada..."
Ushiromiya Ange,"""... Capitán, eso que mencionó... acerca del otro puerto... por favor, hábleme de ello."""
Captain Kawabata,"""Mmm... Rokkenjima supuestamente solo tiene un puerto. Pero eso es solo para las apariencias públicas."""
Ushiromiya Ange,"""En la parte trasera de la isla, hay otro puerto escondido... Esto es Rokkenjima. Tiene una segunda cara, de la cual nadie sabe..."""
Captain Kawabata,"""... Rokkenjima es una isla en posesión de la familia Ushiromiya. Pero tiene otra cara, como una isla personal propiedad de Kinzo-san..."""
Amakusa Juuza,"""Entonces esta isla... tiene dos puertos y dos mansiones. Sí que gastó mucho solo para poder mantener a una amante."""
Ushiromiya Ange,"""¿Quiénes sabían de este otro puerto?..."""
Captain Kawabata,"""No muchos. Kinzo-san, el mayordomo Genji-san. Los que estamos involucrados con los barcos, y un número muy reducido de los sirvientes más antiguos. El anterior dueño de la Clínica Nanjo y esa abuela Kumasawa también lo sabían. Nombrarlos así hace que parezca que eran bastantes, pero básicamente, había un pequeño número de personas que lo sabían."""
Ushiromiya Ange,"""Por favor... cuénteme sobre la otra mansión."""
Captain Kawabata,"""... Solo se me contó que había otra mansión llamada Kuwadorian. Como no se me permitía salir del barco, nunca la vi, ni siquiera una vez."""
Amakusa Juuza,"""¿Entonces estaba tan lejos que no se la podía ver desde el puerto?"""
Captain Kawabata,"""No lo sé... Pero era una mansión oculta después de todo. Probablemente fue construida donde no se la pudiera ver desde afuera... De todas maneras, Kuwadorian era el secreto más grande de la isla."""
Ushiromiya Ange,"""Hay una teoría que dice que {f:5:Beatrice} vivía en Kuwadorian o que estaba confinada ahí... ¿Qué opina, capitán?"""
Captain Kawabata,"""... Llevé cosas para Kuwadorian, también. A menudo, eso incluía cosas de alta calidad que solo las mujeres usaban... Yo también estoy convencido de que esa teoría es cierta."""
Amakusa Juuza,"""¿Entonces eso significa que nunca vio directamente a {f:5:Beatrice}, capitán?"""
Captain Kawabata,"""Nunca. Casi 20 años yendo y viniendo, y no la vi ni una sola vez."""
Amakusa Juuza,"""¡20 años!... Vaya, eso significa que ella por lo menos tenía más de 20 años. Parece que no era ninguna mademoiselle."""
Captain Kawabata,"""Pero un día, *bang*, todos los viajes hacia y desde Kuwadorian se detuvieron. Eso fue hace como unos 30 años... alrededor de {ruby:Showa 43:1968}, me parece."""
Ushiromiya Ange,"""¿*bang*? ¿Quiere decir repentinamente?"""
Captain Kawabata,"""... Íbamos por atrás en un horario determinado para transportar comida y basura de un lado a otro... Ah, cuando digo por atrás, me refiero al puerto en el lado de Kuwadorian."""
Ushiromiya Ange,"""Entiendo... ¿Entonces?"""
