Speaker,Spanish (ES)
,"¿Qué es ese sonido que retumba en mis oídos?{n}¿Es el sonido de la lluvia, el sonido de una cascada, o es la estática de la radio?"
,"Si tuviera que escoger, quisiera que sea el sonido de la sangre fluyendo por el cuerpo. Quiero que sea el sonido de la sangre circulando por mi cuerpo, diciéndome que sigo vivo..."
Ushiromiya Kinzo,"""Mmm... ¿Ya es... es de mañana?..."""
,"La luz que entraba por una rendija de la cortina era tenue, pero al menos le decía que había amanecido."
,"Kinzo, aún actuando como un recién despertado sentado en la silla y mirando al techo, sintió como la sangre recorría lentamente todo su cuerpo..."
,"A juzgar por el reloj, era temprano por la mañana, las seis en punto. No importaba lo cansado que estuviera, ni lo profundo que durmiera, él se despertaba exactamente a esa hora, como si la hubiera medido con un reloj de arena."
,"Él no pensaba que algo así fuera digno de presumir, pero se dijo a sí mismo que, mientras pudiera hacer algo así, aún gozaba de buena salud."
Ushiromiya Kinzo,"""La mañana ha llegado, lo que significa... Mmmm. Parece que me he librado de ser uno de los primeros sacrificios. ¿Fue afortunado el resultado de la ruleta... o es este el fruto de mis esfuerzos? Es irritante que no pueda notar la diferencia, pero no me quejaré."""
,Kinzo se dejó llevar muy levemente por la tentación de mirar al otro lado de la puerta del estudio.
,"Porque pensó que tal vez podría encontrar las huellas de una lucha en vano por intentar forzar la puerta, hechas por algo tratando de seleccionarlo como uno de los primeros seis sacrificios."
Ushiromiya Kinzo,"""Hmph. Los humanos son criaturas ordinarias. Afirman que hacen todo lo que pueden y dejan el resto a la Providencia, pero cuando tienen buena suerte... quieren presumir de que no se debe a la simple suerte, sino a su propia habilidad."""
,Es por eso que él quería comprobar si había alguna miserable marca en la puerta.{n}Eso es lo que harían los humanos.
,"Por lo tanto, Kinzo no lo comprobó. Él reprimía las cosas que quería hacer simplemente porque era humano. Gracias a eso, Kinzo podía sumergirse en un sentimiento de suficiencia, como si se hubiera convertido en un ser que superaba a los humanos..."
,"Él se dio cuenta del deseo humano y se lo prohibió.{n}Las cosas que un humano quería hacer, las resistía."
,"Este sentido excéntrico y rebelde le había dotado sin duda de un genio poco común, lo que debió permitirle triunfar en sus hazañas al revivir a la familia Ushiromiya en una generación..."
Ushiromiya Kinzo,"""Pues bien, {f:5:Beatrice}. ¿Cuáles fueron las seis piezas que tomaste? ¿Y cuál será tu próximo movimiento? Entretenme. Mi defensa es perfecta. No voy a quedar en ridículo como la última vez. Je, jejeje."""
,"Los sirvientes se despertaron temprano. Tenían que abrir las cortinas, preparar el desayuno y realizar otras tareas para dar la bienvenida a los invitados en un nuevo día."
,Gohda era el más entusiasta.
,"Se le había dicho que concentrara todos sus esfuerzos en su trabajo de cocinero mientras durara la conferencia familiar, y había sido liberado especialmente de varias tareas que por lo general deben realizar los sirvientes."
,"Al parecer, Gohda, quien era un presumido, tenía un particular sentimiento de superioridad al respecto. Él dejó los preparativos del interior de la mansión a Genji y al resto, y se dedicó a preparar el desayuno en la cocina."
,"Genji repartió el trabajo con Shannon y Kanon, y llevaron a cabo diversas tareas."
,Shannon se dirigió al comedor y llamó a la puerta.
,"El año pasado, la conferencia familiar se prolongó hasta altas horas de la madrugada. No hubiese sido extraño que la conferencia de este año se prolongara hasta la mañana siguiente."
,"Entonces, ella tocó la puerta, pensando en la posibilidad de que aún estuvieran discutiendo dentro de la habitación."
,"Pero no hubo respuesta, así que abrió la puerta y dio los buenos días."
Shannon,"""Buenos días. ¿Hay alguien aquí?"""
,La sala estaba fría y parecía que la conferencia había terminado hace mucho.
,"Encima de la mesa había un juego de té, del que probablemente habían estado bebiendo, dispuesto de forma que fuera fácil limpiarlo."
,"Limpiar el té era el trabajo de los sirvientes. Así que si la familia era demasiado cuidadosa y lo limpiaban ellos mismos, los sirvientes quedarían mal."
,"Por lo tanto, hacer esto por los sirvientes fue un acto de amabilidad."
,"Cuando ella se acercó a la mesa para limpiarla, se dio cuenta de que junto a las tazas había quedado algo parecido a un memorándum."
,"Este había sido colocado junto con el juego de té, entonces, pensando que era un memorándum para el sirviente que hacía la limpieza, Shannon lo tomó."
,"En ella no había ninguna petición, ni agradecimiento por preparar el té, tan solo estaba escrito una única palabra."
,"Shannon lo miró sin comprender, y lo leyó en voz alta..."
Shannon,"""Capilla. ¿...?"""
,Un pequeño sonido se repetía una y otra vez.{n}Era un sonido que normalmente hubiera sido algo trivial e insignificante.
,"Espero dejar de oírlo pronto, así podría volver a dormir, pensó alguien vagamente."
,"Pero por mucho tiempo que pasara, el sonido no cesaba.{n}Se repetía una y otra vez."
,"Aaah, silencio.{n}¿Quién es? ¿Quién está golpeando la puerta?"
,"En cuanto se dio cuenta de esto, ella se despertó.{n}Alguien estaba tocando la puerta."
,"Entonces, se dio cuenta de que no solo tocaban a la puerta, sino que también se oía una voz."
Ronoue Genji,"""Rosa‐sama, Rosa‐sama. Buenos días."""
Ushiromiya Rosa,"""E‐Espera. Ya voy."""
,"Era la voz de Genji.{n}Al mirar el reloj, notó que todavía eran antes de las siete."
,Era notablemente demasiado temprano para despertar a los invitados.{n}¿Sucedió algo tan malo como para causar esto?
,Sintió que su somnolencia se desvanecía cada vez más gracias a este siniestro presentimiento.
,"Dado que Genji era un sirviente de confianza para Rosa desde su infancia, abrió la puerta un poco y contestó, aunque estaba un poco indefensa en su pijama."
Ronoue Genji,"""Buenos días. Pido disculpas por despertarle tan temprano."""
Ushiromiya Rosa,"""¿Ha ocurrido algo?"""
Ronoue Genji,"""Sí... En realidad, en la capilla... {nobreak:{m:-5:——}—}"""
,"Genji habló al oído de Rosa, y le dijo algo en voz baja."
,"Al parecer, Rosa no entendió lo que le dijeron después de escucharlo una sola vez, y después de que se lo repitieron varias veces, por fin se dio cuenta de que había ocurrido algo extraño."
,"Rosa cerró la puerta un segundo, y tras cambiarse de ropa, acompañó inmediatamente a Genji y se dirigieron a la mansión..."
,"La capilla requiere cierta explicación. No estaba en la mansión, sino en una arboleda detrás de la mansión, a la que se llegaba tras una corta caminata."
,"Se construyó al mismo tiempo que fue construida la mansión en Rokkenjima, por lo que, aunque sus muros exteriores habían sido reparados muchas veces haciéndolo parecer nuevo desde fuera, se trataba de un edificio muy antiguo."
,"Rosa y Genji corrieron juntos bajo la lluvia.{n}Al igual que la noche anterior, la lluvia caía intensamente."
,"Eventualmente, ellos empezaron a ver la capilla detrás de la arboleda..."
,"Si lo único que ella supiese de ese lugar fuese su aspecto exterior, le habría parecido un lugar con una belleza deslumbrante, donde una pareja de jóvenes amantes podría querer celebrar una ceremonia."
,"Sin embargo, parecía que a los ojos de Kinzo, este era un lugar muy sagrado, por lo que a Rosa y a sus hermanos se les había dicho con severidad que no se acercaran de forma innecesaria."
,"Así que incluso a esta edad, y sin importar el motivo, sentía cierta culpa al acercarse a la capilla, y se sintió invadida por el temor de que seguramente enfadaría tanto a su padre que le daría una bofetada..."
,"Las siluetas de los sirvientes podían verse frente a la entrada de la capilla.{n}Gohda, Shannon y Kanon."
,Lo que significaba que todos los sirvientes del turno de la mañana se habían reunido.
,"Hace un momento, Genji le contó verbalmente a Rosa la naturaleza de la situación. Sin embargo, si no lo veía con sus propios ojos, ella no sería capaz de entenderlo..."
,Es probable que todos los sirvientes allí reunidos pensasen lo mismo.
,"{i:Si no lo veían con sus propios ojos}, no podrían entender lo que pasaba."
,"Porque... en la puerta que servía de entrada a la capilla, había algo así como un espeluznante círculo mágico, dibujado muy grande, con una pintura espeluznante y pegajosa que parecía sangre."
Ushiromiya Rosa,"""¿Q‐Qué es... esto?... ¡¿Cuándo fue dibujado esto?!"""
,Los sirvientes se miraron entre sí.{n}Gohda fue el primero en hablar.
Gohda Toshiro,"""M-Mis disculpas. No solemos entrar aquí, así que no sabemos cuándo se dibujó."""
Ushiromiya Rosa,"""Entonces, ¡¿quién fue la primera persona en encontrarlo?!"""
Shannon,"""S-Sí... esa fui yo. Cuando fui al comedor a limpiar el juego de té, había un memorándum con la palabra ""capilla"" escrito en él..."""
,Shannon tendió el memorándum con mano temblorosa.
Ushiromiya Rosa,"""¿De quién es la letra? No es la letra de Nii-san ni la de Nee-san. Y luego viniste aquí y encontraste esto, ¿verdad?"""
Shannon,"""Sí..."""
Kanon,"""Rosa‐sama, mire esto."""
Ushiromiya Rosa,"""¿Qué? <Happy Halloween>... <for>... ¡¿Qué—?!"""
,Kanon estaba señalando a una única línea escrita en inglés debajo del espeluznante círculo mágico.
,"Hasta que se lo señalaron, ella pensó que era otra parte más del círculo mágico y no se había percatado de ello."
,"Allí estaba escrito en inglés: ""Happy HALLOWEEN for MARIA""."
,Feliz Halloween... para María.{n}Un deseo de un feliz Halloween. Para María.{n}Un espeluznante círculo mágico. Para María.{n}Happy Halloween.
,"La única persona que le dijo ""Happy Halloween"" a María ayer fue..."
,"Todo coincide. ¡La Bruja Dorada, {f:5:Beatrice}!..."
Ushiromiya Rosa,"""¡¿Q-Qué hay de María?! Esa niña debería estar durmiendo junto a sus primos, ¿verdad? ¡¿Fueron a revisar?!"""
Ronoue Genji,"""Mis disculpas. Acabamos de darnos cuenta de que el nombre de María-sama estaba escrito aquí. Todavía no hemos revisado. Debería―"""
Ushiromiya Rosa,"""¡¡¿Y qué están haciendo?!! ¡Iré a ver a María, regreso luego! Ve e informa a Krauss nii-san y al resto. ¡Recibe sus instrucciones para saber qué debemos hacer!"""
,"Después de decir eso, Rosa por fin se dio cuenta de que algo estaba fuera de lugar."
,Su propio rango dentro de esta conferencia familiar era el más bajo de los cuatro hermanos.
,"En una situación anormal como esta, ¿por qué habían recurrido únicamente a ella, en lugar de recurrir a los demás hermanos?"
,Incluso si el nombre de María estaba involucrado.
Ushiromiya Rosa,"""No me digas qué... ¡¿Eh?!..."""
Gohda Toshiro,"""S-Sí... Intentamos contactar con Krauss-sama, pero no pudimos encontrarlo..."""
