Speaker,Spanish (ES)
,Después de haberlos echado... nadie quiso decir nada.
,"... Todos los sospechosos habían sido expulsados. Aun cuando sabíamos que podría haber algunos inocentes entre ellos, los habíamos echado."
,"... Los habíamos echado de este paraíso, donde las personas no tenían que dudar entre sí."
,"Sin embargo, nuestro motivo para expulsarlos había sido la sospecha hacia nuestros semejantes, el peor tipo de crimen para un ser humano."
,"... Si hubiéramos aceptado la existencia de una 19.ª persona, de la bruja... entonces todos podríamos seguir hablando cara a cara, confiando los unos en los otros."
,"En ese instante, habíamos acordado echar a todas las personas sospechosas."
,... pero ¿había sido eso lo correcto?
,"... Durante este interminable silencio, no podíamos hacer nada mas que ser atormentados por ese pecado..."
,"La tía Natsuhi miraba la puerta mientas estaba sentada al fondo en un sofá, sin dejar el rifle ni un solo instante."
,... Ella probablemente pasaría la noche entera mirando a la puerta sin dormir.
,"George-aniki miró a través de una abertura en las cortinas cerradas de la ventana, mirando hacia el patio y la mansión que lo rodeaba."
,... No sé si estaba revisando para ver si una sombra sospechosa se volvería visible a través de la ventana... o si se estaba preguntando algo a sí mismo.
,Jessica estaba sentada de lado en el sofá junto a la tía Natsuhi... con una expresión vacía en su cara.
,"... Y cada cierto tiempo, como si justo hubiera recordado algo, sacaba el inhalador que había usado durante su ataque de asma y lo ponía en su boca."
,"... Acabo de oírlo de Aniki, pero... aparentemente a Jessica le gustaba Kanon-kun."
,Parece que era algo tan vago que ella misma no se había dado cuenta.
,... Ya sabes. Es ese tipo de cosas que otras personas tienden a reconocer antes de que la persona en cuestión se dé cuenta.
,"... En ese caso, puede que se haya dado cuenta de sus sentimientos cuando la persona que le gustaba murió."
,... Era realmente lamentable y triste.
,Ahora que lo pienso... Kanon-kun fue quien le dio el inhalador... Quizás ella lo estaba recordando.
,"En cuanto a mí... Estaba rebuscando en el estudio del abuelo, pensando que podría encontrar el significado de ese círculo mágico en la segunda hoja de la carta."
,"Aunque estuviéramos encerrados aquí en una posición defensiva, mi naturaleza rebelde me hizo querer buscar alguna pista, alguna forma de resistir."
,"... Después de todo, tenemos mucho de tiempo hasta mañana por la mañana.{n}No importa lo que haga con ese tiempo, nadie puede encontrar algún problema en ello."
,Nadie más mostraba gran interés en ese círculo mágico.
,"... Su significado era desconocido, y una vez que lo comprendiéramos, estábamos seguros de que encontraríamos un mensaje que nos causaría angustia innecesaria."
,... Yo estaba de acuerdo con eso.
,"... Sin embargo, no podía simplemente ignorarlo, así que maté el tiempo pretendiendo investigarlo..."
Ushiromiya George,"""... Eres realmente entusiasta... ¿Encontraste algo que pueda servir como pista?..."""
Ushiromiya Battler,"""... Nada. La parte difícil es siquiera encontrar un libro escrito en japonés... ¿Cuántos idiomas podía leer el abuelo? Increíble."""
Ushiromiya George,"""¿No estás cansado, Battler-kun?... Deberías tomar un descanso mientras alguien más permanece despierto. La tía Natsuhi nos dijo que nos mantuviéramos alerta toda la noche, pero no hay forma de que nuestros cuerpos puedan resistir eso. Deberíamos tomar turnos para dormir."""
Ushiromiya Battler,"""Entonces duerme tú primero, Aniki... Yo seguiré investigando hasta que tenga sueño."""
Ushiromiya George,"""... ¿Ese círculo mágico?"""
Ushiromiya Battler,"""... Sí, algo así. Tenemos tiempo de sobra para matar... Pensé que sería interesante encontrar qué tipo de mensaje puso {f:5:Beatrice}‐sama en él."""
Ushiromiya Jessica,"""... Yo no lo haría. Sigue así y serás poseído por algo raro."""
Ushiromiya Battler,"""No te preocupes. He sido certificado por María... Ella dijo que carezco casi completamente de talento espiritual. ¡Ijiji!..."""
Ushiromiya Jessica,"""... ¿Fuimos muy... crueles... con María?"""
Ushiromiya Natsuhi,"""... Jessica... No debes pensar en eso ahora."""
Ushiromiya Jessica,"""Pero mamá... Si María no estuvo involucrada, y el culpable es alguien totalmente diferente, ella está claro que es un objetivo fácil para el culpable. Si es asesinada por culpa de esto, entonces nosotros... fuimos quienes la dejamos morir..."""
,Un sombrío silencio se estableció nuevamente... Parecía que Jessica lamentaba haber dejado que sus emociones tomaran control sobre ella para desquitarse con María.
,... Ella siempre había sido así.{n}... Siempre actuando de forma tosca y lamentándose después.
Ushiromiya Natsuhi,"""... Entiendo cómo te sientes, pero María tenía un trato cercano con el culpable, y podía estar de su lado, hablando de esa manera una y otra vez para oscurecer aún más las cosas... Me siento aliviada de que la hayamos echado."""
Ushiromiya Battler,"""... Eso es muy severo, tía Natsuhi... ¿No podrían haber sido las tonterías de una niña de nueve años?"""
,"Hasta yo pensé que estaba siendo descarado diciendo eso...{n}Yo mismo había pensado que María era escalofriante en varias ocasiones, y había dudado de su verdadera naturaleza."
,... Y no podía negar que había sentido algo de alivio cuando María fue expulsada de esta habitación...
Ushiromiya Natsuhi,"""... Si ese es el caso, entonces mañana nos disculparemos por lo que hicimos... Tomaré toda la responsabilidad por expulsarlos de esta habitación... Esto no es algo por lo que el resto de ustedes se deba preocupar."""
,"Podía sentir una trágica determinación en las palabras la tía Natsuhi.{n}... Para proteger a su propia hija, ella había expulsado a los sospechosos con determinación."
,"... Y si, como consecuencia, tenía que ver morir a las personas que desafortunadamente habían sido sospechadas, que así fuera... Ella estaba preparada para tomar completa responsabilidad de ello."
Ushiromiya Battler,"""... ¿Por qué María tenía que estar diciendo cosas como esas? Está acarreando su propia ruina..."""
Ushiromiya George,"""... Creo que la razón por la cual María-chan adora tanto a las brujas y la magia... puede ser por causa de la tía Rosa."""
Ushiromiya Battler,"""¿Por la tía Rosa? ¿Qué tiene que ver ella con eso?"""
Ushiromiya George,"""... Creo que tú también debes haberte dado cuenta, Battler-kun... El verdadero padre de María-chan huyó hace mucho tiempo... Aunque la tía trató de cubrir ese hecho diciendo que está en un viaje de negocios en el extranjero."""
Ushiromiya Natsuhi,"""... Hablar sobre los asuntos familiares de Rosa-san se ha vuelto una clase de tabú en la familia Ushiromiya."""
Ushiromiya George,"""Creo que la tía pensó en casarse de nuevo... Pero también creo que María-chan puede haberse convertido en sus grilletes y se lo ha puesto bastante difícil... Después de todo, ella a veces... se ponía increíblemente emocional y se desquitaba con María-chan."""
Ushiromiya Jessica,"""... Estoy de acuerdo contigo en eso. Siempre me pareció que la tía Rosa se esforzaba en intentar querer a María..."""
Ushiromiya Jessica,"""... Lo que significa... que realmente... no la quería... Estoy segura que la tía vio siempre a María como un obstáculo para casarse..."""
Ushiromiya George,"""... Creo que el rechazo emocional de su madre debió dejar profundas heridas en su joven corazón... Así que cuando aprendió de algún sitio esta afición ocultista, se sumergió en ella para poder llenar los agujeros de su corazón."""
Ushiromiya George,"""... ¿Sabes? Para María-chan, la imagen de una bruja no es negativa del todo... ¿Recuerdas ayer, en la playa, cuando nos mostró su cuaderno?..."""
Ushiromiya Battler,"""... Sí... Estaba lleno de garabatos divertidos."""
,"Ayer, cuando estábamos cerca de la playa, dudando de la bruja...{n}... María se había puesto muy agitada y comenzó a explicar sobre las brujas."
,Y ninguna de esas páginas mostraba una imagen de una bruja horrible.
,"Todas ellas eran coloridas, hermosas y adorables brujas que parecían divertirse."
,"No había absolutamente nada siniestro sobre ellas, como un chico podría imaginar... Ellas eran seres adornados con hermosos vestidos, quienes podían conceder los sueños de cualquiera con su misteriosa magia y así, hacer a todos felices."
,... El dolor de no ser amada por su madre.
,... ¿Por eso estaba obsesionada con las brujas? ¿Para llenar el vacío de su corazón?
,"Algún día, una bruja vendría, y usando su maravillosa magia, le traería felicidad a María."
,"... A pesar de creer en eso, mientras crecía, tuvo que enfrentarse a la realidad mientras sus fugaces sueños eran desgarrados uno por uno."
,"... Si en frente de una niña como ella, apareciera algo diciendo ser la bruja de Rokkenjima, y le susurrara que la llevaría a la Tierra Dorada, donde podría ser feliz..."
Ushiromiya George,"""... Yo... creo que es hora de que confiese lo que pienso... Quizás el haber echado a María-chan... no, a Genji-san y al resto también... probablemente haya sido... lo incorrecto..."""
Ushiromiya Jessica,"""... Me siento... culpable..."""
,"Ya que Jessica había sido quien los había confrontado y atacado con palabras de rechazo, su conciencia debía de estar atormentándola mucho en este momento."
Ushiromiya Natsuhi,"""Entonces, ¿cómo explican esa carta? Nadie pudo ponerla ahí excepto las cuatro personas de pie detrás de nosotros. Me aseguré de ello con mis propios ojos."""
Ushiromiya Natsuhi,"""... Si esos cuatro son inocentes, ¿cómo fue puesta la carta en una habitación cerrada en la que habían ocho personas?"""
Ushiromiya Battler,"""... Eso es cierto... Cuando lo ves de esa forma, esos cuatro en verdad parecen sospechosos. Pero..."""
Ushiromiya Battler,"""... {i:Es inútil}. Sí, {i:es totalmente inútil}..."""
Ushiromiya George,"""¿Inútil?... ¿Qué cosa?"""
Ushiromiya Battler,"""Cierto... Puede que ya no sirva de nada, pero déjame darle vuelta al tablero de nuevo... Si uno de ellos realmente fuera el culpable, ¿no sería raro?."""
Ushiromiya Jessica,"""... Es verdad... Poner orgullosamente la carta sobre la mesa ante la vista de todos ¿no sería lo mismo que confesar que uno de ellos era el culpable?"""
Ushiromiya Jessica,"""... Tienes razón, es extraño... ¡Si fueras a hacer eso, lo pondrías en la rendija de la puerta, por ejemplo, para que pareciera que alguien la había metido desde fuera. ¡Es cierto, deberían haber sabido que sospecharían de ellos si no hacían parecer que el culpable estaba fuera de la habitación!"""
Ushiromiya Battler,"""Sí, exactamente... Si el culpable era uno de esos cuatro, el poner esa carta justo en el centro de la mesa sería arriesgado y carecería de sentido."""
Ushiromiya Battler,"""... Pero dejando de lado cualquier truco que hayan usado para ponerla ahí... Si asumimos que el culpable es alguien distinto de esos cuatro... en otras palabras, alguien que estaba fuera de la habitación, entonces tenía mucho que ganar con esa carta..."""
Ushiromiya Natsuhi,"""... Detente, Battler-kun... Ahora mismo, ese es un problema trivial."""
,La tía Natsuhi rápidamente adivinó a lo que quería llegar.
,"... No, quizás ella había pensado eso mucho antes de que yo lo hiciera, y simplemente mordió su lengua..."
Ushiromiya Battler,"""... Si el culpable estaba afuera de la habitación... entonces una vez que nos encerramos en una habitación en la que no podía tocarnos, todo estaba acabado para él... Es cierto. Es lo mismo que la teoría que propuse sobre cómo el abuelo desapareció de su habitación, ¿no?"""
Ushiromiya Battler,"""... Esa teoría en la que el abuelo dejó la habitación por voluntad propia... Si el culpable usó alguna táctica para inducirle a salir, y el abuelo salió por su propia voluntad, entonces..."""
,"Ahora que lo pienso... cuando encontramos el círculo mágico del escorpión en el pomo de la puerta del estudio, María lo había dicho ella misma."
,... Es probable que {f:5:Beatrice} no sea capaz de abrir esta puerta.
,Pero podría inducir a alguien a que saliera por su propia voluntad.
Ushiromiya Jessica,"""... En ese caso... ¿significa eso que caímos completamente en la trampa del culpable... y le enviamos algunos nuevos candidatos para los sacrificios?..."""
Ushiromiya Natsuhi,"""... Genji y el resto no son tontos. Si quisieran protegerse, pensarían con rapidez en el siguiente lugar más seguro después de esta habitación. Ellos definitivamente serán capaces de esconderse ahí."""
,La tía Natsuhi no había respondido la pregunta.
,"... Ella misma se dio cuenta de que si el culpable no estaba en ese grupo, esa carta podría haber sido fácilmente una trampa."
,"Sin embargo, no valía la pena el riesgo de llamar de vuelta a las personas que una vez había expulsado."
,"... Para la tía Natsuhi, en ese momento, su mayor y único deber era proteger a los niños..."
,"Y para ello, pensaba que algunos sacrificios eran necesarios..."
Ushiromiya Battler,"""... Oye, tía Natsuhi. Déjame preguntarte algo un poco complicado, ¿está bien?... En ese momento... si, por coincidencia, Jessica hubiera estado también detrás tuyo... ¿también la habrías expulsado de la habitación?"""
Ushiromiya Natsuhi,"""..."""
Ushiromiya Battler,"""Es verdad que un montón de cosas brutales han pasado... Pero como madre, debiste haber pensando en proteger a tu hija sin importar qué. Y fue por ese deber por lo que los echaste, aunque supieras que eventualmente te harían responsable de ello."""
Ushiromiya Battler,"""... No intento criticarte por ello ni nada por el estilo. Yo solo, umm... Solo estaba pensando en qué gran madre tiene Jessica."""
Ushiromiya George,"""... Es cierto... Llevas lidiando con estos incidentes desde la mañana, y nos has estado guiando todo este tiempo, sin perder la compostura."""
Ushiromiya George,"""... Si hubieras estado tan confundida como el resto de nosotros, probablemente ya estaríamos en las garras del culpable... Así que pienso que todos te debemos las gracias."""
Ushiromiya Natsuhi,"""... Se los agradezco."""
Ushiromiya Jessica,"""... Así que lo que están tratando de decir... ¿es que quieren que ella actúe también como la madre de María?..."""
Ushiromiya Natsuhi,"""..."""
Ushiromiya Jessica,"""... Yo... siempre he considerado a María como una verdadera y adorable hermanita. Y aun así... pasaron muchas cosas, nos confundimos un poco... y le dije un montón de cosas horribles... La lastimé..."""
Ushiromiya Jessica,"""... Mamá, por favor... Estemos juntas con María... No, con todos... No había ningún... culpable entre nosotros... ¿Por qué no puede el culpable detrás de todo esto... ser la bruja, {f:5:Beatrice}?... Dejemos de dudar entre nosotros..."""
,La tía Natsuhi cerró sus ojos por un momento.
,... ¿Estaba enfrentándose a su dolor de cabeza nuevamente... o estaba pensando en algo?...
Ushiromiya Natsuhi,"""... Jessica... mi querida hija, la hija que finalmente tuve doce años después de casarme con mi esposo. Me convertiría en el peor de los demonios para protegerte."""
,"Ese fue un discurso bastante fuerte al final...{n}Ella se dio cuenta muy bien de que sus palabras eran una visión idealizada de lo que debería ser una madre, pero aun así, estaba decidida a proteger a su hija, incluso si tenía que convertirse en un demonio."
,... Pero eso era porque estaba atormentada por la culpa.
,... Hoy había sido un día muy largo.{n}... Han pasado tantas cosas... y ahora estamos tan arrinconados...
,"... Me pregunto si para mañana, seguiremos con el derecho de poder dar los buenos días una vez más..."
,... Ah... aquí está.
Ushiromiya Battler,"""... Lo encontré... Es este círculo mágico."""
,"Dentro del libro que estaba hojeando, había encontrado el mismo círculo mágico que había sido dibujado en la segunda hoja de la carta."
,George-aniki lo miró también.
,El nombre de este círculo mágico era... el tercer círculo mágico de Marte.
,"El hebreo escrito en él era el Salmo 77, versículo 13 del Antiguo Testamento."
,"""Oh Dios, santo es tu camino; ¿Qué dios es grande como nuestro Dios?"""
,El significado de este círculo mágico era... “discordia”.{n}... Provoca divisiones internas y harás que el enemigo provoque su propia caída.
Ushiromiya Battler,"""... Esperen un segundo... ¿Es en serio?..."""
,¿Podía haber una mejor forma de describir nuestra situación y estado mental?
,No podíamos hacer nada mas que estar paralizados en silencio...
Ushiromiya Jessica," ""Así que... ¡¿esta carta era una trampa?!... ¡¿Cómo la pusieron ahí?! ¡No había nadie en esta habitación además de nosotros!"""
Ushiromiya Battler,"""D-De todos modos, por ahora ignoremos la forma en que hicieron que llegara aquí... ¡El culpable estaba tras solo una cosa! ¡¡Querían propagar las semillas de la duda dentro de esta habitación inexpugnable y usarnos para arrojar fuera a las ovejas de sacrificio!!..."""
Ushiromiya George,"""En ese caso... lo que buscan... ¡¡es a la gente que se fue de la habitación!!..."""
Ushiromiya Jessica,"""M-Mamá... ¡¡¿qué deberíamos hacer?!! ¡Esos cuatro están en peligro!..."""
Ushiromiya Natsuhi,"""..."""
,"No era de extrañar que la tía Natsuhi guardara un desagradable silencio.{n}... Incluso si todo era una trampa del culpable, incluso si esos que habían sido expulsados de la habitación estaban en peligro, no tenía nada que ver con la seguridad de las cuatro personas aquí."
,"Y no había forma de probar la inocencia de las cuatro personas que habíamos expulsado.{n}... Si estamos dispuestos a dejarlos morir, entonces no deberíamos salir de esta habitación sin importar qué... ¡¡Estar aquí es lo más seguro!!"
,"En ese momento, repentinamente, el penetrante sonido de un teléfono sonó en la habitación."
,Era la antigua extensión telefónica que estaba en la mesa del estudio del abuelo.
,... Había empezado a sonar justo cuando comenzamos esta conversación.{n}Era natural que pensáramos que era un SOS de aquellos que habíamos expulsado.
,Pero entonces la tía Natsuhi habló.
Ushiromiya Natsuhi,"""¡¿Cómo puede el teléfono...?! ¡¡Debería estar averiado e inutilizable!!..."""
Ushiromiya Battler,"""¡Eso no importa!... Si es María y los otros pidiendo ayuda..."""
Ushiromiya Natsuhi,"""Si el problema con el teléfono fue obra del culpable en primer lugar... entonces esta llamada telefónica es... probablemente..."""
,"Con esa única frase, el sonido del teléfono, que había sonado como un grito por ayuda... ¡empezó a sonar como una espantosa llamada de algún desconocido!..."
,La tía Natsuhi dudó si debía levantar el auricular.
Ushiromiya George,"""¡C-Contestemos, tía!... Los teléfonos pudieron haberse arreglado por alguna razón... ¡Aún podría ser una llamada urgente de María-chan y del resto!..."""
Ushiromiya Jessica,"""¡Es verdad!... Y en la escasa posibilidad de que sea una llamada del culpable, ¡adelante! ¡¿Porqué no le escuchamos?!... Es solo una llamada telefónica. ¡¡No importa que balbucee a través del aparato, no es como si te fuera a hacer daño!!..."""
Ushiromiya Battler,"""... Si tú no lo haces, ¡entonces yo lo haré!..."""
Ushiromiya Natsuhi,"""Y-Yo contestaré... ¿Hola?"""
,"Estiré mi mano para tomar el auricular, pero la tía Natsuhi lo tomó antes de que pudiera alcanzarlo."
,"... Todos contuvimos nuestra respiración, tratando de imaginar quién era la persona al otro lado del telefono..."
,"Pero por un tiempo, la tía Natsuhi continuó diciendo ""hola""."
,... ¿Una llamada telefónica silenciosa?...{n}No hay forma de que María y los otros hicieran algo tan espeluznante.
,... Lo que significa que... ¿podría ser... que esta llamada... realmente... sea del...?
,"Natsuhi dejó de decir ""hola"" y tensó sus oídos."
,... Porque le pareció oír algo lejano al otro lado del auricular.
,... ¿Qué era?...
Ushiromiya Natsuhi,"""... ¿Eh?... ¿Hay alguien... cantando?..."""
Ushiromiya George,"""¿Qué dices?... ¿Cantando?"""
Ushiromiya Natsuhi,"""... No lo sé. Débilmente, desde el otro lado del teléfono... puedo oír a alguien cantando... Me pregunto quién... podría ser..."""
Ushiromiya Battler,"""D-Dámelo por un segundo... ¡¿Hola?!..."""
,"Medio arranque el auricular de la paralizada mano de la tía Natsuhi, y lo presione contra mi oreja."
,"... Al principio, no escuché nada."
,"... Pero... ya que me habían dicho sobre ello, lo noté."
,... No era como si alguien hablara en voz baja... parecía venir de alguien lejos del teléfono... y sonaba como una niña cantando una canción.
,"... Esa voz de alguna forma sonaba como la de María... pero aun así, la situación seguía teniendo cada vez menos sentido."
,"Por lo menos, quien hizo la llamada telefónica no había sido María.{n}Porque María estaba cantando una canción lejos del teléfono."
,"... En ese caso, quien hizo la llamada telefónica debió ser Genji-san, Kumasawa-san, o el doctor Nanjo."
,"... Y aun así, no estaban diciendo nada... ¿Por qué?... ¿Con qué razón?... ¡¿¡¿Quién es la persona que hizo esta llamada telefónica?!?!..."
