Speaker,Spanish (ES)
,"""Sí, jamás olvidaré eso. Ocurrió en Abril de 1987. Recibí cierta extraña petición de un amigo."""
,"""... Había una gran colección de libros, los cuales eran las antiguas posesiones de un hombre muy rico y se vendieron en una subasta, y se pensó que algunos de ellos podrían haber sido de gran valor para el estudio de la arqueología y el folclore, y también como un sentido de misterio, por lo que este amigo quería ser testigo de su valor de forma confidencial."""
Ushiromiya Ange,"""... En el 87. Medio año después del crimen en Rokkenjima."""
,"""Correcto. Se explicó que esos libros escaparon del desastre de Rokkenjima. Según me dijeron, la propietaria de la isla, la {nobr:Sra. Ushiromiya} Eva, los puso en una subasta."""
,"Al parecer estaban en un restaurante de clase alta. En un asiento tranquilo y acogedor, un hombre de mediana edad estaba sentado frente a Ange."
,Amakusa podía verse en la entrada del restaurante.{n}Probablemente estaba echando un vistazo por los perseguidores de la familia Sumadera.
,"El hombre erudito frente a Ange hablaba cortésmente, pero con entusiasmo."
,"No había puesto ni un dedo sobre la comida en frente suyo, lo que dejaba ver lo entusiasmado que estaba al hablar sobre este tema."
,"Era un profesor de una universidad, particularmente bien conocido como una autoridad en el folclore occidental."
,"Sin embargo, entre las obras de su vida, eso era solo una fachada conveniente."
,"Su verdadero trabajo era... el estudio del ocultismo, magia occidental, alquimia, y todo lo demás que tuviera que ver con el ocultismo, y también la demonología."
,"En resumen, él era la persona en la mejor posición para entender los detalles de la investigación de Kinzo..."
Professor Ootsuki,"""Primero, lo que aprendí evaluando los libros era que la {nobr:Sra. Ushiromiya} no tenía absolutamente ninguna educación en el estudio del folclore, y el propietario original de los libros, el {nobr:Sr. Ushiromiya} Kinzo, ciertamente era una de las cinco principales autoridades de demonología en Japón."""
,Abril de 1987.
,Una importante tienda de antigüedades obtuvo una gran cantidad de documentos antiguos de un alto valor histórico.
,Pasaron a ser dueños de ellos después de que Ushiromiya Eva los vendió en una subasta.
,"En ese momento, se pensaba que Eva sucedería a la familia Ushiromiya y tendría toda la fortuna para sí misma como la única sobreviviente."
,"Pero... en ese entonces, no había pasado siquiera medio año después del accidente, y a pesar de las extraordinarias circunstancias, no estaba establecido que los demás hubieran estado perdidos el tiempo suficiente para ser dados por muertos."
,"Y debido a eso, se pensó que Eva estaba en un aprieto financiero, incapaz incluso de cobrar los seguros de vida de su familia."
,"Parece que trató de vender todo lo de valor, e incluso los libros que se encontraban en en Kuwadorian, el lugar donde ella había escapado de los daños, se convirtieron en sus objetivos."
,"Y cuando las autoridades en este campo se reunieron a petición de la tienda de antigüedades para evaluar esos documentos, los cuales posteriormente serían llamados ""La Biblioteca Ushiromiya""... se llevaron la sorpresa de sus vidas."
Professor Ootsuki,"""Al menos hablando desde el punto de vista del ocultismo, el impacto de este descubrimiento en el mundo era comparable al descubrimiento de los rollos del Mar Muerto."""
Professor Ootsuki,"""Esto se debe a que, en la ‘Biblioteca Ushiromiya’, habían muchos documentos de extremada importancia que, a pesar de que su existencia había sido conocida por más de mil años, jamás habían sido encontrados."""
,"Los muchos sueños del ocultismo, como los representados por la alquimia, siempre agitaron una intensa fascinación en los aficionados."
,"Se murmura que muchos ‘libros mágicos’ de gran valor histórico, que aún no se dan a conocer al público, podrían estar en posesión secreta de amantes muy ricos de lo oculto."
,"Se dice que objetos tales como los cuadernos de Leonardo da Vinci, que son particularmente populares entre los fanáticos, fueron los principales ejemplos de esto."
,"Se dice que aproximadamente 5000 páginas de los cuadernos existen en la actualidad, y que más de 10.000 se han perdido, pero algunos investigadores creen que un gran número de esta parte perdida puede estar monopolizada por determinados fanáticos y gente de mucho dinero."
,"Se dice que por eso, incluso ahora, los fanáticos que no pueden evitar buscarlos, no escatiman en gastos para revisar libros silenciosamente guardados o sin anunciar..."
,Y seguramente no hay duda de que el mismísimo Ushiromiya Kinzo era uno de esos fanáticos.
,"Se desconoce por cuántas dificultades pasó Kinzo para obtenerlos, pero no hay duda de que utilizó su enorme fortuna para comprándoselos a otras personas ricas con el mismo pasatiempo que él."
,"Esos libros, que eran tan valiosos que los fanáticos no podían satisfacer sus deseos de atesorarlos, fueron descubiertos en grandes cantidades al final del siglo 20, y su liberación al público le había dado al mundo entero una masiva conmoción..."
Professor Ootsuki,"""Por este motivo, el nombre de Rokkenjima se volvió conocido alrededor del mundo. Y el mundo también se conmocionó por la alta posibilidad de que, debido al accidente de Rokkenjima, una gran cantidad de libros aún más valiosa por descubrir se hubieran perdido."""
Professor Ootsuki,"""... Por eso, los nombres de Rokkenjima y la Biblioteca Ushiromiya quedarán en nuestros recuerdos para siempre."""
,... Nuestros recuerdos. Ese ‘nuestro’ probablemente se refiere a aquellos con el mismo pasatiempo ocultista de Kinzo.
,"A causa de eso, el nombre de Rokkenjima tomó un significado vital en el mundo del ocultismo."
,"Sin duda hubo una gran cantidad de informes sobre el accidente en Rokkenjima, pero no había sido algo a nivel internacional."
,"Sin embargo, este caso había corrido por todo el mundo, tomando la imagen de Rokkenjima como una pequeña isla en el archipiélago Izu, y pintándola como una isla demoníaca con una mezcla de acertijos, sospechas, misterio y ocultismo."
,"En otras palabras, hasta que la biblioteca de Kinzo se filtró al público por Eva, Rokkenjima no había sido más que una isla sin nombre, que nadie podía recordar... y definitivamente no había sido una isla de brujas."
,"Sin embargo, cuando el conocimiento de la Biblioteca Ushiromiya atravesó el mundo, la imagen de Rokkenjima dio de inmediato un giro oculto."
Professor Ootsuki,"""Y así, lo que sucedió después fue lo de los mensajes de las botellas. Es lo que convirtió a la isla en una isla de brujas. Una isla sin nombre en el archipiélago Izu comenzó a transformarse en una isla oculta, y la isla de la bruja misteriosa, {f:5:Beatrice}."""
Professor Ootsuki,"""Se podría decir que, si faltara la Biblioteca Ushiromiya o el mensaje de la botella, la Leyenda de la Bruja de Rokkenjima probablemente jamás habría sido fundada."""
Ushiromiya Ange,"""... Un mensaje embotellado."""
Professor Ootsuki,"""Sí. Una forma de comunicación hacia un destino sin especificar, arrojada al océano en una botella cerrada con una carta en su interior."""
Professor Ootsuki,"""Es famosa por usarse como manera de enviar un mensaje de SOS desde una isla desierta, pero debido a la influencia de famosas novelas de detectives extranjeras, se ha llegado a convertir en un método para confesar la verdad después de la propia muerte, como un testamento atrasado. El caso con el mensaje embotellado de Rokkenjima es lo segundo."""
Ushiromiya Ange,"""... ¿Es eso lo que todos dicen que un pescador de una isla cercana encontró?"""
Professor Ootsuki,"""Correcto. Nos enteramos de que un joven pescador en Shikinejima recogió una botella de vino con una carta dentro. Este joven pescador lo mantuvo solo por curiosidad. Luego, como Rokkenjima había caído bajo la atención del mundo debido a la Biblioteca Ushiromiya, anunció su descubrimiento."""
Ushiromiya Ange,"""¿Hay alguna probabilidad de que la haya hecho el pescador?"""
Professor Ootsuki,"""Por supuesto que nosotros no éramos capaces de negar esa posibilidad. Las páginas encontradas en la botella de vino estaban firmadas por cierto miembro de la familia Ushiromiya. Una niña llamada Ushiromiya María. Sin embargo, después de revisar la caligrafía de sus antiguas pertenencias, se confirmó que el mensaje fue escrito con la caligrafía de una persona diferente."""
Ushiromiya Ange,"""... ¿La caligrafía de una persona diferente?"""
Professor Ootsuki,"""Correcto. Al menos, creo que no hay duda que fue escrito por una persona más habilidosa para escribir y de mayor edad que ella. Había una alta posibilidad de que alguien falsificara su nombre cuando lo escribió. Por lo tanto, en ese momento, se pensó que el contenido de esas páginas era de muy poca credibilidad."""
,Sin embargo.
,"Más adelante, se formó un escándalo cuando se descubrió que, el día del accidente, otra botella con un mensaje similar fue rescatada por la policía en el océano cercano a la isla mientras se encontraban investigando el área en busca de evidencias."
