Speaker,Spanish (ES)
,"""Sí, en serio. No solo Yasu era torpe; esa niña siempre andaba perdiendo las cosas."""
,"""Pero, aún así, ella siempre tenía esa mirada que decía ‘¡No lo perdí! ¡Lo dejé aquí y alguien se lo llevó!’ ¡Realmente me molestaba!"""
,"""Esa niña simplemente no sabía concentrarse. Si haces las cosas sin pensar, no es de extrañar que acabes siendo descuidada."""
Shannon,"""Pero solo era así al principio, ¿verdad? Después de un tiempo, esa niña empezó a concentrarse, y todas esas cosas malas dejaron de pasar..."""
,"""Umm, ¿en serio? Bueno, de todas formas eran cosas que cualquiera debería ser capaz de hacer."""
Kumasawa Chiyo,"""Aprender a hacer cosas que todos pueden hacer es parte de crecer. Dudo que todas ustedes fuesen tan inteligentes acerca de todo cuando empezaron, ¿verdad?"""
,"""... ¿Estás bromeando? Si no fuesemos inteligentes, nunca hubiesemos sido seleccionadas para trabajar con la familia Ushiromiya."""
,"""¡Se supone que somos la élite! El hecho de que Yasu fuese joven no es excusa."""
,"""Es verdad... Si se supone que Yasu tiene que aprender a ser diligente al crecer, entonces eso debería hacerse antes de venir a trabajar para la familia Ushiromiya."""
Shannon,"""Vamos... Esa niña trabajó muy duro para equilibrar los estudios y el trabajo... Creo que todas están siendo muy duras..."""
,"""Fuimos seleccionadas porque todas pasamos por un proceso complicado, ¿no es así? No hay necesidad de que mimemos a Yasu."""
,"""Estoy harta de esto. ¡No entiendo como alguien tan tonta como Yasu fue elegida!"""
Clair,"""Ser seleccionados como sirvientes de la familia Ushiromiya era un logro que todos los niños de la Casa Fukuin respetaban. Los sirvientes antiguos han conseguido gloria pasando a través de un estricto proceso de selección. Yasu era tan torpe que todos se preguntaban porqué esa niña había sido seleccionada."""
Clair,"""... Por supuesto, Yasu estaba trabajando muy duro para una niña de su edad. Sin embargo, los sirvientes antiguos no estaban satisfechos, y en poco tiempo, empezaron a ser mezquinos con Yasu cada que tenían la oportunidad. Incluso después de acostumbrarse a la vida en Rokkenjima, Yasu no pudó hacer un solo amigo. Al menos, no ningún amigo {y:0:Humano}{n:0:humano}..."""
