Speaker,Spanish (ES)
,"Con la muerte de Jessica, se hizo evidente que el culpable se estaba escondiendo en algún lugar cercano, y que vendría a por nuestras vidas en cuanto tuviera oportunidad."
,"Según Genji-san, mañana por la mañana debería llegar el barco."
,El barco también tiene radio.{n}Probablemente podremos contactar con la policía inmediatamente.
,Nos reunimos todos en el salón y decidimos esperar tranquilamente hasta mañana.
,"Propuse que buscáramos pistas sobre el culpable por toda la mansión, pero la tía Rosa se negó, diciendo que si presionábamos al culpable, o lo provocábamos, podría conducirlo a cometer un tercer crimen."
,"Eso probablemente estaba en lo correcto.{n}Incluso si un grupo de aficionados como nosotros investigásemos, no hay forma de que encontremos algo útil."
,"Lo más sensato sería centrarnos en protegernos sin hacer nada innecesario, y dejárselo todo a la policía después de mañana."
,"Habíamos estado tensos al principio, pero aparte de la tía Rosa, la mayoría habíamos pasado toda la mañana viendo la tele y nos estábamos aburriendo, así que nuestra sensación de peligro se había disminuido."
,"Cuando pensamos sobre la situación y el hecho de que seis adultos fueron asesinados a la vez en el primer crimen, nos hizo imaginar que se había utilizado algún método encubierto como el veneno."
,"Y en el segundo crimen, se pensó que esos dos se habían convertido en sacrificios porque desgraciadamente estaban aislados del resto de nosotros."
,"A partir de esto, imaginamos que no había un gran número de culpables, y que no tenían la capacidad de asesinar a este gran grupo reunido en el salón todos a la vez."
,"Ahora mismo, en este salón, estábamos George-aniki y yo, María, la tía Rosa, Genji‐san, Gohda‐san, Shannon‐san, Kumasawa‐san, y finalmente el doctor Nanjo, lo que hace un total de nueve personas reunidas aquí."
,"Además, la tía Rosa tiene una arma de fuego."
,"Seguramente, con tanta gente en esta habitación no podrían tocarnos con tanta facilidad."
,"Esa sensación de seguridad, junto con el paso del tiempo, nos permitió recuperarnos poco a poco del shock de esta mañana..."
,"Por casualidad, la hora del almuerzo acababa de terminar para nosotros.{n}Sin embargo, había sido un almuerzo de comida enlatada, muy lejos de la cena de anoche que Gohda-san había preparado hábilmente para nosotros."
,La tía Rosa también sospechaba que se había utilizado veneno en el asesinato de esas seis personas.
,"Así que, probablemente no podíamos negar la posibilidad de que el culpable se hubiera colado en la cocina durante toda esa confusión de la mañana, y mezclara veneno con los ingredientes que había allí."
,"La tía Rosa nos había ordenado a todos que hasta que viniera la policía no nos metiéramos nada en la boca, excepto alimentos seguros como los enlatados."
,"Como cocinero, Gohda-san debe haberse sentido muy defraudado."
