Speaker,Spanish (ES)
,Pasaron los meses y los años.
,"En mi nueva vida, más vibrante y colorida, esbocé una sonrisa ante el resplandor primaveral que se filtraba entre los árboles, y alcé la vista hacia las columnas de nubes veraniegas, majestuosas en el cielo, disfruté de los montones de hojas caídas en otoño, y jugué con la nieve invernal en esas pocas ocasiones en que se dignaba a descender."
,"Mientras estos días pasaban uno detrás de otro, hubo un cambio considerable en mi entorno."
,Fue una rotación completa en el personal de sirvientes de la Casa Fukuin.
,"No había grados o cursos específicos como en la escuela, así que no había una regla que indicase que tanto podía trabajar un sirviente antes de irse."
,"Cada sirviente tomaba su propia decisión sobre cuándo ""graduarse"" de Rokkenjima."
,"Algunos, incapaces de soportar el entorno, renunciaban en apenas tres días."
,"Después de todo, la vida en Rokkenjima era estricta."
,"Obviamente, también lo era en la Casa Fukuin, pero había un montón de reglas únicas en Rokkenjima, además Natsuhi, la supervisora de los sirvientes, era muy autoritaria. Era fácil sentirse oprimido."
,El sentimiento opresivo y el dinero estaban puestos en lados opuestos de la balanza que usaron para decidir el momento de su graduación.
,"Y en ocasiones, alguien de la familia Ushiromiya usaría su influencia para asegurar sus nuevos puestos de trabajo, alentándoles a desplegar sus alas y empezar su nueva vida."
,El ciclo normalmente duraba dos o tres años.
,"Nadie había decidido esto, pero era una de las metas que la mayoría de sirvientes se habían propuesto, era como una regla no escrita."
,"No obstante, yo era la excepción a esa regla."
,Seguí viviendo como sirviente mientras iba a la escuela en Niijima...
,"Ese año, todos los sirvientes de la Casa Fukuin renunciaron a la vez."
,No era para nada raro que los amigos renunciaran al mismo tiempo.
,"Todas mis compañeras sirvientes de la Casa Fukuin se graduaron de la isla a la vez, dejándome únicamente a mí atrás..."
,"Por supuesto, no me llevaba muy bien con ellas."
,"Por el contrario, era molesto tener que ser tratada como una niña y ser llamada Yasu todo el tiempo."
,"Incluso cuando se unían los nuevos sirvientes, los antiguos les dejaron la creencia de que ""Yasu pierde las cosas todo el tiempo"", así que las cosas todavía habían sido desagradables incluso entonces."
,"Esos desagradables sirvientes antiguos, junto con los que comenzaron al mismo tiempo o después que yo, renunciaron todos al mismo tiempo."
,"La familia Ushiromiya no ponía objeciones a quienes decidían marcharse. En primer lugar, los sirvientes adultos eran más fáciles de manejar."
,Los sirvientes de la Casa Fukuin solo eran aceptados para ser entrenados.
,"Entonces, todos los sirvientes excepto yo se fueron, y nadie intento detenerlos..."
,"""Hasta luego, Yasu. No se te ocurra perder nada de nuevo."""
,"""... Ya no pierdo las cosas."""
,"""Hmph, nos vemos. Asegúrate de escuchar lo que te dice la señora. No vayas a molestar al siguiente grupo de sirvientes."""
,"""... ¿Sabes? Aún es un misterio. ¿Por qué alguien recomendaría a Yasu en primer lugar?"""
,"""Es incluso más impresionante que la señora te haya dejado estar todo este tiempo."""
,"""Oye, al menos esta chica tiene el valor de no rendirse y huir. Sigue así, {i:Yasu}."""
,"""Yo, yo... odio que me llamen Yasu..."""
,Al final... Les dije eso que siempre quise decirles.
,"Sin embargo, simplemente me ignoraron, recogieron sus cosas y se fueron..."
,"""..."""
Shannon,"""... Supongo que nunca tuviste la oportunidad de ser su amiga."""
,"""Ni siquiera querría."""
Shannon,"""Sí. Estoy segura que se sienten igual, así que están a mano. Solo olvídate de ellas. Ya no tienen nada que ver contigo. Así que, no hay razón de que pienses mas en ello."""
,"""... Sí... Tienes razón."""
,Solo me sentí un poco decepcionada.
,"Nunca fui capaz de que me reconocieran como toda una sirvienta, capaz de cuidar de mí misma."
Shannon,"""Es difícil para las personas deshacerse de las primeras impresiones... Así es como es. No importa que tan maravillosamente crezcas como persona, probablemente, siempre te llamarán Yasu y se burlarán de ti. No es necesario que busques su aprobación."""
,"""... Sí. Claro, tienes razón, Shannon. Me olvidaré por completo de ellas."""
