Speaker,Spanish (ES)
,El vestíbulo de la casa de huéspedes estaba envuelto en silencio.
,"Las cuerdas de tensión que ataban a Krauss, Natsuhi, y Eva se habían soltado; estaban completamente cansados; y sus conciencias empezaban a tituvear."
,"De vez en cuando, se ponían de pie y caminaban sin un destino para pelear contra su somnolencia."
Ushiromiya Natsuhi,"""... ¿Te encuentras bien, Eva-san?... Por favor, tómalo con calma y descansa."""
Ushiromiya Eva,"""Te dije que estoy bien... Nosotros tres somos ahora los únicos adultos... No hay tiempo para descansar... Protegeré este lugar, aunque tenga que atravesar infiernos y tormentas... Haah... Haah..."""
,"Ella hablaba con valentía, pero no podía ocultar su respiración agitada.{n}... Parecía que la fiebre, la cual había sido calmada con medicina, había regresado."
,Era bastante obvio que la salud de Eva no era buena.
Ushiromiya Krauss,"""No te presiones. Al menos cierra los ojos. Si tenemos que despertarte, definitivamente lo haremos."""
Ushiromiya Eva,"""¡Te estoy diciendo que estoy bien!... ¡¡Déjame en paz!!..."""
Ushiromiya Natsuhi,"""..."""
,"Parecía que se había vuelto obstinada... Krauss y Natsuhi se dieron cuenta de que no importaba cuántas palabras le dijeran, estando en ese estado, nada alcanzaría sus oídos."
,"Así que sin decir nada más, decidieron dejarla ser."
,"Para Eva ahora mismo, incluso una discusión como esa era una molestia.{n}Probablemente sería mejor para ella si solo se sentara por ahí con la boca cerrada."
,"En realidad, Eva estaba a un paso de ser devorada por el sueño... Puede que les haya contestado malhumorodamente porque estaba intentando animarse a sí misma y deshacerse de su adormecimiento."
,El reloj muy pronto marcaría las 6:00 de la tarde.
,"Ya que había estado tomando bocadillos una y otra vez para engañar a su somnolencia, no se sentía hambrienta, pero en cambio, su falta de sueño le hacía sentir que eran las 6:00 de la mañana, no de la tarde."
,... Incluso suponiendo que el bote llegase a las 9:00 de la mañana en punto del día siguiente... aún quedaban más de 12 horas completas
,... Ese era un plazo de tiempo abrumadoramente largo.
,... Largo... Doloroso... Caluroso...
,Incluso el sonido del reloj atormenta ahora mi cuerpo.
,En momentos como estos... él colocaría su mano en mi frente y la fiebre desaparecería de inmediato.
,... Pero él ya no está aquí...
,"Mientras la mente de Eva se nublaba, fue de nuevo atrapada por una profunda tristeza..."
,"Ya había llorado hasta quedarse sin lágrimas.{n}E incluso así, la tristeza de haber perdido a su amado esposo no se había agotado..."
Ushiromiya Eva,"""... Yo... me equivoqué..."""
{f:5:Eva Beatrice},"""... ¿Por qué?"""
,"Originalmente, la nueva bruja había sido el mismo ser que Eva.{n}... Si Eva le hablaba, ella siempre respondería..."
Ushiromiya Eva,"""... Pensé que si podía ganar la posición de líder de la familia... solo eso hubiera sido suficiente... Pero tan pronto vi esa montaña de oro, mi avaricia creció... Fui golpeada por el deseo de tener toda esa montaña de oro para mí sola..."""
{f:5:Eva Beatrice},"""Eso no es nada de lo que avergonzarse. Después de todo, es tu derecho natural como líder de la familia Ushiromiya... ¿Cómo podrías darle aunque sea un poco a alguien más?"""
