Speaker,Spanish (ES)
Ushiromiya Lion,"""Entonces, ¿ya te has dado cuenta... de quién mató a Beatrice?"""
Willard H. Wright,"""Sí. Más o menos."""
Ushiromiya Lion,"""Espero que no vayas a insinuar que... el líder de la familia la mató..."""
Willard H. Wright,"""{f:5:Bernkastel} no está preguntando por las dos Beatrices relacionadas con Kinzo. Está preguntando por quién mató a la {f:5:Beatrice} de 1986."""
Ushiromiya Lion,"""... No termino de entender a qué te refieres con ""la {f:5:Beatrice} de este año"". ¿De qué trata todo esto de una bruja llamada {f:5:Beatrice}? Primero hablas de una historia de fantasmas, luego mencionas una especie de epitafio... ¿No crees que ya es hora de explicarme todo esto?"""
Willard H. Wright,"""De acuerdo. No tiene sentido seguir dando rodeos."""
Ushiromiya Lion,"""Empecemos desde el principio... ¿Quién es esa bruja llamada {f:5:Beatrice}?"""
Willard H. Wright,"""Estríctamente hablando, no es una persona. Es un concepto llamado ""la Bruja Dorada {f:5:Beatrice}""."
Ushiromiya Lion,"""¿Te refieres a una historia de fantasmas?"""
Willard H. Wright,"""Más precisamente, incluso las historias de fantasmas son solo un elemento dentro de la creación de un concepto."""
Ushiromiya Lion,"""No entiendo nada de lo que dices."""
Willard H. Wright,"""Las historias de fantasmas suelen narrarse en tercera o segunda persona. Pero alguien comenzó a contarlas en primera persona."""
Ushiromiya Lion,"""¿Alguien empezó a llamarse a sí mismo {f:5:Beatrice}?"""
Willard H. Wright,"""Las historias de los espíritus malignos de Rokkenjima, y los cuentos inventados para mantener a los niños lejos del bosque... fueron adornados por los incesantes lamentos de Kinzo: ""Beatrice, Beatrice"", que dieron forma a la leyenda de la bruja. La que admiró a esa bruja ficticia y rogó por conocerla fue Ushiromiya María... Y alguien, {i:respondió}."""
Ushiromiya Lion,"""... Es una cuestión sencilla, pero no interrumpas el ritmo. Limítate a asentir. ¿Qué quieres decir con que ""respondió""?"""
Willard H. Wright,"""Ushiromiya María, debido a su triste infancia, desarrolló una fuerte obsesión con el ocultismo... Alguien, compadeciéndose de ella, se disfrazó de {f:5:Beatrice} y jugó a ser su amiga."""
,María tiene una tendencia a juzgar más por el interior de las personas que por su apariencia.
,"Incluso con su propia madre, cuando esta se mostraba violenta, la llamaba ""la bruja negra"" y nunca la asociaba con la figura de su madre."
,"Es decir, aunque alguien sea la misma persona físicamente, si su interior cambia, María lo percibe como alguien completamente distinto."
,El episodio en el que María conoció por primera vez a {f:5:Beatrice} puede interpretarse fácilmente desde este punto de vista.
,"Cuando los adultos la apartaron de la mansión por tener cosas importantes que discutir, María decidió tomar té en el jardín de rosas."
,"Probablemente, en ese momento, alguien se ofreció a hacerle compañía."
,Y entonces... al escuchar a esa niña entusiasmada hablar sobre su deseo de conocer a la bruja {f:5:Beatrice}... esa persona actuó como si estuviera poseída por {f:5:Beatrice}.
,"Visualmente, no era {f:5:Beatrice}."
,"Sin embargo, María percibe a una persona como alguien diferente cuando su manera de hablar o actuar cambia repentinamente."
,"Por eso, para ella, fue algo que apareció de improviso."
Willard H. Wright,"""Para María, las brujas y el ocultismo pueden considerarse una forma de escape de la realidad. Ella creía que su insatisfacción con el presente podía ser superada gracias al poder de una bruja. Por eso, ella {i:quería} creer en la existencia de las brujas. Porque al hacerlo, podía creer que sería feliz."""
Ushiromiya Lion,"""... Es cierto que María está siendo criada solo por la tía Rosa, quien además está siempre ocupada con su trabajo. Ciertamente siento un poco de pena por ella..."""
Willard H. Wright,"""No ignores el corazón de una persona. Por eso María ""creyó"" {i:porque necesitaba creer}. Incluso los trucos simples que {f:5:Beatrice} mostraba, María los aceptaba desde el fondo de su corazón. Eso, sin duda, fue un gran consuelo para ella... Y en ese momento nació la bruja {f:5:Beatrice}."""
Ushiromiya Lion,"""¿Quieres decir que alguien jugó a ser una bruja para complacer el deseo de María de conocer a una?"""
Willard H. Wright,"""Exacto."""
,Así fue como nació Beatrice la mayor.
,"La que vivió mil años, quedó atrapada en Rokkenjima y demás."
,Todo eso es una mezcla de las leyendas de espíritus malignos de Rokkenjima y los relatos de un fantasma que deambula por la mansión en la noche.
,"Tal como dedujo Furudo Erika, son dos historias de fantasmas que se fusionaron."
,Alguien unió ambas leyendas y las representó.
,"Por eso {f:5:Beatrice} es tanto la dueña de la noche en la mansión como alguien que teme a los hilos de araña, combinando las características de las dos leyendas."
Ushiromiya Lion,"""Entonces, la pregunta de {f:5:Bernkastel} sobre quién mató a {f:5:Beatrice}... ¿se refiere a quién mató a esa persona bondadosa que interpretó a {f:5:Beatrice}?"""
Willard H. Wright,"""Casi, pero no exactamente. No la interpretó. Eran dos personas distintas... De la misma forma que, para María, la bruja negra y su madre eran personas diferentes. Para María, {f:5:Beatrice} y quien la representó también eran personas diferentes."""
,Como en el caso de Mariage Sorcière.
,"Una creó algo, y la otra lo reconoció, alimentando así la ilusión que compartían."
,"De la misma manera, La Bruja Dorada {f:5:Beatrice} fue creada por alguien y, al ser reconocida por María, esa ilusión cobró fuerza."
Ushiromiya Lion,"""Entonces, ¿matar el papel que representaba significa que no mataron a esa persona bondadosa que lo interpretó?"""
Willard H. Wright,"""Exacto. Si solo se pierde el recipiente de {f:5:Beatrice}, eso no significa que {f:5:Beatrice} haya sido asesinada."""
Willard H. Wright,"""... Es fácil de entender si lo comparas con un teléfono. Imagina que tú y yo estamos hablando por teléfono. En ese momento, para mí, el teléfono es el medio con el que me comunico contigo, casi como si fueras lo mismo."""
Willard H. Wright,"""Pero, ¿qué pasaría si destruyo el teléfono?"""
Ushiromiya Lion,"""... Entiendo... Si destruyes el teléfono, ya no podrías hablar conmigo, pero eso no significaría que me has matado."""
Willard H. Wright,"""Sabemos que María se ofreció una vez a dejar que {f:5:Beatrice} la poseyera, al principio de su relación. Eso demuestra claramente que la primera {f:5:Beatrice} no tenía el aspecto del retrato."""
Ushiromiya Lion,"""Si consideramos que la bruja interpretada y la persona que la interpretó son distintas... ¿es posible matar solo al papel de la bruja sin afectar a la persona que lo representaba?"""
Willard H. Wright,"""Solo quien interpretó ese papel puede matarlo. Es decir, quien mató a {f:5:Beatrice} y quien la interpretó son la misma persona."""
Ushiromiya Lion,"""¿Entonces, la persona que jugó con María a ser una bruja es el culpable que {f:5:Bernkastel} está buscando?"""
Willard H. Wright,"""Así es... Sin embargo, lo complicado es que esta capilla es ahora el interior de la caja del gato. Ese culpable, como el gato de la metáfora, existe aquí en dos estados: como un gato vivo y como un gato muerto al mismo tiempo."""
Ushiromiya Lion,"""... Realmente complicado. Es un poco confuso, pero sigamos adelante. ¿Quiere decir que hay dos culpables?"""
Willard H. Wright,"""Exacto. Una persona que puede crear y matar a {f:5:Beatrice}. Y otra que ni siquiera permitiría que {f:5:Beatrice} existiera, capaz de matar el concepto mismo. Esos dos están aquí."""
Ushiromiya Lion,"""Entonces, déjame preguntar. En el caso del asesinato de {f:5:Beatrice}, ¿quiénes son esos dos culpables?"""
Willard H. Wright,"""Comencemos con el primer culpable... El gato muerto."""
Ushiromiya Lion,"""¿Quién es?"""
Willard H. Wright,"""Tú."""
Ushiromiya Lion,"""¿Yo?... ¿Eh?"""
Willard H. Wright,"""Es una deducción extremadamente sencilla. El mundo en el que existes es el único en el que la bruja {f:5:Beatrice} no puede existir."""
