Speaker,Spanish (ES)
Ushiromiya Rosa,"""¡¿El doctor Nanjo y Kumasawa‐san?! ¡¿Qué demonios está pasando?!"""
Ushiromiya George,"""¡Aaah, Shannon! ¡Gracias a Dios que estás bien!... ¡Si algo te hubiera pasado, yo!..."""
Shannon,"""George‐sama... uuuuughh..."""
Ushiromiya Rosa,"""¡George‐kun, quédate callado un momento! Un asesinato ocurrió ante tus propios ojos, ¡¿verdad?! ¡¿Viste al culpable?! ¡¡¿O no?!!"""
Gohda Toshiro,"""A‐Acerca de eso... umm... ¡¿Cómo se lo explico?!... G‐Genji‐san."""
Ronoue Genji,"""Nosotros mismos no podemos explicar muy bien lo que vimos."""
Gohda Toshiro,"""Ciertamente, umm, ¡sucedió ante nuestros ojos! ¡Estaba justo delante de mis ojos! Pero aun así, eso, umm, ¿qué fue eso?... ¡Ni siquiera yo lo entiendo!"""
Ushiromiya Rosa,"""¡¿Qué estás diciendo?! ¡Es imposible que te hayas encontrado con otra persona que no sea la bruja, {f:5:Beatrice}, cuyo paradero se desconoce desde anoche, o Kanon‐kun, quien ha desaparecido! ¡¿Era un hombre o una mujer?! Deberías ser capaz de decirme al menos eso, ¡¿verdad?!"""
Ushiromiya Battler,"""¡Tía Rosa, tranquilízate un poco!... ¡Cualquiera se sentiría confuso si matasen a dos personas delante de sus narices! Gohda‐san, Genji‐san. No hay necesidad de apresurarse. Cuéntanos lo que pasó, poco a poco."""
Gohda Toshiro,"""Sobre eso... ¿cómo decirlo?..."""
Ushiromiya George,"""..."""
,El doctor Nanjo y Kumasawa-san han sido asesinados.{n}Entendimos esa parte.
,"Y parecía que había ocurrido delante de sus ojos.{n}Pero a pesar de eso, ellos hablaban torpemente."
,"Admitieron que habían visto el crimen con sus propios ojos.{n}Pero cuando se les pidió que explicaran lo que habían visto, sus bocas se cerraron repentinamente."
,Puedo entender por qué la tía Rosa estaba irritada y perdía la paciencia...
Ushiromiya George,"""Shannon. ¿Tú lo viste? Cuando el doctor Nanjo fue atacado."""
Shannon,"""S‐Sí."""
Ushiromiya George,"""Dime. Solo lo que entendiste. ¿Qué rayos pasó?"""
Shannon,"""La puerta trasera... Alguien vino de allí."""
Gohda Toshiro,"""A-Así es. Alguien se acercó a la puerta trasera. Entonces, preguntando quién era, abrí la puerta..."""
Ushiromiya Rosa,"""¿Había alguien en la puerta trasera? ¡¿Quién era?!"""
Ushiromiya Battler,"""¡Déjalos terminar! ¡¿Y después de eso?!"""
Gohda Toshiro,"""Esa persona estaba... manchada de sangre, y tenía una gran herida. Lo llevamos a la habitación de los sirvientes, y el doctor Nanjo comenzó inmediatamente con los primeros auxilios. Era una... herida muy profunda."""
Ushiromiya Rosa,"""¡Por última vez, ¿de {i:quién} estás hablando?!"""
Gohda Toshiro,"""¡No lo sé! Ciertamente... al principio, pensé que lo sabía. ¡No, aún sigo creyendo que sí lo fue!{n}Pero... ¡¡¿qué demonios era eso?!! No lo sé... ¡¡No lo sé!!"""
,"De una manera que no coincidía con su gran cuerpo, Gohda se sujetó la cabeza y comenzó a rascarla..."
,"No tenía ni idea de si estaba confundido porque no se acordaba, o si estaba confundido porque había visto algo terrorífico y no podía aceptarlo."
,Y Shannon lucía de la misma manera.
,"Si ella baja la guardia, lo que ha visto hace solo unos momentos atrás podría desvanecerse como un sueño, y ni siquiera sería capaz de recordar lo que vio."
,Así es como lucía.
,Solo Genji parecía sereno como de costumbre.
,Así que naturalmente las preguntas se dirigieron a él.
,Pero incluso Genji tuvo que tomarse un tiempo para ordenar sus pensamientos antes de abrir la boca.
Ushiromiya Rosa,"""Genji‐san. Lo viste, ¿verdad? ¡¿Quién era la persona que entró por la puerta trasera?!"""
Ronoue Genji,"""Al principio, creímos que esa persona... era Kanon."""
Ushiromiya Rosa,"""¡¡Ya ven!! ¡Él estaba vivo después de todo! ¡¡Mi razonamiento fue correcto!!"""
Ushiromiya George,"""Con ""al principio"", quieres decir que tu impresión cambió después, ¿no?..."""
Ronoue Genji,"""Sí. No puedo explicar con palabras lo que pasó después... ""Eso"" mató al doctor Nanjo y a Kumasawa, luego desapareció. En ese momento, definitivamente no era Kanon."""
Gohda Toshiro,"""¡Sí! ¡Así es! ¡¡Es tal y como dice Genji-san!! ¡Realmente no se puede explicar con palabras!"""
Ushiromiya George,"""¿Tienes la misma opinión?"""
Shannon,"""Sí... Yo... solo puedo decir lo mismo..."""
Ushiromiya Battler,"""..."""
,"Si interpretamos lo que estaban diciendo favorablemente, eso significaba que la teoría de la tía Rosa había sido correcta desde el principio."
,Kanon-kun había aparecido por la puerta trasera de la cocina con una herida grave.{n}Entonces lo habían llevado a la habitación de los sirvientes y lo habían atendido.
,"Entonces, algo terrorífico había sucedido."
,"Como esta gente no podía imaginar que Kanon-kun pudiera haber hecho eso, habían comenzado a sospechar de si realmente había sido Kanon-kun. ¿Es así como son las cosas?"
,"En otras palabras, esto significaba que... Kanon-kun había aparecido.{n}No importa lo confusos que estuvieran, no importa lo revueltas que estén sus palabras, al final, eso es lo que significaba."
,"¡¿Así que Kanon-kun usó algún truco para escapar de la habitación mientras estaba cerrada?! No, eso ya no importa."
,El verdadero problema es que el doctor Nanjo y Kumasawa-san fueron asesinados.
,La tía Rosa había afirmado que Kanon-kun estaba detrás de todo esto desde el principio.
,Por muy confundidos que estuvieran y por mucho que intentaran negarlo... estaban a medio camino de decir que era la verdad.
,"Pero aun así, por alguna razón, sentí que su incomodidad no podía explicarse solo por la confusión..."
,¿Qué habían visto?
,"Como ellos mismos dijeron, ¿de verdad habían {i:visto algo inexplicable con palabras}?..."
,"La tía Rosa, habiendo decidido que no podría sacarles nada más, concluyó su interrogatorio, y dijo que quería comprobar los dos cuerpos."
,Yo también estaba interesado en eso.
,"Aunque estas personas no tuvieran ni idea de lo que había pasado en medio de su confusión, si los que no hemos estado en el lugar miráramos con calma los cuerpos, podríamos encontrar algo."
,"Pero fue un poco sorprendente que la tía Rosa también estuviera interesada en los cadáveres, al igual que yo."
,"Incluso en este punto, yo mismo quería desenmascarar al culpable y exponer la verdad, si es que podíamos encontrar alguna pista."
,Pero para la tía Rosa debería haber sido diferente. ¿Acaso el plan de la tía Rosa no daba más prioridad a mantenerse a salvo que a encontrar al culpable?
,No entendía el porqué la tía Rosa tenía tantas ganas de revisar los cuerpos como para dejar deliberadamente nuestro fuerte en el salón.
Ushiromiya Rosa,"""Iremos todos juntos a la habitación de los sirvientes. Si nos movemos todos juntos, estaremos seguros. ¡María, deja de garabatear eso ahora mismo!"""
Ushiromiya Maria,"""Uu. No garabateando. Resolviendo el acertijo de {f:5:Beatrice}. Uu..."""
Ushiromiya Battler,"""¿El acertijo de {f:5:Beatrice}? ¿Qué es eso? Dímelo a mí también."""
Ushiromiya George,"""Tía Rosa, ¿también vas a llevar a María-chan?"""
,Parecía que George-aniki tenía cierta oposición en llevar a María a la sangrienta escena del crimen.
,"Pero teniendo en cuenta el hecho de que María se quedaría aquí sola, ciertamente sería mucho más seguro si nos lleváramos a María con nosotros."
,"Al final, solo fue el humanismo irresponsable de Aniki.{n}Decidimos que todos, incluyendo a María, iríamos a la habitación de los sirvientes."
,La cama de la habitación de los sirvientes estaba manchada de una brillante sangre roja.
,"No, no solo la cama. Toda la habitación estaba cubierta horripilantemente de innumerables manchas de sangre."
,Solo esa espantosa escena bastó para darnos una idea del repulsivo espectáculo que habían tratado de describir...
Ushiromiya Maria,"""Uu. ¡María quiere mirar también!"""
Ushiromiya George,"""Espera aquí conmigo, María-chan, ¿de acuerdo?"""
,"George-aniki estaba de pie junto a la entrada, tapándole los ojos a María, de espaldas a la habitación."
,Él probablemente no quería ensuciar las retinas de una niña inocente con el repulsivo rojo de esta habitación.
,Seguramente fue la decisión correcta.
,"Me estaba haciendo el duro, así que no me importó, pero probablemente recordaría esta habitación y empezaría a vomitar cada vez que viera pintura roja esparcida por ahí, por el resto de mi vida."
,"Mis retinas ya tenían esta habitación grabada a fuego.{n}En otras palabras, era demasiado tarde para mí..."
Shannon,"""Eh..."""
Gohda Toshiro,"""¡¿D-Dónde están?!..."""
,"Inmediatamente después de entrar en la habitación de los sirvientes, Gohda-san y Shannon-chan parecían nerviosos."
,"Nos estremecimos, preguntándonos qué nueva y horrible situación había ocurrido para inquietarles por segunda vez."
Ushiromiya Rosa,"""¿Qué sucede? ¿Qué pasa?"""
,"La tía Rosa también se estremeció, levantó el arma en alto y buscó lo que fuera que les hacía temblar."
,Pero no pudo encontrarlo. Lo cual no era de extrañar.{n}Ellos temblaban {i:porque} no los encontraban.
Ushiromiya Battler,"""Oye, oye, ¿qué demonios está pasando?..."""
Ronoue Genji,"""Los dos cuerpos... no están aquí."""
Ushiromiya Rosa,"""¿Qué quieres decir?"""
Shannon,"""¡E-Eso no puede ser!... ¡Esos dos estaban definitivamente aquí!..."""
Ushiromiya Battler,"""... Espera espera espera. ¿Qué demonios?... ¿Estás diciendo que los cadáveres se fueron caminando a alguna parte? Eso no pudo haber ocurrido, ¿cierto? Quiero decir, ¿no estaba cerrada la habitación de los sirvientes? ¡¿No abriste la puerta cuando entraste hace un momento, Gohda-san?!"""
Ushiromiya Battler,"""Entonces, ¿qué? ¡¿No es lo mismo que sucedió en la habitación de Jessica?! ¡¿Han vuelto a desaparecer de una habitación cerrada?! ¡¡Eso es ridículo!!"""
Gohda Toshiro,"""¡¡Yo tampoco no tengo ni idea de lo que ha pasado!! ¡¡Cuando dejamos esta habitación, definitivamente la cerramos, y...!! ¡¡Ya no tengo ni idea de lo que sucede!!..."""
,En la cara de Gohda-san se dibujó una tímida y penosa sonrisa que no mostraría normalmente.
,Shannon estaba igual.
Ushiromiya Battler,"""¡Los cadáveres de ambos desaparecieron! ¡Y además, desaparecieron mientras la puerta estaba cerrada! ¡¡Aunque el culpable fuera Kanon-kun, él ya no debería tener una llave maestra!!"""
Shannon,"""¡Eso no es verdad!... ¡¡Kanon-kun no es el culpable!!..."""
Ushiromiya George,"""Shannon... Yo creo en Shannon. Kanon-kun no es el culpable. Esto debe ser obra de alguien que se parece mucho a él."""
Ushiromiya Rosa,"""No. Kanon-kun podría haber conseguido una llave maestra. Después de todo, su llave maestra fue encontrada en el bolsillo del cuerpo de Jessica-chan. ¿Y quién se llevó esa llave?"""
Ushiromiya George,"""¡¡!! ¡E-Es cierto! ¡¡Fue el doctor Nanjo!!..."""
,"Así es. ¡En aquel entonces, definitivamente había sido el doctor Nanjo quien buscó entre las ropas de Jessica y encontró la llave maestra!..."
,"Entonces, si alguien hubiera tenido la oportunidad de registrar el cadáver del doctor Nanjo, le habría sido fácil llevarse la llave maestra..."
,La tía Rosa buscó debajo de la cama y en la taquilla.
,"A estas alturas, yo también entendía lo que eso significaba.{n}Si supones que hubo dos culpables, podría explicarse fácilmente."
,"La primera persona era Kanon-kun, o tal vez un impostor que se parecía a él.{n}Él mató al doctor Nanjo y huyó a alguna parte."
,"La segunda persona era... probablemente la 19.ª persona, {f:5:Beatrice}, cuyo paradero se desconocía."
,"Ella se había escondido de antemano bajo la cama que se encontraba en la habitación de los sirvientes, y con el cuerpo del doctor Nanjo todavía encerrado aquí, esperó a que Genji-san y el resto se marcharan."
,"Entonces, después de eso, salió de su escondite, tomó la llave maestra del bolsillo del doctor Nanjo, y se llevó los dos cuerpos por alguna razón."
,"Si ella hubiera cerrado la puerta con la llave maestra, se crearía esta habitación cerrada."
{f:5:Beatrice},"""*carcajada*carcajada*. Construiste eso bastante rápido con tu razonamiento de la habitación de Jessica como premisa. Con ese método, podrías crear una habitación cerrada incluso sin magia. ¿Debería darte el visto bueno? Sin embargo, por verdaderamente fascinante que fuera, hay algo que no debes olvidar."""
{f:5:Beatrice},"""Si el culpable hubiera recuperado la llave maestra por el método que dices, ese culpable... {i:tendría que haber sabido que Nanjo había tomado la llave maestra del cuerpo de Jessica}."""
Ushiromiya Battler,"""No tienes que decirme eso... Probablemente intentas decir que esa información es algo que solo la gente de ese lugar y ese momento podría saber..."""
Ushiromiya Battler,"""¡Je! Esta tercera habitación cerrada fue aplastada tan rápido que no puedes hacer otra cosa que quejarte. No hay arte en repetir una y otra vez lo mismo..."""
,"A pesar de que estaba fanfarroneando, ese movimiento de la bruja me dolió mucho...{n}Pude sentir cómo se formaban grietas en lo que más quería negar."
,Ella está tratando de acorralarme desde dos direcciones.
,"Por un lado, está el ataque frontal, en el que intenta obligarme a creer en las brujas, utilizando trucos de habitación cerrada que solo una bruja podría hacer."
,"Y por otro lado, está el ataque por la retaguardia, en el que intenta hacerme creer que sería mejor que hubiera una bruja, reforzando mis sospechas hacia mis allegados."
,"En la primera habitación cerrada, la capilla, había utilizado el ataque frontal, pero no había funcionado conmigo."
,"Sin duda es por eso que, con la segunda habitación cerrada, y ahora con la tercera, ha empezado a cambiar la dirección de su ataque..."
,"Sin embargo, el hecho de que estuviera cambiando la dirección de su ataque también probaba que mi resistencia estaba funcionando un poco."
,Y seguramente había renunciado al ataque frontal porque no podía ganar directamente con él...
,Intenté forzarme a aceptar mi propia posición pensando eso.{n}Pero parecía que la bruja había visto a través de estos pensamientos míos hace mucho tiempo.
{f:5:Beatrice},"""*carcajada*carcajada*. El ataque frontal es indispensable. El ataque por la retaguardia solo surte efecto porque avanza al mismo tiempo que el ataque frontal. Si me centrase únicamente en utilizar el ataque por la retaguardia, no sería más que un plan insensato que se produce cuando mis medios se convierten en mi objetivo."""
Ushiromiya Battler,"""Ijiji, ¿en serio? Pues bien, ¿no repetirás ""nadie se escondía en la habitación de los sirvientes"" en ese rojo del que estás tan orgullosa?"""
{f:5:Beatrice},"""No es necesario. La premisa de tu razonamiento está a punto de ser destruida."""
Ushiromiya Battler,"""¡¿Oh, oh?! ¡¿Te niegas?! ¡¿Así que alguien realmente se está escondiendo?!"""
{f:5:Beatrice},"""Rosa destruirá tu premisa ahora mismo. ¡*carcajada*carcajada*! Bien, trata de escucharlo."""
Gohda Toshiro,"""¡Por favor, créanos, Rosa-sama!!... ¡Los dos cuerpos sin duda yacían aquí! ¡La sangre roja brillante en el suelo es de ellos!!..."""
,"La tía Rosa empezó a buscar entre varios objetos de la habitación, de espaldas a Gohda-san, quien gritaba suplicante."
,"Eventualmente, encontró algo, y durante un momento dejó de moverse."
Gohda Toshiro,"""¡¡Rosa‐sama, definitivamente no estamos mintiendo!!... ¡¡Los dos cuerpos estaban definitivamente aquí!!"""
Ushiromiya Rosa,"""Silencio. La persona que escondió los cadáveres ha confesado que se los llevaron a otro lugar. Con esto."""
,Rosa les mostró una simple hoja de papel por encima del hombro.
Ushiromiya Battler,"""¡¿Qué rayos es eso?! ¿Acaso eso es... una carta en un sobre sellado con el emblema, al igual que en la capilla?!"""
Ushiromiya Rosa,"""Sí, así es. Fue puesta aquí, al descubierto. La leeré."""
,{e:070:―Miembros de la familia Ushiromiya.{n}Me pregunto si sus intentos de resolver el acertijo del epitafio para conseguir el oro han rendido frutos.{n}Resolver el acertijo del epitafio es el único método para detenerme.}
,"{e:070:No podrán detenerme, ni detener la ceremonia, por ningún otro método.{n}Les pido a todos ustedes que no se confundan de objetivo.}"
,{e:070:Intentar encontrarme es inútil.{n}Intentar escapar de mí es inútil.{n}Intentar negarme también es inútil.{n}{n}—{f:5:Beatrice} la Dorada.}
Ushiromiya Rosa,"""P.D. Tomé prestados los dos cuerpos para el ritual. Los devolveré más tarde, así que por favor acepten mis disculpas. Además, como estas llaves les pertenecen a ustedes, se las devolveré."""
,"Mientras Rosa leía eso en voz alta, el contenido del sobre quedó expuesto sobre la palma de su mano."
,"Eran dos llaves maestras.{n}La llave maestra que Nanjo había encontrado en el bolsillo de Jessica, que originalmente había sido de Kanon, y la llave maestra de Kumasawa."
Ushiromiya Battler,"""¿Qué demonios?... Entonces, ¿qué significa eso?... ¡Desgraciada, ¿otra vez?! ¡¿Estás diciendo que otra vez solo puedo sospechar de los sirvientes que tienen las llaves?!"""
{f:5:Beatrice},"""No lo he dicho en rojo, ¿sabes?... No he negado la posibilidad de que en el momento en que cerraron la puerta y se fueron, alguien estuviera escondido en esta habitación... ¡*carcajada*carcajada*carcajada*!"""
Ushiromiya Battler,"""Si estaban escondidos bajo la cama, no habría sido imposible que se hubieran llevado los cadáveres a alguna parte. ¡Pero así no podrían cerrar la puerta! ¡La llave maestra por la que se tomaron tantas molestias estaba justo aquí!"""
Ushiromiya Battler,"""Es verdad, lo había olvidado. ¿Qué pasa con las llaves específicas para esta habitación, las llaves de la habitación de los sirvientes?!"""
{f:5:Beatrice},"""Mmm. Esas {p:1:están en la caja de llaves en el centro de la habitación de los sirvientes}. Existen varias llaves de la habitación de los sirvientes, pero {p:1:todas están dentro de la caja de llaves}."""
Ushiromiya Battler,"""Lo que significa que la situación no es diferente de la vez con la llave de la habitación de Jessica... No es como si los sirvientes anduvieran por ahí con una llave innecesaria cuando tienen esas convenientes llaves maestras. Puedo aceptar que todas ellas siguieran guardadas en la caja de llaves..."""
{f:5:Beatrice},"""Y nada ha cambiado en las otras condiciones. {p:1:Entrar y salir es imposibles salvo por la única puerta y la única ventana}. Por lo tanto, no pueden existir puertas secretas o métodos de entrada irregulares. Regocíjense, grandes detectives. ¡*carcajada*!"""
{f:5:Beatrice},"""{p:1:Y ambas estaban cerradas}. {p:1:La puerta y la ventana no permiten ningún tipo de entrada o salida cuando están cerradas}. Así que no funcionará quitar la puerta, ni hacer una grieta por la cual escabullirse, ni nada por el estilo mientras se mantenga cerrada. Y obviamente, {p:1:es imposible abrir la puerta sin la llave de la habitación de los sirvientes o una llave maestra}."""
